0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,filename
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4577.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4579.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,25,25,24,23,23,23,24,25,26,25,25,25,24,27,25,25,27,25,24,24,25,24,24,24,4581.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4583.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4585.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4589.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4591.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4593.txt
29,30,29,21,22,23,21,21,21,21,15,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4595.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,23,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4597.txt
29,19,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4599.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,23,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4600.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4604.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,22,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4606.txt
29,12,29,21,22,23,21,21,21,21,29,19,19,30,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4607.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4609.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4611.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4615.txt
29,19,29,21,22,23,21,21,21,21,29,23,23,29,30,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4617.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4618.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4620.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4623.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,23,26,22,24,24,24,26,26,27,26,26,26,28,29,26,26,29,26,25,25,26,25,25,25,4626.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4627.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4629.txt
22,0,19,13,28,29,27,27,27,27,27,6,6,7,7,30,30,30,30,30,8,10,9,10,9,28,10,9,9,8,8,7,7,8,8,7,7,4630.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4632.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4635.txt
20,19,29,21,22,23,21,21,21,21,29,19,19,30,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4637.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4639.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4642.txt
22,30,24,28,29,28,19,26,26,26,23,20,20,22,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4644.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4646.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,24,24,23,22,22,22,23,24,25,24,24,24,23,26,24,24,26,24,23,23,24,23,23,23,4648.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4651.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4653.txt
0,30,26,20,21,21,18,18,18,18,18,19,19,24,24,23,22,22,22,23,24,25,24,24,24,23,26,24,24,26,24,23,23,24,23,23,23,4655.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4657.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4659.txt
29,0,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4660.txt
0,30,29,21,22,23,21,21,21,21,18,19,19,24,24,23,22,22,22,23,24,25,24,24,24,23,26,24,24,26,24,23,23,24,23,23,23,4663.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4665.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,30,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4666.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4668.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4672.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4674.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4676.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4678.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4680.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4681.txt
29,30,21,17,18,19,17,14,13,14,10,11,10,12,23,21,21,21,21,21,13,14,14,14,14,13,14,14,14,13,13,12,11,12,12,12,12,4683.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4686.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4688.txt
29,30,29,21,22,23,21,21,21,21,15,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4691.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4693.txt
29,12,29,21,22,23,21,21,21,21,29,19,19,30,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4695.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4697.txt
0,30,26,20,21,21,18,18,18,18,18,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4700.txt
0,12,0,1,1,0,1,1,1,1,0,0,0,13,14,12,12,12,12,12,14,15,15,15,15,14,15,15,15,15,19,14,14,14,13,13,13,4703.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4705.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4707.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4709.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4712.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4714.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4716.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,28,28,26,26,26,26,14,28,17,16,16,16,27,16,28,28,16,28,27,27,28,27,27,27,4718.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4720.txt
30,10,16,24,16,20,20,20,20,20,17,20,20,29,26,28,28,28,28,28,30,30,30,29,30,25,30,30,30,30,29,28,28,26,28,29,29,4722.txt
22,19,5,27,28,29,27,27,27,27,17,20,20,23,26,27,27,27,27,27,29,30,29,30,29,28,30,29,29,30,29,28,28,26,28,28,28,4723.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,30,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4726.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,23,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4727.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4730.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4731.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4734.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4736.txt
29,17,7,17,18,19,17,14,13,14,10,11,10,12,23,21,21,21,21,21,13,14,14,14,14,13,14,14,14,13,13,12,11,12,12,12,12,4738.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4739.txt
29,30,10,17,18,4,17,14,13,14,10,11,10,12,23,2,21,21,21,21,13,14,14,14,14,13,14,14,14,13,13,12,11,12,12,12,12,4741.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,23,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4744.txt
29,19,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4745.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4747.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4749.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4752.txt
22,12,19,13,28,29,27,27,27,27,17,24,24,23,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4754.txt
29,30,18,12,12,23,21,21,21,21,26,30,30,7,7,29,29,29,29,29,8,10,9,10,9,22,10,9,9,8,8,7,7,8,8,7,7,4756.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4758.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4761.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4762.txt
29,30,29,21,22,23,21,21,21,21,15,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4764.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4766.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4768.txt
0,30,26,20,21,21,18,18,18,18,18,19,19,24,24,23,22,22,22,23,24,25,24,24,24,23,26,24,24,26,24,23,23,24,23,23,23,4770.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4773.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4775.txt
0,30,29,21,22,23,21,21,21,21,18,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4776.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4778.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4779.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4781.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4783.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4786.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,24,24,23,22,22,22,23,24,25,24,24,24,23,26,24,24,26,24,23,23,24,23,23,23,4788.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4790.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4792.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4794.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4796.txt
29,30,14,8,8,23,21,21,21,21,29,19,19,26,27,25,25,25,25,22,27,28,27,27,27,26,25,27,27,25,27,26,26,27,26,26,26,4797.txt
29,30,29,21,22,23,21,21,21,21,29,28,28,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4799.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4801.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4804.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4806.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4808.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4809.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4811.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4813.txt
22,12,19,13,28,29,27,27,27,27,17,12,12,28,28,26,26,26,26,26,28,29,28,28,28,27,29,28,28,29,28,27,27,28,27,27,27,4815.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4817.txt
29,12,29,21,22,23,21,21,21,21,29,19,19,30,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4820.txt
29,19,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4822.txt
29,30,29,21,22,23,21,21,21,21,29,28,28,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4824.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4827.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4829.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4831.txt
29,14,8,3,3,5,3,30,29,28,30,1,1,1,23,3,3,3,3,3,3,3,3,3,3,29,3,3,3,3,3,30,30,3,30,30,30,4832.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4835.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,23,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4838.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4840.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4841.txt
14,23,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4844.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4847.txt
29,23,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4849.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4850.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4851.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4853.txt
29,12,29,21,22,23,21,21,21,21,29,19,19,30,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4856.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4858.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4861.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4863.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4866.txt
29,17,7,29,30,30,28,25,25,25,22,22,22,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4867.txt
0,30,26,20,21,21,18,18,18,18,18,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4870.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4872.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4874.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4875.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4877.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,30,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4880.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4882.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4883.txt
29,19,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4886.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4887.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4889.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4892.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4894.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4895.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,22,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4897.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4900.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4902.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4903.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4906.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4908.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4910.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4912.txt
29,17,7,29,30,30,28,25,25,25,22,22,22,29,23,7,7,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,6,6,4913.txt
29,0,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4915.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4918.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,23,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4919.txt
29,30,29,21,22,23,21,21,21,21,29,23,23,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4923.txt
15,4,29,21,22,23,21,21,21,21,29,23,23,29,30,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4924.txt
22,12,19,13,28,29,27,27,27,27,17,20,20,30,26,22,24,24,24,25,26,27,26,26,26,28,28,26,26,28,26,25,25,26,25,25,25,4926.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4928.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4930.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4932.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,29,23,21,21,21,21,21,23,24,23,23,23,22,24,23,23,24,23,22,22,23,22,22,22,4934.txt
0,30,29,21,22,23,21,21,21,21,18,19,19,24,24,23,22,22,22,23,24,25,24,24,24,23,26,24,24,26,24,23,23,24,23,23,23,4938.txt
29,30,29,21,22,23,21,21,21,21,29,19,19,24,24,23,22,22,22,23,24,25,24,24,24,23,26,24,24,26,24,23,23,24,23,23,23,4940.txt
