0,1,2,3,4,5,6,filename
0,0,5,0,0,9,0,5952.txt
0,0,0,7,0,0,0,5954.txt
0,0,5,0,0,0,0,5956.txt
0,0,5,7,0,9,0,5958.txt
9,7,0,15,0,9,9,5960.txt
0,0,5,0,0,0,0,5961.txt
0,0,0,7,0,0,0,5965.txt
8,0,0,0,0,0,0,5966.txt
0,0,0,0,0,0,0,5969.txt
8,7,0,0,0,0,0,5971.txt
0,0,0,7,0,0,9,5972.txt
8,7,0,7,0,0,0,5974.txt
0,0,5,0,0,0,0,5977.txt
0,0,0,7,0,9,0,5978.txt
8,0,0,7,0,9,0,5981.txt
0,0,5,0,0,0,0,5982.txt
7,6,4,22,4,17,2,5984.txt
8,7,0,0,0,0,0,5987.txt
0,0,0,7,0,0,0,5988.txt
8,7,0,0,0,10,9,5990.txt
9,7,0,0,0,0,0,5992.txt
0,0,0,0,0,0,0,5997.txt
0,0,0,0,0,10,9,5999.txt
0,0,0,7,0,0,0,6000.txt
0,0,0,0,0,0,0,6002.txt
0,0,5,0,0,0,0,6004.txt
8,0,0,0,0,0,0,6006.txt
8,7,0,0,0,0,0,6008.txt
0,0,5,0,0,0,0,6010.txt
0,0,0,0,0,0,0,6012.txt
0,0,5,7,0,9,0,6014.txt
9,7,0,17,0,9,9,6017.txt
0,0,5,7,0,0,0,6020.txt
9,7,0,0,0,0,0,6022.txt
9,7,0,0,0,0,0,6025.txt
0,0,7,7,0,12,0,6028.txt
9,7,5,0,0,0,0,6030.txt
0,0,0,7,0,0,0,6031.txt
0,0,5,0,0,0,0,6035.txt
0,0,5,0,0,0,9,6037.txt
0,0,0,7,0,0,0,6039.txt
0,0,0,0,0,9,0,6042.txt
0,0,5,0,0,0,0,6045.txt
0,0,0,0,0,0,0,6047.txt
8,7,5,7,0,9,0,6048.txt
0,0,0,0,0,0,0,6051.txt
0,0,5,0,0,0,0,6052.txt
8,7,5,7,0,9,0,6054.txt
0,0,0,0,0,0,0,6056.txt
9,7,0,0,0,0,0,6060.txt
0,7,0,7,0,9,0,6062.txt
9,7,5,0,0,0,0,6065.txt
8,7,5,7,0,0,0,6068.txt
8,7,5,0,0,0,0,6070.txt
0,0,5,0,0,0,0,6072.txt
0,7,7,13,0,0,0,6073.txt
0,0,0,0,0,0,0,6078.txt
9,7,0,0,0,0,0,6079.txt
8,7,5,0,0,0,0,6081.txt
8,0,0,0,0,0,0,6085.txt
0,0,0,0,0,9,0,6087.txt
0,0,0,0,0,0,0,6089.txt
0,0,0,7,0,0,9,6091.txt
8,0,0,0,0,0,0,6093.txt
0,0,0,7,0,0,0,6095.txt
8,0,0,7,0,9,0,6097.txt
8,0,5,0,0,0,0,6100.txt
0,0,0,7,0,0,0,6103.txt
0,0,0,0,0,0,0,6105.txt
0,0,0,0,0,0,0,6107.txt
0,0,0,7,0,0,0,6108.txt
0,7,5,7,0,0,0,6110.txt
8,7,0,0,0,0,0,6114.txt
0,0,0,0,0,0,0,6116.txt
8,7,0,0,0,0,0,6118.txt
8,0,0,0,0,0,0,6120.txt
0,0,5,7,0,0,0,6122.txt
8,7,0,0,0,0,0,6124.txt
9,7,5,17,0,0,0,6125.txt
0,0,0,0,0,0,0,6129.txt
0,0,0,7,0,9,0,6132.txt
0,0,5,7,0,9,9,6133.txt
0,0,0,0,0,10,9,6135.txt
0,0,5,0,0,0,0,6137.txt
8,0,0,0,0,0,0,6139.txt
9,7,0,0,0,0,0,6142.txt
8,0,0,7,0,0,0,6145.txt
0,0,0,0,0,0,0,6148.txt
8,7,5,7,0,0,0,6151.txt
0,0,0,0,0,0,0,6153.txt
9,7,0,0,0,0,0,6155.txt
0,0,0,0,0,0,0,6157.txt
9,7,0,7,0,0,0,6159.txt
0,0,0,0,0,0,0,6161.txt
0,0,0,7,0,0,0,6163.txt
0,0,0,0,0,0,0,6165.txt
9,7,0,0,0,0,0,6167.txt
0,0,0,0,0,0,0,6169.txt
0,0,5,0,0,0,0,6171.txt
8,7,5,0,0,0,0,6173.txt
0,0,0,0,0,0,0,6177.txt
0,0,5,7,0,0,9,6179.txt
0,0,0,7,0,0,0,6181.txt
0,0,5,7,0,0,0,6184.txt
0,0,0,0,0,0,0,6185.txt
0,0,0,7,0,0,0,6187.txt
8,7,5,0,0,0,0,6190.txt
8,7,0,0,0,0,0,6191.txt
9,7,0,0,0,0,0,6195.txt
0,0,5,0,0,0,0,6197.txt
8,0,0,7,0,0,0,6198.txt
0,0,0,0,0,0,0,6201.txt
8,7,0,0,0,0,0,6203.txt
8,7,0,0,0,9,0,6206.txt
8,7,0,0,0,0,0,6209.txt
0,0,0,0,0,0,9,6211.txt
0,0,0,0,0,0,0,6212.txt
0,0,0,0,0,9,0,6214.txt
0,0,0,0,0,0,0,6217.txt
0,0,0,0,0,0,0,6220.txt
8,7,0,7,0,0,0,6222.txt
0,0,5,7,0,0,0,6223.txt
0,0,0,7,0,0,0,6225.txt
0,0,0,0,0,0,0,6227.txt
0,0,5,13,0,11,0,6230.txt
0,0,0,0,0,0,0,6231.txt
0,0,0,0,0,0,0,6234.txt
0,0,0,7,0,0,0,6237.txt
8,7,0,0,0,0,0,6239.txt
0,0,0,7,0,10,9,6242.txt
9,7,0,0,0,0,0,6243.txt
0,0,0,0,0,0,0,6245.txt
0,0,5,7,0,0,0,6248.txt
0,0,5,0,0,0,0,6249.txt
9,7,0,0,0,0,0,6252.txt
8,0,0,7,0,0,0,6255.txt
9,7,0,0,0,0,0,6258.txt
9,7,0,0,0,9,0,6259.txt
8,0,0,0,0,0,0,6262.txt
0,0,5,0,0,0,0,6264.txt
9,7,5,7,0,9,0,6265.txt
0,0,5,0,0,0,0,6267.txt
9,7,5,0,0,0,0,6268.txt
8,7,0,0,0,0,0,6270.txt
8,0,0,0,0,0,0,6272.txt
0,0,5,7,0,9,0,6275.txt
9,7,0,0,0,0,0,6276.txt
0,0,0,0,0,9,0,6279.txt
9,7,0,0,0,0,9,6281.txt
0,0,0,7,0,0,0,6284.txt
8,7,0,0,0,0,0,6286.txt
0,0,5,7,0,0,0,6289.txt
0,0,5,0,0,0,0,6292.txt
9,7,0,7,0,0,0,6294.txt
0,0,5,0,0,0,0,6295.txt
0,0,5,0,0,9,0,6298.txt
0,0,5,0,0,0,9,6301.txt
0,0,5,7,0,9,0,6303.txt
8,7,5,0,0,0,0,6305.txt
0,0,0,7,0,9,0,6308.txt
0,0,5,7,0,0,0,6310.txt
8,0,0,0,0,0,0,6313.txt
8,7,5,0,0,0,0,6314.txt
0,0,0,0,0,0,0,6317.txt
8,7,5,0,0,0,0,6319.txt
0,0,0,0,0,0,0,6320.txt
0,0,0,0,0,0,0,6323.txt
0,0,7,0,0,0,0,6325.txt
0,0,0,0,0,0,0,6327.txt
0,0,0,0,0,0,0,6329.txt
8,7,0,0,0,0,9,6331.txt
0,0,0,7,0,12,9,6333.txt
0,0,5,0,0,0,9,6334.txt
0,0,5,0,0,0,0,6336.txt
8,7,0,0,0,0,0,6338.txt
8,7,5,0,0,0,0,6341.txt
0,7,0,7,0,0,0,6344.txt
9,7,0,0,0,0,0,6346.txt
0,0,0,7,0,12,9,6351.txt
0,0,0,13,0,11,0,6353.txt
0,0,5,0,0,9,0,6355.txt
8,0,0,0,0,0,0,6357.txt
0,0,0,0,0,0,0,6359.txt
8,7,0,0,0,0,0,6361.txt
8,7,5,0,0,9,0,6363.txt
9,7,5,0,0,0,0,6366.txt
0,0,5,7,0,0,0,6368.txt
8,7,5,7,0,0,0,6372.txt
8,7,0,0,0,0,0,6373.txt
0,0,5,7,0,9,0,6376.txt
0,0,0,0,0,0,0,6380.txt
8,7,0,0,0,9,0,6384.txt
0,7,0,7,0,0,0,6386.txt
0,0,0,7,0,9,0,6387.txt
0,0,0,0,0,9,0,6389.txt
8,0,0,0,0,0,0,6393.txt
0,0,5,0,0,0,0,6395.txt
0,0,0,7,0,9,0,6397.txt
0,0,0,0,0,0,0,6398.txt
0,7,5,7,0,0,0,6401.txt
8,0,0,0,0,9,0,6404.txt
16,3,5,15,0,10,9,6406.txt
0,0,0,0,0,0,0,6408.txt
0,0,5,0,0,0,0,6410.txt
8,7,0,0,0,0,0,6414.txt
0,7,0,0,0,0,0,6416.txt
8,7,5,0,0,9,0,6418.txt
8,0,5,7,0,9,0,6419.txt
9,7,5,0,0,0,0,6422.txt
9,7,5,0,0,0,0,6424.txt
0,0,0,0,0,0,9,6425.txt
0,0,5,0,0,9,0,6428.txt
8,0,0,0,0,0,0,6429.txt
8,7,0,7,0,10,9,6431.txt
0,0,0,7,0,9,0,6436.txt
9,7,5,0,0,0,0,6437.txt
0,0,5,7,0,9,0,6439.txt
8,0,5,0,0,9,0,6441.txt
0,0,0,0,0,0,0,6444.txt
0,0,0,0,0,0,0,6446.txt
0,0,0,0,0,0,0,6448.txt
9,7,0,0,0,0,0,6450.txt
0,0,5,0,0,0,0,6454.txt
0,0,5,0,0,9,0,6457.txt
0,0,0,7,0,0,9,6459.txt
0,0,5,7,0,0,9,6460.txt
8,0,5,0,0,0,0,6462.txt
0,0,5,0,0,9,0,6464.txt
0,0,0,7,0,0,0,6466.txt
0,0,7,7,0,0,0,6468.txt
0,0,0,0,0,0,0,6472.txt
8,0,0,7,0,9,0,6473.txt
0,0,0,0,0,0,0,6476.txt
0,0,0,7,0,0,0,6478.txt
0,0,7,7,0,9,9,6480.txt
8,7,0,0,0,0,0,6482.txt
0,0,0,7,0,0,0,6484.txt
0,0,5,7,0,9,0,6485.txt
0,0,5,0,0,0,0,6487.txt
0,0,0,0,0,0,0,6490.txt
0,0,5,7,0,0,0,6492.txt
0,0,0,0,0,0,9,6494.txt
0,0,5,7,0,0,0,6496.txt
0,0,5,0,0,9,0,6498.txt
8,7,0,0,0,0,0,6501.txt
8,0,0,0,0,0,0,6503.txt
8,7,0,7,0,0,0,6505.txt
0,0,0,7,0,0,0,6506.txt
0,0,5,0,0,9,0,6508.txt
0,0,5,7,0,0,0,6510.txt
9,7,0,0,0,0,0,6512.txt
0,0,5,0,0,0,0,6514.txt
0,0,5,0,0,10,9,6516.txt
0,0,5,0,0,0,0,6520.txt
0,7,5,0,0,0,0,6522.txt
0,7,2,1,16,8,14,6525.txt
0,0,0,0,0,0,0,6527.txt
0,0,5,0,0,0,0,6529.txt
0,0,0,0,0,0,0,6530.txt
0,0,5,0,0,0,0,6533.txt
0,0,0,0,0,0,0,6535.txt
0,0,0,0,0,0,0,6537.txt
0,0,5,7,0,0,0,6540.txt
0,7,5,7,0,0,0,6543.txt
0,0,5,0,0,0,0,6546.txt
0,0,0,0,0,0,0,6548.txt
0,0,5,7,0,9,0,6549.txt
0,0,5,0,0,0,0,6553.txt
9,7,0,7,0,0,0,6554.txt
0,0,0,7,0,0,0,6557.txt
9,7,0,0,0,0,0,6558.txt
9,7,0,0,0,0,0,6561.txt
9,7,5,0,0,0,0,6563.txt
10,7,0,13,14,0,0,6565.txt
0,0,0,7,0,9,0,6566.txt
0,0,0,0,0,10,9,6568.txt
0,0,0,0,0,0,9,6571.txt
0,0,0,0,0,0,0,6573.txt
0,0,0,0,0,0,9,6574.txt
0,0,0,0,0,0,0,6577.txt
7,8,4,21,11,17,2,6579.txt
0,0,0,0,0,0,0,6580.txt
8,7,5,7,0,0,0,6582.txt
8,7,5,0,0,0,0,6585.txt
0,0,5,0,0,0,0,6586.txt
0,0,5,7,0,0,0,6589.txt
0,0,0,0,0,0,0,6592.txt
0,0,5,7,0,0,0,6596.txt
0,0,5,7,0,10,9,6598.txt
8,7,0,7,0,0,0,6600.txt
8,7,5,0,0,0,0,6601.txt
9,7,0,0,0,9,0,6604.txt
0,0,5,0,0,0,0,6607.txt
9,7,0,0,0,0,0,6609.txt
0,0,5,0,0,0,0,6611.txt
8,7,0,0,0,0,0,6613.txt
8,7,0,7,0,0,0,6616.txt
0,0,5,0,0,0,0,6618.txt
0,0,5,0,0,0,0,6621.txt
0,0,0,7,0,0,0,6622.txt
8,0,0,0,0,0,0,6624.txt
8,7,5,7,0,0,0,6626.txt
9,7,0,7,0,0,0,6630.txt
0,0,0,15,0,10,9,6631.txt
8,7,0,7,0,0,9,6633.txt
0,0,0,7,0,9,0,6639.txt
8,7,0,0,0,0,0,6641.txt
8,0,0,7,0,9,0,6642.txt
0,0,0,0,0,0,0,6646.txt
8,7,0,7,0,0,0,6648.txt
0,0,0,0,0,0,0,6650.txt
0,0,0,0,0,0,0,6651.txt
0,0,5,0,0,0,0,6655.txt
0,7,0,0,0,0,0,6656.txt
0,0,7,0,0,0,9,6659.txt
0,7,7,0,7,9,0,6662.txt
9,7,0,0,0,0,0,6663.txt
9,7,0,0,0,0,0,6665.txt
0,0,0,7,0,0,0,6668.txt
0,7,0,13,7,12,0,6669.txt
0,0,5,0,0,0,0,6671.txt
0,0,0,7,0,0,0,6675.txt
8,7,5,7,0,0,0,6677.txt
0,0,5,7,0,0,0,6678.txt
0,0,0,0,0,0,0,6681.txt
0,0,0,0,0,0,0,6683.txt
9,7,0,7,0,12,0,6685.txt
8,0,5,0,0,0,0,6688.txt
0,0,0,0,0,9,0,6690.txt
8,0,0,0,0,0,0,6693.txt
0,7,0,7,0,0,0,6695.txt
0,0,0,0,0,0,0,6697.txt
0,0,0,7,0,9,9,6699.txt
8,7,0,0,0,0,0,6701.txt
0,0,5,0,0,9,0,6704.txt
8,0,0,0,0,0,0,6707.txt
0,0,0,7,0,9,9,6709.txt
0,0,0,0,0,9,9,6710.txt
0,0,0,7,0,9,0,6714.txt
0,0,0,7,0,9,0,6715.txt
0,0,0,0,0,9,0,6717.txt
0,0,0,0,0,10,9,6720.txt
0,0,0,0,0,0,0,6722.txt
8,7,0,0,0,0,0,6725.txt
8,7,0,0,0,0,9,6726.txt
8,0,0,0,0,0,0,6729.txt
8,7,0,0,0,0,0,6730.txt
0,0,0,7,0,9,0,6733.txt
0,0,5,7,0,12,0,6736.txt
9,7,0,0,0,0,0,6738.txt
8,7,0,0,0,0,0,6741.txt
0,0,5,7,0,9,9,6743.txt
0,0,0,7,0,9,0,6744.txt
0,0,0,0,0,0,0,6747.txt
0,0,0,7,0,0,0,6748.txt
8,7,0,0,0,0,0,6751.txt
0,0,5,7,0,9,0,6753.txt
0,0,0,0,0,0,0,6755.txt
8,7,0,0,0,0,0,6756.txt
8,0,0,7,0,0,0,6759.txt
0,0,0,0,0,0,0,6761.txt
8,7,0,0,0,0,0,6763.txt
0,0,0,7,0,9,0,6765.txt
0,0,0,0,0,9,0,6766.txt
0,0,0,0,0,0,0,6769.txt
0,0,0,0,0,9,0,6771.txt
0,0,0,0,0,9,0,6775.txt
8,0,0,0,0,0,0,6776.txt
0,0,5,0,0,0,0,6779.txt
8,7,0,0,0,0,0,6780.txt
8,0,0,0,0,0,0,6782.txt
0,0,5,7,0,0,0,6784.txt
8,7,0,0,0,0,0,6787.txt
0,0,0,0,0,9,0,6789.txt
0,0,5,0,0,0,0,6791.txt
0,0,0,0,0,9,0,6793.txt
9,7,0,0,0,0,0,6794.txt
0,0,0,0,0,0,0,6796.txt
8,7,0,0,0,0,0,6798.txt
9,7,0,7,0,0,0,6800.txt
9,7,0,7,0,0,0,6802.txt
8,7,0,0,0,0,0,6805.txt
0,0,0,0,0,0,0,6808.txt
0,0,5,0,0,0,0,6809.txt
8,7,0,0,0,0,0,6811.txt
8,7,0,0,0,0,0,6814.txt
0,0,5,7,0,0,0,6817.txt
0,0,7,0,0,0,9,6818.txt
0,0,5,0,0,0,0,6819.txt
9,7,0,0,0,9,0,6821.txt
0,0,0,0,0,0,0,6824.txt
0,0,0,0,0,0,0,6826.txt
0,0,0,0,0,9,9,6828.txt
0,0,0,0,0,0,0,6831.txt
0,0,0,0,0,9,0,6832.txt
0,0,5,7,0,12,9,6833.txt
0,0,0,7,0,0,0,6836.txt
0,0,0,7,0,12,9,6838.txt
9,7,5,0,0,0,0,6840.txt
8,0,5,0,0,0,0,6843.txt
8,0,5,0,0,0,9,6845.txt
0,0,5,0,0,0,0,6847.txt
0,0,7,0,0,0,9,6848.txt
0,0,0,7,0,9,0,6850.txt
0,0,0,0,0,0,0,6852.txt
0,0,5,7,0,0,0,6853.txt
0,0,0,7,0,0,0,6855.txt
0,0,5,7,0,0,0,6857.txt
0,0,0,0,0,0,0,6859.txt
9,7,0,0,0,0,0,6861.txt
0,0,0,0,0,0,0,6864.txt
0,0,5,0,0,0,9,6866.txt
0,0,0,7,0,0,0,6868.txt
0,0,5,0,0,0,0,6870.txt
0,0,0,0,0,0,9,6872.txt
0,0,5,7,0,9,9,6874.txt
8,0,5,0,0,0,0,6877.txt
0,0,0,0,0,9,0,6878.txt
8,0,5,0,0,0,0,6881.txt
0,0,5,7,0,9,0,6883.txt
0,0,5,7,0,0,0,6885.txt
0,0,0,0,0,0,0,6889.txt
0,0,5,0,0,0,0,6891.txt
8,7,0,0,0,0,0,6893.txt
0,0,5,0,0,0,0,6895.txt
0,0,0,7,0,9,9,6897.txt
0,0,0,0,0,0,0,6899.txt
0,0,0,7,0,0,0,6900.txt
8,7,0,0,0,10,9,6902.txt
8,7,0,7,0,0,0,6904.txt
0,0,5,0,0,0,0,6906.txt
0,0,0,0,0,0,0,6907.txt
0,0,0,0,0,0,9,6909.txt
0,0,0,0,0,9,0,6912.txt
0,0,0,7,0,9,9,6913.txt
0,0,0,0,0,0,0,6916.txt
0,0,0,0,0,0,0,6918.txt
0,0,5,7,0,9,0,6921.txt
0,0,0,7,0,0,9,6924.txt
8,7,0,7,0,12,0,6926.txt
0,0,5,7,0,0,0,6928.txt
0,0,0,0,0,0,0,6930.txt
0,0,0,0,0,0,0,6932.txt
0,0,0,0,0,0,0,6934.txt
0,0,0,0,0,0,0,6935.txt
0,0,7,0,0,0,0,6937.txt
9,7,5,0,0,0,0,6939.txt
0,0,0,0,0,0,0,6942.txt
0,0,5,7,0,12,9,6944.txt
8,0,0,7,0,0,9,6945.txt
0,0,5,7,0,0,0,6947.txt
0,0,0,0,0,0,0,6949.txt
0,0,5,0,0,0,9,6952.txt
0,7,7,0,7,0,0,6953.txt
8,0,0,0,0,0,0,6955.txt
8,7,0,7,0,0,0,6957.txt
8,0,5,0,0,0,9,6959.txt
8,7,0,0,0,0,0,6961.txt
0,0,0,7,0,12,0,6963.txt
0,0,0,0,0,0,0,6965.txt
0,0,0,0,0,0,9,6967.txt
0,0,0,0,0,0,0,6969.txt
0,0,5,0,0,0,0,6971.txt
0,0,0,0,0,9,0,6973.txt
0,0,0,7,0,9,0,6975.txt
0,0,0,0,0,0,0,6977.txt
0,0,0,0,0,0,0,6979.txt
0,0,5,7,0,9,9,6981.txt
9,7,5,0,0,0,0,6983.txt
0,0,5,0,0,0,0,6984.txt
0,0,5,0,0,0,9,6986.txt
0,0,0,0,0,0,0,6988.txt
0,0,5,0,0,9,0,6990.txt
0,0,5,7,0,0,0,6992.txt
0,0,0,0,0,0,0,6994.txt
0,7,5,7,0,0,0,6996.txt
0,0,5,7,0,0,0,6998.txt
9,7,5,0,0,0,0,7000.txt
0,0,0,0,0,0,0,7002.txt
0,0,5,7,0,0,0,7004.txt
0,0,0,0,0,10,9,7006.txt
8,7,0,0,0,0,0,7008.txt
0,0,5,0,0,0,0,7010.txt
8,7,0,7,0,9,0,7012.txt
0,0,0,0,0,0,9,7014.txt
9,7,5,0,0,0,0,7016.txt
0,0,5,7,0,0,0,7018.txt
8,0,0,0,0,0,0,7020.txt
0,0,0,7,0,0,0,7023.txt
0,0,0,7,0,9,0,7025.txt
0,0,0,7,0,12,0,7027.txt
0,0,5,0,0,0,0,7029.txt
9,7,0,0,0,0,0,7031.txt
0,0,0,7,0,12,0,7033.txt
0,0,0,0,0,0,0,7035.txt
0,0,5,0,0,0,9,7037.txt
0,0,5,0,0,0,0,7039.txt
0,0,0,7,0,9,9,7041.txt
0,0,0,0,0,0,0,7043.txt
8,0,5,0,0,0,0,7045.txt
0,0,0,7,0,0,0,7047.txt
9,7,0,0,0,0,0,7049.txt
0,0,0,0,0,0,0,7050.txt
0,0,5,0,0,9,0,7052.txt
8,7,0,7,0,0,0,7054.txt
0,0,5,7,0,0,0,7056.txt
0,0,5,0,0,0,9,7058.txt
0,0,0,0,0,9,0,7060.txt
0,0,0,7,0,9,0,7062.txt
0,0,0,0,0,0,0,7064.txt
8,7,0,0,0,0,0,7066.txt
0,7,5,7,0,0,0,7068.txt
0,0,0,0,0,0,9,7071.txt
0,0,5,0,0,9,0,7074.txt
8,7,0,0,0,0,0,7075.txt
0,0,0,0,0,0,0,7078.txt
0,0,0,7,0,0,0,7080.txt
0,0,0,7,0,0,9,7081.txt
0,0,5,0,0,0,0,7083.txt
0,0,0,7,0,0,9,7085.txt
8,7,5,0,0,0,0,7087.txt
8,0,0,7,0,12,0,7089.txt
0,0,0,7,0,9,0,7091.txt
0,0,5,0,0,0,0,7093.txt
0,0,5,0,0,0,0,7095.txt
8,0,0,0,0,0,0,7097.txt
8,7,5,7,0,0,0,7099.txt
0,0,0,0,0,0,0,7101.txt
0,0,5,0,0,0,0,7103.txt
0,0,0,0,0,0,0,7105.txt
0,0,0,7,0,0,0,7108.txt
8,7,0,0,0,0,0,7110.txt
0,0,5,0,0,9,9,7112.txt
0,0,0,7,0,0,0,7114.txt
0,0,5,0,0,0,0,7116.txt
0,0,5,0,0,9,0,7118.txt
8,7,0,7,0,0,0,7120.txt
0,0,5,0,0,0,0,7121.txt
0,0,0,0,0,0,0,7123.txt
0,0,5,0,0,0,0,7125.txt
8,0,0,0,0,9,0,7127.txt
0,0,0,7,0,9,0,7129.txt
0,0,0,0,0,0,0,7131.txt
0,0,0,7,0,9,0,7133.txt
0,0,5,0,0,0,0,7135.txt
0,0,5,0,0,9,0,7137.txt
0,0,5,0,0,0,0,7140.txt
10,7,0,13,7,12,10,7142.txt
0,7,5,0,0,0,9,7143.txt
0,0,5,0,0,0,0,7146.txt
10,7,0,13,0,12,0,7148.txt
0,0,5,7,0,0,0,7151.txt
0,0,0,0,0,0,0,7152.txt
9,7,0,0,0,0,0,7154.txt
0,0,0,0,0,0,0,7156.txt
0,0,0,13,7,12,0,7158.txt
0,0,0,0,0,0,0,7162.txt
0,0,0,0,0,0,0,7164.txt
8,7,0,0,0,0,0,7166.txt
9,7,0,0,0,0,0,7168.txt
0,0,0,0,0,0,9,7170.txt
9,7,5,0,0,0,0,7172.txt
0,0,0,0,0,0,0,7174.txt
8,7,0,7,0,0,0,7176.txt
0,0,5,7,0,0,0,7178.txt
8,7,5,0,0,0,0,7180.txt
0,0,0,0,0,0,0,7182.txt
8,0,5,0,0,0,0,7184.txt
0,0,5,7,0,16,0,7186.txt
8,7,0,0,0,0,0,7188.txt
0,0,0,0,0,0,0,7190.txt
0,0,0,0,0,0,0,7192.txt
0,0,0,0,0,0,9,7195.txt
0,0,0,0,0,0,0,7197.txt
0,0,7,0,0,0,0,7200.txt
9,7,0,0,0,0,10,7202.txt
9,7,5,0,0,0,0,7203.txt
0,0,0,7,0,9,9,7206.txt
0,0,5,0,0,0,9,7208.txt
8,7,0,7,0,0,0,7210.txt
0,0,5,7,0,9,0,7212.txt
0,0,5,0,0,0,0,7213.txt
0,0,5,7,0,11,0,7216.txt
0,0,0,0,0,0,0,7218.txt
0,0,5,7,0,9,0,7220.txt
0,0,5,7,0,12,0,7222.txt
0,0,0,0,0,0,0,7224.txt
0,0,0,0,0,0,0,7226.txt
9,7,5,0,0,0,0,7227.txt
0,0,0,0,0,0,9,7229.txt
0,0,5,7,0,9,9,7232.txt
8,7,0,0,0,0,9,7234.txt
0,0,0,0,0,0,0,7236.txt
0,0,0,0,0,0,0,7238.txt
8,7,0,7,0,0,0,7240.txt
0,0,0,7,0,0,0,7241.txt
0,0,5,0,0,10,9,7244.txt
0,0,0,0,0,0,0,7246.txt
0,0,5,7,0,0,9,7247.txt
0,0,5,7,0,0,0,7250.txt
0,0,0,7,0,9,0,7251.txt
8,0,0,0,0,9,0,7253.txt
0,0,5,0,0,0,0,7255.txt
0,0,0,0,0,0,0,7257.txt
0,7,5,7,0,0,0,7259.txt
0,0,5,7,0,9,0,7261.txt
0,0,5,0,0,0,0,7263.txt
0,0,0,7,0,9,0,7265.txt
0,0,5,0,0,0,0,7268.txt
0,0,5,7,0,0,0,7270.txt
0,0,5,0,0,0,0,7272.txt
8,7,0,0,0,0,0,7273.txt
0,0,5,7,0,9,0,7275.txt
9,7,5,0,0,0,0,7278.txt
0,0,0,7,0,9,9,7279.txt
8,7,5,0,0,0,0,7280.txt
0,0,5,7,0,9,0,7283.txt
8,0,5,0,0,0,0,7284.txt
8,7,5,0,0,0,0,7287.txt
0,0,5,0,0,0,0,7289.txt
0,0,0,0,0,0,9,7291.txt
0,0,5,0,0,9,9,7293.txt
8,7,5,7,0,9,0,7295.txt
0,0,5,7,0,0,9,7297.txt
0,0,5,0,0,9,0,7299.txt
0,0,0,7,0,0,0,7301.txt
8,0,5,7,0,9,0,7303.txt
8,7,0,0,0,0,0,7305.txt
9,7,5,0,0,0,0,7307.txt
0,0,5,7,0,0,0,7309.txt
0,0,5,0,0,0,9,7311.txt
0,0,0,7,0,0,9,7313.txt
0,0,0,0,0,0,0,7315.txt
0,0,5,0,0,0,0,7317.txt
0,0,5,0,0,0,0,7319.txt
8,7,5,7,0,9,0,7321.txt
0,0,5,0,0,0,9,7324.txt
0,0,5,7,0,0,0,7325.txt
0,0,0,7,0,0,0,7326.txt
0,7,7,0,7,0,0,7328.txt
0,0,5,7,0,12,9,7331.txt
0,0,5,7,0,0,0,7333.txt
0,0,0,0,0,0,0,7334.txt
9,7,5,0,0,0,0,7336.txt
0,0,0,0,0,0,0,7339.txt
9,7,5,0,0,0,0,7341.txt
0,0,5,7,0,9,0,7343.txt
0,0,5,7,0,9,0,7344.txt
0,0,0,0,0,0,0,7346.txt
0,0,0,0,0,0,0,7349.txt
0,0,5,7,0,0,0,7351.txt
0,0,5,7,0,9,0,7353.txt
0,0,5,0,0,0,0,7354.txt
8,7,5,0,0,0,0,7356.txt
0,0,7,0,0,0,0,7359.txt
8,7,0,7,0,0,0,7360.txt
0,0,5,0,0,0,0,7362.txt
0,0,5,7,0,0,0,7364.txt
0,0,5,0,0,0,0,7366.txt
0,0,0,0,0,0,0,7368.txt
9,7,0,0,0,0,0,7371.txt
0,0,5,7,0,10,9,7373.txt
9,7,0,0,0,0,0,7375.txt
0,0,5,0,0,0,0,7376.txt
0,0,0,7,0,10,9,7379.txt
0,0,7,13,0,9,0,7380.txt
0,0,0,0,0,0,0,7382.txt
9,7,0,0,0,0,0,7386.txt
0,0,0,0,0,0,0,7387.txt
0,0,0,7,0,0,9,7389.txt
0,0,0,0,0,0,0,7390.txt
8,7,0,0,0,0,0,7392.txt
0,0,0,0,0,0,0,7394.txt
0,0,0,0,0,0,0,7397.txt
0,0,5,0,0,0,0,7399.txt
0,0,0,0,0,0,9,7401.txt
0,7,7,0,7,0,0,7402.txt
0,0,0,0,0,9,0,7405.txt
0,0,5,7,0,9,0,7407.txt
9,7,0,0,0,0,0,7409.txt
0,0,0,0,0,0,0,7411.txt
0,0,5,7,0,0,0,7413.txt
0,0,0,7,0,0,0,7415.txt
0,0,5,7,0,9,9,7417.txt
0,0,0,7,0,0,9,7419.txt
0,0,0,0,0,0,0,7422.txt
0,0,5,7,0,0,0,7424.txt
0,0,0,7,0,9,0,7425.txt
0,0,5,7,0,0,9,7428.txt
8,0,0,0,0,0,0,7430.txt
8,0,5,7,0,0,0,7432.txt
0,0,0,0,0,0,0,7433.txt
0,0,0,0,0,0,0,7435.txt
0,0,0,7,0,0,0,7437.txt
8,0,5,7,0,0,0,7440.txt
0,0,5,0,0,0,0,7442.txt
0,0,0,7,0,0,0,7443.txt
0,0,5,0,0,0,0,7445.txt
0,0,5,7,0,0,0,7447.txt
