0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,filename
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,9,6,2,3,8,3,10,3,2,3,3,4,11,2,2,6,8,3,1,3,1,3,5,4,4,4,5,1,1,0,7,0,6,3,4,2,0,3,3,6270.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,5,4,2,3,7,3,2,2,2,3,3,4,4,1,1,2,1,1,1,1,3,1,1,4,1,0,5,1,3,0,7,0,2,2,0,1,0,0,3,6272.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,0,0,1,1,0,0,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,2,2,2,0,0,0,0,1,6275.txt
0,0,5,0,0,0,3,0,1,1,0,0,1,1,2,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,4,3,3,7,3,2,3,2,4,6,4,9,2,4,7,5,3,1,3,7,3,1,0,0,4,5,0,0,5,7,1,1,0,0,1,2,0,0,6276.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,8,2,5,11,3,10,3,2,3,3,4,11,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,4,4,0,0,2,2,1,4,2,6279.txt
0,0,0,0,0,0,3,0,1,1,0,0,1,1,2,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,5,3,3,11,12,10,3,2,4,3,4,7,2,4,7,5,1,1,1,7,3,5,4,4,4,7,1,3,4,7,0,6,4,5,0,0,0,0,6281.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,1,1,3,0,0,0,0,2,6284.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,3,2,11,3,14,3,2,3,3,4,4,2,4,6,8,3,1,3,1,3,5,4,4,4,5,1,1,0,4,0,5,0,4,2,3,2,3,6286.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,9,5,7,2,7,7,2,3,2,3,3,4,4,2,2,1,9,3,8,3,1,3,1,4,4,0,5,3,1,0,4,1,1,0,2,2,1,1,1,6289.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,8,3,11,13,2,3,2,3,3,3,5,2,4,1,2,3,1,7,1,3,5,4,4,0,5,1,1,0,3,3,0,4,2,1,2,1,1,6292.txt
0,0,0,0,0,0,3,0,1,1,0,0,1,1,2,4,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,5,3,2,7,7,2,10,6,4,3,4,4,4,4,6,5,8,7,3,7,3,1,4,4,4,5,1,1,5,4,0,5,0,1,3,3,3,0,6294.txt
0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,2,3,1,7,6,0,3,1,1,1,0,0,3,3,1,18,6,3,0,0,2,0,8,6,0,0,0,0,2,3,0,0,2,2,1,1,2,0,1,2,1,1,6295.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,4,4,2,3,2,3,2,3,2,3,3,1,2,2,4,1,2,2,2,8,6,5,6,2,2,2,3,2,0,2,4,4,0,4,0,1,2,0,2,6298.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,6,8,9,8,3,2,3,3,4,7,2,2,1,2,3,1,3,5,3,1,5,4,0,7,1,1,1,1,0,3,0,2,2,1,4,2,6301.txt
0,0,3,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,0,2,1,0,0,0,2,4,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,3,4,0,0,0,2,1,1,1,1,0,0,0,2,6303.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,5,4,3,11,3,14,3,6,3,3,4,11,4,2,7,2,10,1,3,1,1,1,4,1,4,5,1,3,3,3,1,1,0,0,1,2,0,3,6305.txt
0,0,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,2,2,2,7,7,10,3,2,3,3,4,9,2,4,1,2,3,5,3,1,3,5,1,4,0,5,1,1,0,4,4,0,0,2,2,1,4,2,6308.txt
0,0,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,5,8,3,11,15,10,3,2,3,3,4,17,2,2,1,2,3,5,7,1,3,1,1,4,0,5,1,1,3,3,3,0,1,1,2,2,1,1,6310.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,9,2,5,7,3,10,3,2,3,3,4,11,2,4,1,2,3,1,3,1,3,5,4,4,0,5,1,1,0,4,0,5,0,2,2,3,4,3,6313.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,0,0,3,7,3,14,0,0,3,3,4,4,2,2,4,2,5,1,3,1,3,5,4,4,4,5,3,0,0,4,1,1,4,4,2,3,1,1,6314.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,8,2,2,7,3,2,3,2,3,4,4,4,2,4,1,2,3,1,3,1,3,1,0,0,0,5,0,0,0,1,0,0,3,2,2,0,4,2,6317.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,7,3,7,4,3,3,3,3,7,1,2,5,4,9,9,2,2,8,6,0,0,2,2,1,1,2,2,2,2,1,1,2,2,2,3,1,1,6319.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,7,2,2,7,3,2,3,5,3,3,4,4,4,2,1,2,6,1,3,1,3,1,1,4,0,5,1,1,0,4,0,0,0,2,2,1,4,2,6320.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,5,2,2,7,3,2,3,2,3,4,4,4,2,4,1,6,3,1,3,1,3,1,5,4,0,5,1,1,0,4,0,0,0,2,2,1,0,2,6323.txt
0,0,0,2,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,2,0,0,0,0,1,1,1,1,1,1,2,3,1,11,2,8,2,7,3,2,6,2,3,3,4,13,2,4,4,4,5,1,3,1,3,3,3,3,0,0,1,1,3,3,1,1,4,2,2,3,1,1,6325.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,9,4,2,3,11,3,10,3,2,3,3,4,4,2,2,1,2,7,1,3,1,3,1,1,4,0,5,1,1,0,4,3,0,4,2,2,1,0,2,6327.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,2,11,3,2,3,2,3,3,4,4,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,4,4,0,0,2,2,3,4,3,6329.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,2,3,11,12,14,3,2,3,3,4,7,2,2,7,2,3,1,3,1,3,5,4,4,4,7,1,1,0,4,0,6,0,2,2,2,2,3,6331.txt
0,0,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,5,11,14,5,3,6,3,3,4,14,4,4,1,2,3,5,3,1,3,1,1,4,0,6,1,1,0,4,4,0,1,1,2,1,0,2,6333.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,3,1,0,1,1,1,5,10,10,3,2,2,2,4,7,2,4,1,2,1,1,1,1,1,3,3,1,0,8,1,1,3,3,3,0,4,0,0,0,0,1,6334.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,8,3,2,7,3,2,3,2,3,4,4,4,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,4,3,0,0,2,2,1,4,2,6336.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,0,1,1,1,5,3,2,3,0,2,2,4,4,2,2,7,8,1,3,1,1,1,5,0,0,3,4,0,0,0,7,0,6,3,0,0,0,0,3,6338.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,7,4,3,7,3,2,3,2,2,2,4,4,2,4,3,9,1,1,1,3,1,1,4,1,4,5,1,3,0,7,3,6,2,0,0,0,0,3,6341.txt
0,0,6,2,2,0,0,0,1,1,0,0,1,1,3,1,1,1,1,1,0,2,0,0,0,0,1,1,1,1,1,1,2,3,1,6,2,8,2,7,6,2,3,2,3,3,4,6,0,0,1,4,3,5,3,1,3,0,1,4,0,0,1,0,0,0,1,1,1,1,0,0,1,1,6344.txt
3,0,0,0,0,0,3,0,3,3,0,3,1,2,2,4,2,2,1,1,0,2,0,0,0,0,2,1,1,1,1,1,1,3,1,9,4,3,3,7,3,14,2,6,0,0,3,5,4,4,7,7,8,4,0,0,0,0,0,0,4,5,0,0,5,7,1,1,0,0,1,2,0,0,6346.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,2,4,11,14,9,3,2,3,3,4,7,2,4,1,6,3,5,3,1,3,1,1,4,0,8,1,1,0,4,4,0,1,1,2,3,2,2,6351.txt
0,0,0,0,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,2,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,3,2,7,14,2,3,0,3,3,4,13,2,4,1,7,3,5,0,0,0,0,0,0,0,5,0,0,0,4,1,1,1,1,2,3,4,2,6353.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,2,3,2,7,3,14,3,2,3,3,4,4,2,4,1,2,3,1,3,0,3,1,4,0,0,5,0,0,0,4,4,0,0,2,2,1,4,1,6355.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,5,5,3,1,5,3,14,2,2,2,2,4,12,1,1,1,1,1,1,1,3,1,5,4,1,0,5,1,1,0,7,0,0,0,0,1,0,0,3,6357.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,3,2,7,3,10,6,2,3,3,4,4,2,4,1,2,5,1,3,1,3,1,4,4,0,5,1,1,0,4,0,0,0,2,2,1,2,2,6359.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,2,3,2,7,3,2,6,2,0,0,4,4,2,4,6,2,5,1,3,1,0,0,0,0,4,5,0,0,0,1,1,1,4,2,2,3,1,1,6361.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,2,2,1,1,1,1,2,3,1,9,4,2,3,7,0,2,3,3,3,3,3,5,2,4,3,2,3,1,3,3,3,5,4,4,4,5,1,0,0,2,1,1,2,3,0,0,0,3,6363.txt
3,0,0,2,0,0,3,0,1,3,0,0,1,1,2,4,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,2,3,3,7,3,2,10,2,4,3,5,4,2,2,6,5,7,1,3,0,3,5,4,0,4,5,0,0,4,7,3,6,0,5,3,0,1,1,6366.txt
0,0,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,4,4,3,11,14,10,2,2,3,3,4,17,2,2,1,2,3,5,3,1,1,1,1,1,0,5,1,1,0,7,0,0,1,1,1,2,0,2,6368.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,1,1,9,0,0,2,6,7,14,0,0,0,0,4,4,2,2,0,0,3,7,0,0,0,0,0,0,3,4,0,0,3,7,3,1,4,4,2,2,1,1,6372.txt
0,0,4,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,6,2,5,11,3,14,3,2,3,3,4,16,4,2,6,2,3,1,3,1,3,1,4,4,4,5,1,1,0,4,0,5,4,2,2,3,4,3,6373.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,8,2,7,7,10,3,2,3,3,4,11,2,4,1,2,3,5,4,1,4,5,1,4,0,5,1,4,3,3,3,0,4,2,2,1,1,1,6376.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,3,0,0,1,5,3,2,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,7,0,1,3,2,0,0,4,2,6380.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,2,3,1,9,0,0,3,7,3,14,0,0,0,0,4,4,2,4,0,0,3,1,0,0,0,0,0,0,4,5,0,0,0,4,1,1,4,4,2,0,4,3,6384.txt
0,0,0,0,1,2,0,0,0,2,0,0,1,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,5,0,0,3,1,1,1,0,0,0,0,1,1,3,3,5,3,2,0,0,0,0,0,0,0,2,3,0,0,1,1,2,2,1,1,1,2,0,2,6386.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,7,4,0,1,1,0,0,0,2,6387.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,0,1,1,0,3,2,4,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,5,1,0,5,1,0,0,7,4,0,3,0,0,0,0,2,6389.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,3,2,7,3,2,3,6,3,3,4,4,5,2,1,2,10,1,3,1,3,1,0,0,0,5,0,0,0,0,1,1,4,2,0,0,4,3,6393.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,2,2,7,3,12,3,2,3,4,4,4,2,4,1,2,3,1,3,1,3,1,4,4,0,5,1,1,0,4,4,0,0,2,2,3,4,2,6395.txt
0,0,3,0,1,1,0,0,0,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,1,3,0,0,2,6,1,1,0,0,0,0,4,9,2,4,0,0,5,5,0,0,0,0,0,0,0,5,0,0,1,1,4,0,0,1,0,0,0,2,6397.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,2,2,5,7,3,10,3,2,3,3,4,11,2,4,1,2,3,1,10,1,3,5,5,4,0,5,1,4,0,6,0,3,0,2,2,1,2,2,6398.txt
0,0,6,2,0,0,0,0,1,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,4,3,3,7,4,3,3,3,3,3,1,2,4,2,5,2,2,2,8,6,5,0,2,2,2,3,2,2,2,2,2,2,1,1,2,2,1,1,6401.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,5,3,2,11,3,14,6,2,3,3,4,4,4,4,1,2,5,1,3,1,3,1,4,4,0,5,1,1,0,4,4,6,0,2,2,3,0,3,6404.txt
2,1,2,1,0,0,1,1,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,5,3,3,8,8,14,3,3,3,3,4,7,2,2,3,9,3,1,7,3,3,5,3,4,0,7,3,1,3,2,1,1,2,2,2,2,1,1,6406.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,5,5,3,3,7,3,2,2,2,2,2,4,4,1,1,2,1,1,1,1,0,1,1,0,0,0,5,0,0,0,7,0,0,2,0,1,0,0,3,6408.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,7,2,2,11,3,10,3,2,3,3,4,11,4,2,1,2,7,1,4,1,4,1,5,4,0,5,1,4,1,1,3,0,0,2,2,1,4,2,6410.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,9,7,2,3,7,3,2,3,2,3,3,4,4,2,2,6,2,3,1,3,1,3,1,4,4,3,4,1,3,0,7,0,6,3,4,2,2,4,3,6414.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,0,11,3,0,3,2,4,1,1,1,1,0,0,0,0,1,1,0,0,1,3,1,1,4,1,3,4,1,3,0,7,0,6,2,0,0,0,0,3,6416.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,5,2,2,7,3,2,3,2,3,7,4,4,2,4,6,2,3,1,3,1,3,5,4,4,4,5,1,1,0,4,4,5,4,3,2,3,3,3,6418.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,3,7,7,10,2,2,3,8,4,4,2,4,1,2,1,8,1,1,1,1,4,1,3,4,0,0,0,7,3,1,3,0,1,0,0,1,6419.txt
3,3,0,2,0,0,3,0,3,3,0,3,1,2,2,4,2,2,1,1,0,2,0,0,0,0,2,1,1,2,1,1,1,3,1,9,4,8,3,7,3,2,5,2,4,5,5,6,2,2,6,7,3,4,3,3,1,4,0,0,3,4,0,0,3,7,1,1,4,0,1,2,1,1,6422.txt
0,0,0,2,0,0,3,0,1,1,0,0,1,1,2,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,6,2,8,2,7,0,11,3,2,4,6,4,12,0,0,6,5,3,3,3,7,3,5,4,4,3,4,1,1,4,0,3,5,3,5,0,0,1,1,6424.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,5,2,4,7,13,5,3,6,3,3,4,10,4,4,1,2,10,1,3,1,3,5,1,4,0,7,1,1,0,4,0,0,0,2,2,1,2,2,6425.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,9,4,2,2,7,3,5,3,6,3,3,4,4,4,4,1,2,10,1,3,1,3,1,1,4,0,5,0,0,0,4,1,1,0,2,2,1,0,2,6428.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,2,2,2,7,3,2,3,2,3,3,4,4,2,2,1,9,3,1,3,1,3,5,4,4,0,5,1,1,0,6,0,3,0,2,2,3,4,3,6429.txt
0,0,4,0,0,0,0,0,1,1,0,0,1,1,3,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,6,2,3,7,10,14,6,2,3,8,4,14,2,2,6,2,5,1,3,1,3,5,4,4,4,7,1,1,0,4,0,6,0,2,2,3,0,3,6431.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,2,3,1,9,4,2,2,7,3,5,3,0,3,3,4,4,2,4,1,2,3,1,0,0,3,1,0,0,0,5,0,0,0,5,4,0,0,2,2,1,2,2,6436.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,3,1,2,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,3,1,9,5,2,2,7,3,10,6,2,3,3,4,11,2,4,10,2,5,1,3,7,3,5,4,4,4,5,1,1,0,4,3,5,3,3,1,0,1,1,6437.txt
0,0,0,2,1,2,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,1,1,1,0,0,1,9,8,8,2,7,0,5,3,0,0,0,4,4,5,4,1,2,3,1,0,0,3,1,0,0,0,5,0,0,1,1,1,1,4,2,0,0,1,1,6439.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,3,1,9,4,3,3,7,1,1,6,2,3,3,4,4,2,4,10,2,5,1,3,0,0,0,4,4,4,5,0,0,0,7,3,6,4,2,1,2,1,1,6441.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,2,2,7,3,5,3,2,3,3,4,4,2,4,1,2,3,1,3,1,3,1,1,4,0,5,1,1,0,4,0,0,0,2,2,1,0,2,6444.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,5,11,3,2,3,2,3,3,4,12,2,4,1,2,3,1,5,1,3,1,4,4,0,5,1,1,0,4,0,0,0,2,2,1,2,2,6446.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,1,1,5,0,0,1,5,3,14,0,0,0,0,3,5,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,0,1,2,0,2,6448.txt
0,0,0,0,0,0,3,0,1,2,0,0,1,1,3,1,2,2,1,1,1,1,0,0,0,0,2,1,0,0,1,1,0,0,1,5,0,0,3,1,0,14,0,0,0,0,3,5,1,1,0,0,1,0,0,0,0,0,0,0,4,5,0,0,4,7,1,1,2,0,1,0,0,3,6450.txt
0,0,0,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,5,3,0,0,0,0,5,6,0,0,2,3,0,0,1,1,1,1,2,0,0,0,0,2,6454.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,8,4,2,7,3,2,3,6,3,3,4,4,5,4,1,2,10,1,3,1,3,1,4,4,0,5,1,1,3,3,3,0,4,2,0,0,1,1,6457.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,4,2,3,11,7,5,3,6,3,3,4,19,4,2,1,2,10,5,5,1,3,1,1,1,0,6,1,1,0,0,0,6,0,0,1,2,0,2,6459.txt
0,0,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,9,4,4,3,11,7,9,6,6,3,3,4,14,5,2,1,2,5,5,6,1,3,5,5,4,0,7,1,1,0,4,3,0,4,1,1,1,0,1,6460.txt
0,0,0,2,0,2,0,0,1,1,0,0,1,1,1,1,2,1,1,1,1,1,0,0,0,0,1,2,1,1,1,1,2,3,1,0,1,1,1,5,3,2,3,2,2,2,4,4,2,4,10,2,1,1,1,5,3,1,4,4,4,5,3,1,1,1,1,1,4,2,0,0,1,1,6462.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,4,2,2,7,3,2,3,2,3,3,4,4,2,4,1,9,3,1,3,1,3,1,1,4,0,5,1,1,0,4,3,0,4,2,2,1,4,2,6464.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,9,5,3,3,7,14,10,6,6,3,3,4,4,5,2,1,2,5,5,3,5,3,1,1,1,0,5,1,1,1,1,0,0,1,1,1,2,0,2,6466.txt
0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,11,6,8,2,7,3,13,3,2,3,3,4,4,2,2,1,2,3,6,0,0,6,1,0,0,0,0,0,0,3,3,1,1,4,2,2,2,1,1,6468.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,1,2,3,1,7,4,2,0,2,2,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,5,1,1,0,0,0,0,0,0,1,1,0,2,6472.txt
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,9,6,2,2,11,7,10,3,2,3,3,4,4,2,4,1,2,3,8,7,1,3,1,4,4,0,5,1,1,0,4,4,5,0,1,2,3,4,3,6473.txt
