0,1,2,3,4,5,6,7,8,9,10,11,12,13,filename
0,7,0,0,0,11,0,8,0,11,0,30,12,10,6225.txt
0,0,0,0,0,11,0,8,0,11,0,30,12,0,6227.txt
0,7,0,0,0,11,16,8,12,8,14,30,15,0,6230.txt
0,7,0,0,0,11,0,8,0,7,13,30,12,0,6231.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6234.txt
0,7,0,0,0,11,0,0,10,8,0,30,12,15,6237.txt
10,7,5,8,12,10,0,8,0,17,13,8,12,10,6239.txt
0,7,0,0,14,11,0,8,0,7,0,30,12,0,6242.txt
10,0,5,8,0,9,0,8,0,8,0,8,12,10,6243.txt
0,7,0,0,12,11,0,0,0,0,0,30,12,0,6245.txt
0,7,0,0,12,11,9,0,10,8,0,30,15,10,6248.txt
0,7,0,0,0,11,8,0,0,0,12,30,15,0,6249.txt
10,7,5,8,0,9,9,8,0,14,0,8,12,10,6252.txt
0,7,0,8,0,11,0,8,0,7,0,30,12,0,6255.txt
10,0,5,8,0,9,0,8,0,8,0,8,12,0,6258.txt
10,7,5,8,0,9,0,8,0,17,14,8,12,10,6259.txt
0,7,0,0,0,11,0,8,0,11,0,30,12,10,6262.txt
0,7,0,0,0,11,9,8,0,7,13,30,12,10,6264.txt
10,7,5,8,10,9,0,8,0,0,14,8,15,0,6265.txt
0,7,0,0,12,11,0,8,0,17,14,30,15,10,6267.txt
10,7,5,8,0,9,0,8,0,7,14,8,15,0,6268.txt
10,7,5,8,0,10,0,8,0,0,0,8,12,0,6270.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,10,6272.txt
0,7,0,0,0,11,0,8,0,8,14,30,15,10,6275.txt
9,7,5,8,0,9,0,8,10,8,17,8,12,10,6276.txt
0,7,0,0,0,11,9,8,0,14,0,30,12,0,6279.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,10,6281.txt
0,7,0,0,12,11,0,8,0,8,0,30,12,10,6284.txt
10,7,5,8,0,10,0,8,0,8,0,20,12,0,6286.txt
0,7,0,0,0,11,8,8,0,7,14,30,15,10,6289.txt
0,7,0,0,0,11,16,8,0,7,14,30,15,30,6292.txt
10,0,5,8,10,9,0,8,0,8,0,8,12,10,6294.txt
0,7,0,0,0,11,0,8,0,0,14,30,15,10,6295.txt
0,7,0,0,0,12,0,0,0,7,14,30,12,11,6298.txt
0,7,0,0,0,11,9,8,0,0,0,30,16,12,6301.txt
0,7,0,0,0,11,0,8,10,12,0,30,15,10,6303.txt
0,7,5,8,12,10,0,8,0,8,0,30,15,10,6305.txt
0,7,0,0,0,11,0,0,10,7,0,30,12,0,6308.txt
0,7,0,0,12,11,9,8,12,8,14,30,15,30,6310.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6313.txt
10,7,5,8,12,10,0,8,0,10,14,30,15,10,6314.txt
0,0,0,0,0,11,9,8,0,7,23,30,12,0,6317.txt
0,7,5,8,0,10,0,8,0,7,16,29,15,10,6319.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6320.txt
0,0,0,0,0,11,0,8,0,15,13,30,12,0,6323.txt
0,7,0,0,10,21,0,8,0,7,15,22,15,0,6325.txt
0,7,0,0,12,11,0,0,0,8,0,30,12,0,6327.txt
0,7,0,0,0,11,0,8,0,9,0,30,12,10,6329.txt
0,0,0,8,12,11,0,8,0,7,0,30,12,10,6331.txt
0,7,0,0,11,11,9,8,12,10,0,30,12,10,6333.txt
0,7,0,0,0,11,9,0,0,7,12,30,15,10,6334.txt
0,7,0,0,0,11,0,8,0,8,23,30,12,0,6336.txt
8,7,5,8,0,10,0,8,0,7,0,29,12,10,6338.txt
0,7,0,0,0,11,0,8,0,7,0,20,12,0,6341.txt
0,0,0,0,0,11,0,8,10,7,15,30,12,0,6344.txt
10,7,5,8,10,9,0,8,0,17,0,8,12,10,6346.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,6351.txt
0,7,0,0,0,11,0,8,0,20,0,30,12,10,6353.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,19,6355.txt
0,7,0,0,0,11,0,8,0,8,0,30,12,10,6357.txt
0,0,0,0,12,11,0,8,0,17,0,30,12,10,6359.txt
0,7,0,0,12,11,9,8,0,0,14,29,12,0,6361.txt
10,7,5,8,0,9,0,8,0,7,0,8,15,10,6363.txt
10,7,5,8,10,9,0,8,0,0,14,8,15,0,6366.txt
0,7,0,0,0,11,9,8,10,8,0,30,15,10,6368.txt
10,7,5,8,0,10,0,8,0,7,14,8,15,10,6372.txt
0,7,0,8,0,10,0,8,11,16,0,25,12,19,6373.txt
0,7,0,0,0,11,0,0,0,12,14,30,15,10,6376.txt
0,7,0,0,0,11,0,0,0,7,14,30,12,30,6380.txt
10,7,5,8,0,10,0,8,0,8,0,30,12,0,6384.txt
0,0,0,0,10,11,9,8,0,8,14,20,4,9,6386.txt
0,7,0,0,12,23,0,0,0,8,0,30,12,10,6387.txt
0,7,0,0,0,11,0,0,0,21,0,30,12,10,6389.txt
0,7,0,0,0,11,0,8,0,0,14,30,12,10,6393.txt
0,7,0,0,0,11,0,8,0,7,27,30,12,0,6395.txt
0,7,0,0,12,11,9,0,10,17,0,30,4,9,6397.txt
0,7,0,0,0,11,0,8,0,0,0,30,12,0,6398.txt
0,7,0,0,10,11,0,8,10,9,0,18,15,10,6401.txt
0,7,0,0,12,11,0,8,0,17,0,30,12,10,6404.txt
5,11,4,3,20,2,4,4,5,2,6,3,2,2,6406.txt
0,0,0,0,0,11,0,8,0,12,0,30,12,10,6408.txt
0,7,0,0,12,11,9,8,0,7,0,30,12,0,6410.txt
0,7,5,8,0,10,0,8,0,8,0,30,12,0,6414.txt
0,7,0,0,0,11,0,8,0,0,0,25,12,0,6416.txt
10,7,5,8,0,9,0,8,0,0,13,8,12,0,6418.txt
0,7,0,0,12,11,9,8,0,7,13,30,15,10,6419.txt
10,7,5,8,0,9,9,8,0,19,14,8,15,0,6422.txt
10,7,5,8,0,9,0,8,0,11,14,8,12,10,6424.txt
0,0,0,0,0,11,0,0,0,7,0,30,12,0,6425.txt
0,7,0,0,0,11,0,0,0,7,14,30,12,10,6428.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6429.txt
0,7,0,0,12,11,0,8,12,12,17,29,12,10,6431.txt
0,7,0,0,0,11,0,0,12,7,0,30,12,10,6436.txt
10,7,5,8,10,9,0,8,0,0,0,8,15,10,6437.txt
0,7,0,0,0,11,9,0,0,22,14,30,4,9,6439.txt
0,7,0,0,12,11,0,8,0,0,0,30,15,10,6441.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6444.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6446.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,10,6448.txt
10,7,5,8,10,9,9,8,0,17,27,8,12,10,6450.txt
0,7,0,0,0,11,9,0,0,0,0,30,4,9,6454.txt
0,7,0,0,0,11,9,8,0,8,14,30,15,0,6457.txt
0,7,0,0,10,11,9,8,0,14,0,21,12,10,6459.txt
0,7,0,0,12,11,0,0,12,8,14,30,12,10,6460.txt
0,7,0,8,0,11,9,8,0,8,14,30,15,10,6462.txt
0,7,0,0,0,11,0,0,0,8,0,30,15,10,6464.txt
0,7,0,0,12,11,9,0,0,8,0,30,12,10,6466.txt
0,7,0,0,0,11,8,8,0,0,15,17,15,0,6468.txt
0,7,0,0,0,11,0,0,0,12,0,30,12,10,6472.txt
0,7,0,0,0,11,9,8,0,14,0,30,12,0,6473.txt
0,7,0,0,12,11,9,8,10,8,0,30,4,9,6476.txt
0,7,0,0,0,11,9,8,0,16,0,30,12,10,6478.txt
0,7,0,0,12,11,13,8,0,8,12,30,10,11,6480.txt
0,7,5,8,0,10,0,8,0,7,0,30,12,10,6482.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,10,6484.txt
0,7,0,0,0,11,0,8,10,8,0,30,15,10,6485.txt
0,7,0,0,0,11,0,0,0,7,14,30,15,10,6487.txt
0,7,0,0,0,11,0,0,10,12,0,30,12,10,6490.txt
0,7,0,0,0,11,0,0,0,7,14,30,15,10,6492.txt
0,7,0,0,0,11,0,0,0,14,0,30,12,10,6494.txt
0,7,0,0,0,11,0,0,10,7,0,30,12,10,6496.txt
0,7,0,0,0,11,0,0,0,0,0,30,12,10,6498.txt
0,7,5,8,0,10,0,8,0,7,0,30,12,10,6501.txt
0,7,0,0,0,11,0,8,0,0,0,30,12,10,6503.txt
0,7,5,8,0,10,0,8,0,15,0,30,12,10,6505.txt
0,0,0,0,12,11,0,8,0,8,0,30,12,10,6506.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6508.txt
0,7,0,0,0,11,0,0,0,10,0,30,12,0,6510.txt
10,7,5,8,0,9,0,8,10,8,0,8,12,10,6512.txt
0,7,0,0,10,11,0,8,0,8,14,20,15,10,6514.txt
0,7,0,0,12,11,0,8,0,8,14,30,12,10,6516.txt
0,7,0,0,12,11,0,0,0,8,14,30,15,10,6520.txt
0,7,0,0,10,11,0,8,0,8,14,18,12,10,6522.txt
0,7,1,5,0,11,9,8,0,0,0,30,16,12,6525.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6527.txt
0,7,0,0,12,11,0,0,0,0,14,30,15,0,6529.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,10,6530.txt
0,7,0,0,0,11,0,8,0,7,0,30,15,0,6533.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,6535.txt
0,7,0,0,0,11,0,8,0,0,13,30,12,0,6537.txt
0,7,0,0,0,11,0,0,0,14,0,30,12,10,6540.txt
0,7,0,0,10,12,0,8,0,7,12,16,15,10,6543.txt
0,7,0,0,12,11,0,0,0,8,0,30,12,0,6546.txt
0,7,0,0,0,11,0,8,0,8,0,30,12,10,6548.txt
0,7,0,0,0,11,0,8,10,7,0,30,12,0,6549.txt
0,7,0,0,15,12,8,8,0,7,14,30,4,9,6553.txt
10,7,5,8,10,9,0,8,0,17,0,8,12,0,6554.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,24,6557.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,0,6558.txt
10,7,5,8,0,9,9,8,0,11,0,8,12,0,6561.txt
10,7,5,8,10,9,0,8,0,0,0,8,12,10,6563.txt
10,7,5,12,10,20,9,8,10,8,14,0,4,9,6565.txt
0,7,0,0,0,11,0,0,10,7,0,30,12,11,6566.txt
0,7,0,0,21,11,0,8,12,7,0,30,12,0,6568.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,0,6571.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6573.txt
0,7,0,0,0,11,9,8,0,11,0,20,12,10,6574.txt
0,7,0,0,12,11,0,0,0,11,29,30,12,0,6577.txt
0,7,0,0,12,11,9,8,0,8,0,30,12,11,6579.txt
0,7,0,0,0,12,0,8,0,8,0,30,12,10,6580.txt
10,7,5,8,10,10,0,8,0,8,14,8,12,10,6582.txt
10,7,5,8,0,10,0,8,0,8,14,8,15,10,6585.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6586.txt
0,7,0,0,12,11,0,0,0,7,14,30,15,10,6589.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6592.txt
0,7,0,0,12,11,0,8,0,8,14,30,15,10,6596.txt
0,7,0,0,12,11,0,8,0,11,0,30,12,10,6598.txt
0,7,0,8,0,11,0,8,0,8,13,30,12,0,6600.txt
10,7,5,8,0,10,0,8,0,7,0,8,12,10,6601.txt
10,7,5,8,10,9,0,8,0,17,0,8,12,10,6604.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6607.txt
10,7,5,8,0,9,9,8,0,7,13,8,12,10,6609.txt
0,7,0,0,0,11,0,8,0,0,0,30,15,0,6611.txt
0,7,5,8,10,10,0,8,0,17,0,22,12,10,6613.txt
0,7,0,8,10,11,0,8,0,8,0,18,12,0,6616.txt
0,7,0,0,15,12,0,8,0,23,0,30,15,10,6618.txt
0,7,0,0,0,11,0,0,0,0,0,30,12,0,6621.txt
0,7,0,0,12,11,0,8,0,23,0,30,12,10,6622.txt
0,7,0,8,12,11,9,8,0,8,0,30,12,10,6624.txt
0,7,5,8,0,10,0,8,0,12,0,30,12,22,6626.txt
10,7,5,8,10,9,0,8,0,17,0,8,12,10,6630.txt
19,3,0,0,8,29,6,6,7,5,8,5,5,7,6631.txt
10,7,5,8,0,10,0,8,0,22,0,8,12,10,6633.txt
0,7,0,0,0,11,0,0,0,21,0,30,12,10,6639.txt
0,7,5,8,0,10,0,8,0,7,0,26,12,10,6641.txt
0,7,0,0,0,11,0,8,10,8,0,30,12,10,6642.txt
0,7,0,0,12,11,0,0,10,17,0,30,12,10,6646.txt
10,7,5,8,12,10,0,8,0,8,0,8,12,10,6648.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6650.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6651.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,10,6655.txt
0,7,0,0,0,11,0,8,0,7,0,23,12,10,6656.txt
0,7,0,0,12,11,9,8,0,20,14,30,15,0,6659.txt
0,7,0,0,10,11,1,2,1,1,4,1,1,4,6662.txt
10,7,5,8,10,9,0,8,0,17,0,8,12,10,6663.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,0,6665.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,6668.txt
0,0,0,0,10,11,0,8,0,12,0,10,12,10,6669.txt
0,7,0,0,0,11,0,0,0,7,13,30,12,10,6671.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,22,6675.txt
0,7,0,8,0,11,16,8,0,8,14,17,14,12,6677.txt
0,7,0,0,0,11,0,8,10,15,14,30,15,10,6678.txt
0,7,0,0,12,11,0,0,0,17,0,30,12,10,6681.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6683.txt
10,7,5,8,0,9,0,8,0,8,0,8,12,10,6685.txt
0,7,0,0,12,11,0,8,10,8,14,30,15,0,6688.txt
5,5,4,2,7,6,5,5,6,4,7,4,4,6,6690.txt
0,7,0,0,12,11,0,8,0,8,0,30,12,10,6693.txt
0,7,0,0,10,11,0,8,0,11,14,16,12,10,6695.txt
0,7,0,0,0,11,0,8,0,0,0,30,12,0,6697.txt
0,7,0,0,0,11,0,0,0,11,0,30,12,10,6699.txt
0,7,0,8,0,11,0,8,10,7,0,29,12,0,6701.txt
0,7,0,0,0,11,0,8,0,7,14,30,12,0,6704.txt
0,7,0,0,0,11,9,8,0,0,0,30,12,10,6707.txt
0,7,0,0,0,11,9,8,0,8,0,30,12,0,6709.txt
0,7,0,0,12,11,9,8,0,8,0,30,12,0,6710.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,6714.txt
0,7,0,0,0,11,0,8,10,8,0,30,12,10,6715.txt
0,7,0,0,12,12,0,8,0,17,14,30,12,10,6717.txt
0,7,0,0,11,11,0,0,0,0,0,30,12,0,6720.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,6722.txt
10,0,5,8,0,9,9,8,0,7,0,8,12,10,6725.txt
9,0,5,8,10,9,0,8,12,8,0,8,12,0,6726.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,6729.txt
0,0,0,8,0,11,9,8,0,7,0,24,12,0,6730.txt
0,7,0,0,12,11,0,8,0,23,0,30,12,10,6733.txt
0,7,0,0,0,11,0,0,0,11,0,30,12,0,6736.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,10,6738.txt
10,0,5,8,0,9,0,8,0,7,13,8,12,0,6741.txt
0,7,0,0,12,11,0,8,0,0,0,30,12,10,6743.txt
0,7,0,0,0,11,9,8,0,20,0,30,4,9,6744.txt
0,7,0,0,0,11,9,8,0,11,0,30,12,10,6747.txt
0,7,0,0,12,11,0,8,0,8,0,30,12,10,6748.txt
10,7,5,8,0,10,0,8,0,0,0,8,12,10,6751.txt
0,7,0,0,0,11,0,8,0,7,14,30,12,0,6753.txt
0,7,0,0,0,11,9,8,0,11,0,30,12,0,6755.txt
0,0,5,8,0,10,0,8,0,8,0,20,12,10,6756.txt
0,0,0,0,0,11,9,8,0,8,0,30,12,0,6759.txt
0,7,0,0,0,11,0,8,0,0,0,30,12,0,6761.txt
0,0,5,8,0,10,9,8,0,8,0,27,12,0,6763.txt
0,0,0,0,0,11,0,8,0,8,0,30,12,0,6765.txt
0,0,0,0,0,11,0,8,0,8,0,30,12,10,6766.txt
0,7,0,0,12,11,0,8,0,17,14,30,12,10,6769.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,6771.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6775.txt
0,7,0,0,0,11,0,8,0,8,14,30,12,26,6776.txt
0,7,0,0,0,11,0,0,0,7,0,30,15,10,6779.txt
0,7,0,8,0,11,9,8,10,7,0,30,12,10,6780.txt
0,7,0,8,12,12,0,8,0,8,0,30,12,10,6782.txt
0,7,0,0,12,11,0,8,12,7,0,30,15,0,6784.txt
10,7,5,8,12,10,0,8,0,17,0,8,12,10,6787.txt
0,7,0,0,12,11,0,8,0,17,0,30,12,10,6789.txt
0,7,0,0,10,11,9,8,0,8,14,13,4,9,6791.txt
0,7,0,0,12,11,0,8,0,15,0,30,12,10,6793.txt
10,7,5,8,0,13,0,8,0,8,11,8,12,0,6794.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,0,6796.txt
0,0,0,8,12,11,0,8,0,17,0,30,12,10,6798.txt
10,0,5,8,10,9,0,8,0,9,22,8,12,0,6800.txt
10,7,5,8,0,9,0,8,0,0,0,8,12,0,6802.txt
10,7,5,8,0,10,0,8,0,7,0,8,12,0,6805.txt
0,0,0,0,0,24,0,8,0,7,0,30,12,10,6808.txt
0,7,0,0,0,11,0,0,0,8,14,30,15,10,6809.txt
0,0,0,0,0,11,0,8,0,15,0,30,12,0,6811.txt
10,7,5,8,0,10,0,8,0,0,0,8,12,0,6814.txt
0,7,0,0,0,11,8,8,10,24,14,30,15,0,6817.txt
0,7,0,0,12,11,9,8,0,8,14,30,15,0,6818.txt
0,7,0,0,12,11,0,0,0,8,14,30,12,0,6819.txt
10,7,5,8,10,9,0,8,10,8,0,8,12,10,6821.txt
0,7,0,0,12,11,0,0,0,8,0,30,12,10,6824.txt
0,0,0,0,0,11,9,8,0,16,0,30,12,0,6826.txt
0,7,0,0,12,11,0,0,0,10,0,30,12,10,6828.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6831.txt
0,0,0,0,12,11,9,0,0,10,0,30,12,10,6832.txt
0,7,0,0,12,11,0,8,0,8,12,30,15,0,6833.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6836.txt
0,7,0,0,12,11,9,8,0,8,0,30,12,10,6838.txt
10,7,5,8,10,13,9,8,0,19,11,8,15,10,6840.txt
0,7,0,0,0,11,0,8,0,14,14,30,15,0,6843.txt
0,7,0,0,0,11,0,8,0,7,0,30,15,0,6845.txt
0,7,0,0,0,11,0,0,0,7,0,30,15,10,6847.txt
0,7,0,0,12,11,9,8,12,9,15,30,15,10,6848.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,0,6850.txt
0,0,0,0,0,11,0,0,0,7,14,30,12,0,6852.txt
0,7,0,0,0,11,0,0,10,14,0,30,12,0,6853.txt
0,0,0,0,0,11,9,0,0,0,0,30,12,0,6855.txt
0,7,0,0,0,11,0,8,10,7,0,30,15,0,6857.txt
0,7,0,0,0,11,0,8,0,15,0,30,12,0,6859.txt
10,7,5,8,0,9,0,8,0,7,0,8,12,0,6861.txt
0,7,0,0,0,11,0,0,10,7,0,30,12,0,6864.txt
0,7,0,0,12,11,0,0,0,8,14,30,15,0,6866.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6868.txt
0,7,0,0,0,11,0,8,0,14,0,30,12,0,6870.txt
0,7,0,0,0,11,9,0,0,15,0,30,12,0,6872.txt
0,7,0,0,12,11,9,0,12,8,0,30,12,0,6874.txt
0,7,0,0,0,11,8,8,0,0,12,30,15,10,6877.txt
0,0,0,0,0,11,0,8,0,7,0,30,12,10,6878.txt
0,7,0,0,0,11,0,8,0,16,14,30,15,0,6881.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,6883.txt
0,7,0,0,0,11,0,0,0,8,14,30,15,0,6885.txt
0,7,0,0,0,11,0,8,0,10,0,30,12,10,6889.txt
0,7,0,0,0,11,16,8,0,13,14,30,15,0,6891.txt
0,7,5,8,0,10,0,8,0,7,0,30,12,0,6893.txt
0,7,0,0,12,11,16,0,0,7,13,30,15,0,6895.txt
0,0,0,0,0,11,0,8,0,8,0,30,12,0,6897.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,10,6899.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,10,6900.txt
0,7,0,8,11,11,9,8,0,11,0,21,12,0,6902.txt
0,7,0,0,0,11,9,8,0,7,0,29,12,0,6904.txt
0,7,0,0,0,11,0,0,0,8,14,30,15,10,6906.txt
0,0,0,0,12,11,9,0,0,8,0,30,12,0,6907.txt
0,0,0,0,0,11,0,8,0,12,0,30,12,0,6909.txt
0,7,0,0,12,11,0,0,0,8,0,30,12,10,6912.txt
0,7,0,0,12,11,9,0,0,10,0,30,12,0,6913.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,6916.txt
0,0,0,0,12,11,0,0,0,0,0,30,12,10,6918.txt
0,7,0,0,0,11,0,0,0,7,14,30,15,10,6921.txt
0,7,0,0,0,11,9,8,0,10,0,30,12,10,6924.txt
0,7,0,8,0,11,0,8,0,7,0,18,12,0,6926.txt
0,7,0,0,0,11,0,0,12,12,0,30,12,10,6928.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,10,6930.txt
0,7,0,0,0,11,0,8,0,9,0,30,12,0,6932.txt
0,7,0,0,12,11,0,8,0,17,0,30,12,10,6934.txt
0,0,0,0,12,11,9,8,0,0,0,30,12,0,6935.txt
0,7,0,0,12,5,23,8,0,0,12,30,15,12,6937.txt
10,7,5,8,10,9,0,8,10,17,17,8,12,0,6939.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6942.txt
0,7,0,0,0,11,9,0,0,8,14,30,15,0,6944.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,17,6945.txt
0,7,0,0,12,11,0,8,0,8,14,30,15,15,6947.txt
0,7,0,0,0,11,9,0,0,0,0,30,12,0,6949.txt
0,7,0,0,0,11,0,8,0,14,0,30,15,0,6952.txt
0,7,0,0,10,11,16,8,0,8,14,10,15,10,6953.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6955.txt
0,7,0,8,0,11,0,8,0,0,0,30,12,10,6957.txt
0,7,0,0,0,11,9,8,0,0,0,30,15,0,6959.txt
0,7,5,8,0,10,0,8,0,15,0,25,12,0,6961.txt
0,7,0,0,0,11,0,8,0,7,0,29,12,0,6963.txt
0,0,0,0,0,0,9,8,0,7,0,30,12,15,6965.txt
0,0,0,0,12,11,0,0,0,7,0,30,12,0,6967.txt
0,0,0,0,0,11,9,0,0,14,0,30,12,0,6969.txt
0,7,0,0,0,11,0,0,0,0,14,30,15,0,6971.txt
0,0,0,0,0,11,9,0,0,12,0,30,12,10,6973.txt
0,7,0,0,12,11,0,0,0,8,0,30,12,0,6975.txt
0,7,0,0,0,11,0,8,0,13,0,30,12,10,6977.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,6979.txt
0,7,0,0,12,11,9,0,0,12,0,30,12,0,6981.txt
10,7,5,8,0,9,0,8,12,7,0,8,12,18,6983.txt
0,7,0,0,0,11,0,0,0,8,14,30,15,10,6984.txt
0,7,0,0,12,11,0,8,0,7,14,30,12,0,6986.txt
0,7,0,0,12,11,0,0,0,10,0,30,12,10,6988.txt
0,7,0,0,12,11,0,0,0,0,0,30,12,10,6990.txt
0,7,0,0,0,11,8,8,0,7,14,30,15,0,6992.txt
0,0,0,0,12,11,0,8,0,8,0,30,12,0,6994.txt
0,7,0,0,10,11,0,8,0,10,0,16,12,10,6996.txt
0,7,0,0,0,11,0,8,0,7,14,30,12,0,6998.txt
10,7,5,8,10,9,9,8,0,20,14,8,15,0,7000.txt
0,0,0,0,0,11,0,0,0,15,0,30,12,10,7002.txt
0,7,0,0,0,11,0,8,10,7,0,30,15,0,7004.txt
0,7,0,0,12,11,9,0,0,14,0,30,12,0,7006.txt
0,7,0,0,0,11,9,8,12,12,0,26,12,0,7008.txt
0,7,0,0,0,11,0,0,0,7,0,30,15,0,7010.txt
10,7,5,8,0,10,9,8,0,8,0,8,12,15,7012.txt
0,7,0,0,12,11,0,0,0,8,0,30,12,0,7014.txt
10,7,5,8,0,9,0,8,12,7,0,8,12,0,7016.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,7018.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,7020.txt
0,7,0,0,0,11,0,0,0,8,0,30,12,0,7023.txt
0,7,0,0,0,11,0,8,0,0,0,30,12,0,7025.txt
0,7,0,0,0,11,0,8,11,8,0,30,12,0,7027.txt
0,7,0,0,0,11,9,0,0,7,0,30,15,0,7029.txt
10,7,5,8,10,9,0,8,0,8,0,8,12,10,7031.txt
0,7,0,0,0,11,0,8,0,8,0,30,12,0,7033.txt
0,0,0,0,0,11,0,0,0,8,14,30,12,15,7035.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,23,7037.txt
0,7,0,0,0,11,10,0,0,11,0,30,12,12,7039.txt
0,7,0,0,0,11,0,8,0,15,0,30,12,21,7041.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,7043.txt
0,7,0,0,0,11,9,8,0,15,0,30,12,0,7045.txt
0,7,0,0,0,11,0,0,10,7,0,30,12,25,7047.txt
10,0,5,8,0,9,0,8,0,7,0,8,12,0,7049.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,7050.txt
0,7,0,0,12,11,0,0,12,12,14,30,15,0,7052.txt
10,7,5,8,0,10,0,8,0,7,0,8,12,0,7054.txt
0,7,0,0,12,11,9,8,0,7,14,30,15,0,7056.txt
0,7,0,0,12,11,0,0,0,20,0,30,12,0,7058.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,7060.txt
0,7,0,0,0,11,0,8,10,8,0,30,12,10,7062.txt
0,7,0,0,0,11,0,8,10,8,0,30,12,0,7064.txt
0,7,0,8,0,11,0,8,0,8,0,26,12,0,7066.txt
0,7,0,0,0,11,0,8,0,7,0,21,12,0,7068.txt
0,7,0,0,3,2,4,3,4,2,10,7,3,1,7071.txt
0,7,0,0,10,11,9,8,0,12,14,13,15,0,7074.txt
10,7,5,8,0,10,0,8,0,0,0,22,12,0,7075.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,28,7078.txt
0,7,0,0,12,11,0,8,10,7,0,30,12,0,7080.txt
0,7,0,0,0,11,9,8,0,10,0,30,12,0,7081.txt
0,7,0,0,12,11,0,0,0,8,0,30,12,10,7083.txt
0,7,0,0,0,11,0,0,0,7,0,30,12,0,7085.txt
0,7,5,8,0,10,9,8,0,8,0,30,15,0,7087.txt
0,7,0,0,0,11,9,8,0,8,0,30,12,0,7089.txt
0,7,0,0,0,11,0,8,0,9,0,30,12,0,7091.txt
0,7,0,0,0,11,0,0,0,7,14,30,15,0,7093.txt
0,7,0,0,0,11,9,0,0,21,0,30,15,10,7095.txt
0,7,0,0,0,11,0,8,0,7,0,30,12,0,7097.txt
0,7,0,0,0,11,0,8,0,7,0,30,15,10,7099.txt
0,7,0,0,0,11,9,0,0,7,0,30,12,0,7101.txt
0,7,0,0,12,11,16,0,0,7,0,30,15,0,7103.txt
0,7,0,0,12,11,0,0,0,0,0,30,12,0,7105.txt
0,7,0,0,0,11,0,8,0,8,0,30,12,0,7108.txt
10,7,5,8,0,9,0,8,0,0,0,8,12,0,7110.txt
