0,1,2,3,4,5,6,7,8,9,10,11,filename
30,27,16,5,5,11,1,10,6,0,3,11,7696.txt
30,27,7,5,5,11,1,10,6,0,3,11,7698.txt
30,23,7,5,5,5,1,9,6,0,3,11,7701.txt
1,2,8,5,8,5,1,10,17,0,3,12,7702.txt
27,22,7,5,5,5,1,10,6,0,4,10,7704.txt
30,23,7,5,5,5,1,10,6,0,3,10,7707.txt
27,24,5,5,19,5,1,10,8,12,7,17,7709.txt
22,25,7,5,5,5,1,10,6,0,3,10,7711.txt
27,25,7,5,5,5,1,0,6,0,3,10,7713.txt
27,25,7,5,5,5,1,10,6,0,3,10,7715.txt
30,27,7,5,5,3,0,10,6,0,3,11,7717.txt
30,23,16,5,5,5,1,10,6,0,3,11,7719.txt
30,23,7,5,5,5,1,10,6,0,3,10,7721.txt
30,27,7,18,5,11,1,10,6,0,3,11,7723.txt
27,25,16,5,5,5,1,10,6,0,3,10,7725.txt
30,27,7,18,5,5,1,10,6,0,3,11,7727.txt
27,25,16,5,5,5,1,10,6,0,3,10,7729.txt
30,27,7,18,5,11,1,10,6,0,3,11,7730.txt
27,25,7,5,5,5,1,10,6,0,3,13,7732.txt
30,27,7,5,5,5,1,10,6,0,3,11,7735.txt
30,23,7,18,5,5,1,10,6,0,3,11,7737.txt
30,22,16,5,5,5,1,10,6,0,3,10,7739.txt
27,25,7,5,5,5,8,0,6,0,3,10,7741.txt
30,27,7,5,5,5,1,0,6,0,3,11,7743.txt
30,23,16,5,5,11,1,10,6,0,3,10,7745.txt
30,27,7,5,5,5,1,0,6,0,3,11,7747.txt
30,23,7,5,5,5,1,10,6,0,3,10,7749.txt
27,25,10,5,5,5,8,10,6,0,3,12,7751.txt
30,23,7,18,5,5,1,10,6,0,3,11,7752.txt
27,25,7,5,5,5,1,10,6,0,3,10,7754.txt
30,23,7,18,5,11,1,10,6,0,3,11,7756.txt
27,25,7,5,5,11,1,10,6,0,3,10,7759.txt
27,25,10,5,5,5,1,10,6,0,3,10,7761.txt
27,25,16,5,5,11,1,10,6,0,3,10,7764.txt
30,23,7,5,5,5,1,10,6,0,3,10,7765.txt
30,27,7,18,5,5,1,10,6,0,3,11,7767.txt
27,29,7,5,7,5,1,10,16,0,3,12,7769.txt
27,20,10,5,5,5,1,10,6,0,3,12,7771.txt
30,23,16,5,5,5,1,10,6,0,3,11,7774.txt
27,25,7,5,5,5,1,10,6,0,3,10,7776.txt
27,25,7,5,5,5,1,10,6,0,3,10,7778.txt
30,22,7,5,5,5,1,10,6,0,3,10,7779.txt
27,25,7,5,5,5,1,0,6,0,3,10,7781.txt
30,27,16,5,5,5,1,10,6,0,3,11,7784.txt
22,28,7,18,5,11,1,10,6,0,3,12,7785.txt
27,29,7,5,7,5,1,10,17,0,3,12,7788.txt
27,28,10,5,5,11,1,10,6,0,3,12,7790.txt
27,28,7,5,8,5,1,10,6,0,3,12,7791.txt
27,25,7,5,5,5,1,0,6,0,3,10,7793.txt
27,20,7,5,5,5,1,10,6,0,3,12,7795.txt
30,23,16,5,5,5,1,10,6,0,3,10,7797.txt
27,25,7,5,5,11,1,10,6,0,3,10,7799.txt
30,23,7,5,5,11,1,10,6,0,3,10,7802.txt
27,26,5,5,7,5,1,10,0,0,3,3,7804.txt
30,27,7,18,5,5,1,10,6,0,3,11,7807.txt
27,28,10,5,5,5,1,10,6,0,3,12,7809.txt
30,23,7,5,5,5,1,10,6,0,3,10,7810.txt
30,23,7,5,5,5,1,10,6,0,3,10,7813.txt
27,28,7,5,7,5,1,10,6,0,3,12,7815.txt
30,27,7,5,5,5,1,10,6,0,3,11,7817.txt
27,25,7,5,5,5,1,10,6,0,3,10,7818.txt
30,27,7,7,9,15,1,10,6,0,3,11,7821.txt
27,28,10,5,5,5,1,10,6,0,3,12,7823.txt
30,27,7,5,5,5,8,10,6,0,3,11,7824.txt
27,25,7,5,5,3,0,10,6,0,3,10,7827.txt
30,23,16,17,5,11,8,10,6,0,3,11,7829.txt
30,22,7,5,5,11,1,10,6,0,3,10,7831.txt
12,21,16,18,5,11,1,9,6,0,3,14,7833.txt
30,23,16,5,5,11,1,10,6,0,3,10,7834.txt
30,27,7,18,5,5,1,10,6,0,3,11,7837.txt
30,23,7,5,5,11,1,10,6,0,3,10,7839.txt
30,23,7,5,5,11,1,10,6,0,3,10,7841.txt
19,29,5,18,7,11,1,10,16,0,3,15,7843.txt
27,30,16,9,19,5,8,10,8,8,7,16,7845.txt
30,23,7,5,5,5,1,11,6,0,3,10,7847.txt
30,23,16,18,5,5,1,10,6,0,3,10,7849.txt
12,16,8,18,8,11,1,10,6,0,3,12,7850.txt
30,23,7,5,5,5,1,10,6,0,3,10,7852.txt
30,23,16,5,5,5,1,10,6,0,3,10,7855.txt
27,28,10,7,5,5,11,10,6,0,3,12,7857.txt
27,25,7,5,5,5,1,10,6,0,3,10,7859.txt
30,27,7,5,5,11,8,10,6,0,3,11,7861.txt
27,25,7,5,5,5,1,10,6,0,3,10,7863.txt
30,23,7,5,5,11,8,10,6,0,3,10,7865.txt
12,21,7,18,5,5,1,10,6,0,3,14,7868.txt
27,28,10,5,5,5,1,10,6,0,3,12,7871.txt
30,23,7,5,5,11,1,10,6,0,3,10,7872.txt
27,25,7,5,5,5,1,10,6,0,3,10,7875.txt
18,26,5,5,7,5,1,8,0,19,3,3,7877.txt
27,25,7,5,5,5,1,10,6,0,3,10,7879.txt
27,25,16,5,5,5,1,10,6,0,3,10,7881.txt
30,23,7,5,5,5,1,10,6,0,3,10,7883.txt
30,23,7,5,5,11,1,10,6,0,3,11,7885.txt
14,30,7,18,5,5,1,10,6,0,3,16,7886.txt
22,25,16,5,5,5,1,10,6,0,3,10,7889.txt
30,23,7,18,5,11,1,10,6,0,3,11,7891.txt
30,22,16,5,5,11,8,10,6,0,3,10,7892.txt
27,25,7,5,5,5,1,10,6,0,3,10,7895.txt
27,25,7,5,5,5,1,0,6,0,3,10,7896.txt
27,25,7,5,5,5,1,10,6,0,3,10,7898.txt
27,22,7,5,5,5,1,10,6,0,3,10,7902.txt
30,25,16,5,7,5,1,11,6,0,3,11,7903.txt
30,27,7,21,5,5,1,10,6,0,3,11,7905.txt
27,25,7,5,5,5,1,10,6,0,3,10,7907.txt
27,25,7,5,5,5,1,10,6,0,3,10,7910.txt
27,25,16,5,5,5,1,10,6,0,3,10,7912.txt
27,25,16,5,5,5,1,10,6,0,3,10,7914.txt
30,23,7,5,5,11,1,10,6,0,3,11,7916.txt
30,27,16,5,5,5,8,10,6,0,3,11,7920.txt
30,27,16,5,5,11,1,10,6,0,3,11,7922.txt
27,28,7,5,8,11,1,10,6,0,3,12,7924.txt
27,20,7,5,5,5,1,10,6,0,3,12,7926.txt
27,22,7,5,5,5,1,10,6,0,3,10,7928.txt
27,25,7,5,5,5,1,10,6,0,3,10,7931.txt
27,29,7,5,8,5,1,10,6,0,3,12,7932.txt
30,23,7,5,5,11,1,10,6,0,3,10,7935.txt
27,25,7,5,5,5,1,0,6,0,3,10,7937.txt
22,28,7,18,8,5,1,10,6,0,3,12,7938.txt
27,28,7,5,5,5,1,10,6,0,3,12,7940.txt
30,23,7,5,5,11,1,0,6,0,3,10,7943.txt
1,2,10,5,5,11,1,10,6,0,3,12,7945.txt
27,25,7,20,5,15,1,10,6,0,3,10,7946.txt
27,30,7,5,5,11,1,0,6,0,3,12,7948.txt
27,25,10,5,5,5,1,10,6,0,3,10,7951.txt
30,23,7,17,5,5,8,10,6,0,3,10,7953.txt
27,22,16,5,5,5,1,10,6,0,3,10,7955.txt
30,22,16,5,5,5,1,10,6,0,3,10,7957.txt
30,23,7,7,10,15,8,10,6,0,3,11,7959.txt
27,25,7,5,5,5,1,10,6,0,3,10,7961.txt
27,28,10,5,5,5,1,10,6,0,3,12,7963.txt
30,23,7,5,5,11,1,10,6,0,3,10,7964.txt
15,21,7,18,5,5,1,10,6,0,3,14,7966.txt
27,25,7,5,5,5,1,0,6,0,3,10,7968.txt
27,25,7,5,5,5,1,0,6,0,3,10,7971.txt
27,25,16,5,5,11,1,10,6,0,3,10,7973.txt
27,22,16,5,5,5,1,10,6,0,3,10,7975.txt
27,25,7,5,5,5,1,10,6,0,3,10,7977.txt
30,23,16,5,5,11,1,10,6,0,3,10,7979.txt
27,25,21,5,5,11,1,10,6,0,3,10,7980.txt
30,27,7,18,5,11,1,10,6,0,3,11,7982.txt
27,25,7,18,5,5,1,10,6,0,3,10,7984.txt
27,25,7,5,5,5,1,10,6,0,3,10,7986.txt
27,28,7,5,5,5,1,10,6,0,3,12,7989.txt
30,23,7,20,5,11,1,10,6,0,3,11,7991.txt
30,23,7,5,5,11,1,10,6,0,3,10,7993.txt
15,27,7,5,5,7,8,10,6,0,3,11,7995.txt
30,27,16,18,5,11,1,10,6,0,3,11,7997.txt
27,25,7,7,5,5,8,10,6,0,3,10,7999.txt
27,28,7,5,5,5,1,10,6,0,3,12,8001.txt
30,23,7,5,5,5,1,10,6,0,3,11,8003.txt
27,25,16,5,5,5,1,10,6,0,3,10,8006.txt
27,20,7,5,5,5,1,10,6,0,3,12,8008.txt
27,25,7,5,5,5,1,10,6,0,3,10,8010.txt
30,27,7,5,5,11,1,10,6,0,3,11,8012.txt
30,23,7,5,5,11,1,10,6,0,3,10,8014.txt
27,29,7,17,8,5,11,0,26,0,3,12,8016.txt
27,28,8,5,7,11,1,10,6,0,3,12,8017.txt
27,28,7,5,5,5,1,0,6,0,3,12,8019.txt
30,23,7,5,5,5,1,10,6,0,3,14,8021.txt
30,23,7,5,5,5,1,10,6,0,3,10,8022.txt
30,23,7,5,5,5,1,10,6,0,3,11,8025.txt
27,25,16,5,5,5,1,10,6,0,3,10,8027.txt
27,25,7,5,5,5,1,10,6,0,3,10,8030.txt
27,25,16,5,5,11,1,10,6,0,3,10,8032.txt
1,2,3,3,23,5,1,10,6,11,3,12,8034.txt
27,25,16,5,5,5,1,10,6,0,3,10,8035.txt
30,27,7,5,5,5,8,0,6,0,3,11,8037.txt
27,25,7,20,5,11,1,10,6,0,3,10,8039.txt
30,23,7,5,5,5,1,10,6,0,3,10,8041.txt
27,25,7,5,5,5,1,10,6,0,3,10,8044.txt
12,21,7,18,5,11,1,10,6,0,3,11,8045.txt
30,27,7,17,5,11,8,10,6,0,3,11,8048.txt
27,25,7,5,5,5,1,0,6,0,3,10,8050.txt
12,27,7,18,5,11,1,10,6,0,3,14,8051.txt
30,23,16,5,5,5,1,10,6,0,3,11,8053.txt
27,25,7,5,5,5,1,10,6,0,3,10,8055.txt
27,25,7,5,5,5,1,10,6,0,3,10,8058.txt
30,27,7,5,5,5,1,10,6,0,3,11,8059.txt
27,25,7,5,5,5,1,10,6,0,3,10,8062.txt
30,23,16,5,5,5,1,10,6,0,3,11,8063.txt
30,23,16,5,5,11,1,10,6,0,3,11,8066.txt
30,23,7,5,5,5,1,10,6,0,3,10,8068.txt
27,25,7,5,5,5,1,10,6,0,3,10,8071.txt
30,23,16,5,5,5,1,10,6,0,3,10,8073.txt
30,12,4,4,30,11,1,10,6,0,3,4,8075.txt
22,28,10,5,5,5,1,10,6,0,3,12,8076.txt
27,29,7,5,7,5,1,10,17,0,3,12,8078.txt
22,30,10,5,5,5,1,10,6,0,3,12,8080.txt
30,25,7,5,5,5,1,0,6,0,3,10,8082.txt
30,25,7,20,12,5,1,10,6,0,29,11,8084.txt
30,27,7,7,5,5,8,10,6,0,3,11,8088.txt
30,22,16,5,5,5,1,10,6,0,3,10,8090.txt
27,28,7,18,8,5,1,0,6,0,3,12,8092.txt
27,25,7,5,5,11,1,0,6,0,3,10,8093.txt
30,23,7,5,5,5,1,10,6,0,3,11,8095.txt
30,23,7,7,13,15,8,10,6,0,3,14,8098.txt
27,25,7,5,5,5,1,10,6,0,3,10,8099.txt
30,23,7,5,5,5,1,10,6,0,3,10,8102.txt
30,27,16,5,5,11,1,10,6,0,3,11,8104.txt
27,25,7,5,5,11,1,10,6,0,3,10,8106.txt
27,25,7,5,5,11,1,0,6,0,3,10,8109.txt
30,27,7,18,5,5,1,10,6,0,3,11,8111.txt
30,30,16,5,5,5,1,10,6,0,3,16,8113.txt
27,22,16,5,5,5,1,10,6,0,3,10,8115.txt
27,28,10,18,5,5,1,10,6,0,3,12,8117.txt
30,23,7,5,5,5,1,10,6,0,3,11,8119.txt
27,29,7,5,7,5,1,10,17,0,3,12,8121.txt
27,25,13,5,5,5,8,10,6,0,3,10,8123.txt
27,30,21,5,5,5,1,10,6,0,3,13,8124.txt
30,25,7,5,5,5,1,10,6,0,3,11,8126.txt
27,25,7,5,5,11,1,0,6,0,3,10,8129.txt
27,25,7,5,5,11,1,10,6,0,3,10,8131.txt
27,25,7,5,5,5,1,0,6,0,3,10,8134.txt
27,25,7,5,5,5,1,10,6,0,3,10,8136.txt
27,28,7,5,5,5,1,10,6,0,3,12,8138.txt
27,25,7,5,5,5,1,10,6,0,3,10,8140.txt
27,25,7,5,5,5,1,10,6,0,3,10,8141.txt
27,25,7,5,5,5,1,10,6,0,3,10,8143.txt
27,22,7,5,5,5,1,10,6,0,3,10,8145.txt
27,25,16,5,5,5,1,10,6,0,3,10,8147.txt
30,23,7,5,5,5,1,0,6,0,3,11,8149.txt
27,25,7,5,5,5,1,10,6,0,3,10,8151.txt
30,23,7,18,5,11,1,10,6,0,3,11,8153.txt
30,27,7,5,5,5,1,10,6,0,3,11,8156.txt
30,27,16,5,5,5,1,10,6,0,3,11,8158.txt
27,28,7,5,5,5,1,10,6,0,3,12,8160.txt
30,23,7,5,5,5,1,10,6,0,3,10,8162.txt
30,23,7,5,5,5,1,10,6,0,3,11,8163.txt
30,22,7,5,5,11,1,14,6,0,3,11,8165.txt
27,25,7,5,5,11,1,10,6,0,3,10,8168.txt
27,29,5,18,7,5,1,10,16,0,3,15,8169.txt
27,25,7,5,5,5,8,10,6,0,3,10,8171.txt
27,25,10,5,5,5,8,10,6,0,3,12,8174.txt
27,25,13,5,5,5,1,10,6,0,3,10,8176.txt
30,25,7,5,19,11,1,10,8,8,7,11,8178.txt
30,21,7,5,5,5,1,10,6,0,3,11,8179.txt
27,25,7,5,5,5,1,10,6,0,3,10,8181.txt
30,27,16,18,5,5,8,10,6,0,3,11,8183.txt
30,22,7,7,5,5,8,9,6,0,3,10,8185.txt
30,25,16,18,5,11,1,10,6,0,3,10,8187.txt
30,23,16,5,5,11,1,10,6,0,3,11,8190.txt
12,21,7,18,5,11,1,10,6,0,3,14,8192.txt
30,27,7,5,5,5,1,10,6,0,3,11,8194.txt
30,25,16,5,7,11,1,14,6,0,3,11,8195.txt
22,26,5,18,7,5,1,10,16,0,3,3,8200.txt
30,22,16,5,5,11,1,10,6,0,3,10,8203.txt
22,21,16,18,5,5,8,10,6,0,3,11,8204.txt
30,23,7,18,5,5,1,10,6,0,3,10,8207.txt
30,23,7,5,5,11,1,10,6,0,3,11,8210.txt
30,23,7,5,5,5,1,0,6,0,3,10,8212.txt
27,25,16,5,5,5,1,10,6,0,3,10,8214.txt
27,25,7,5,5,5,1,10,6,0,3,10,8216.txt
30,27,7,5,5,5,1,10,6,0,3,11,8218.txt
30,23,7,5,5,11,1,10,6,0,3,11,8219.txt
30,27,7,23,5,15,8,10,6,0,3,11,8222.txt
27,28,10,5,5,5,1,10,6,0,3,12,8224.txt
30,27,7,5,5,7,1,0,6,0,3,11,8225.txt
30,23,7,5,5,5,1,10,6,0,3,10,8228.txt
30,23,7,18,5,5,1,10,6,0,3,11,8231.txt
30,27,7,18,5,5,1,10,6,0,3,11,8233.txt
27,25,7,27,5,11,8,10,6,0,3,10,8234.txt
30,23,16,5,5,11,1,10,6,0,3,10,8236.txt
30,21,7,5,5,11,1,9,6,0,3,11,8239.txt
27,25,16,5,5,5,1,10,6,0,3,10,8241.txt
30,23,16,5,5,5,1,10,6,0,3,10,8243.txt
30,25,7,5,5,11,1,10,6,0,3,10,8245.txt
30,23,7,5,5,5,1,10,6,0,3,10,8247.txt
30,23,7,5,5,11,1,10,6,0,3,10,8249.txt
12,29,10,18,8,17,12,17,5,5,3,12,8251.txt
27,25,7,18,5,5,1,14,6,0,3,10,8253.txt
27,28,7,5,5,5,1,10,6,0,3,12,8255.txt
30,23,16,5,5,5,1,10,6,0,3,10,8257.txt
30,25,16,18,5,5,1,10,6,0,3,11,8258.txt
27,30,16,18,5,5,1,10,6,0,3,16,8261.txt
30,27,7,18,5,5,1,9,6,0,3,11,8263.txt
27,28,7,5,5,5,1,10,6,0,3,12,8265.txt
30,27,7,18,5,11,1,10,6,0,3,11,8266.txt
30,23,7,5,5,5,1,10,6,0,3,10,8268.txt
27,25,7,5,5,5,1,0,6,0,3,18,8270.txt
30,27,7,7,5,5,8,10,6,0,3,11,8272.txt
18,25,7,5,5,5,1,0,6,0,3,10,8274.txt
27,29,7,5,7,11,1,0,16,0,3,12,8277.txt
30,22,7,5,5,5,1,10,6,0,3,10,8279.txt
27,25,7,5,5,5,1,10,6,0,3,10,8281.txt
27,20,7,5,5,5,1,10,6,0,3,9,8284.txt
30,27,16,18,5,5,1,10,6,0,3,11,8286.txt
15,27,7,5,5,5,1,10,6,0,3,11,8287.txt
30,27,7,5,5,5,1,10,6,0,3,11,8291.txt
30,23,7,18,5,5,1,10,6,0,3,10,8292.txt
27,25,16,5,5,5,1,10,6,0,3,10,8295.txt
27,25,7,22,5,5,1,0,6,0,3,10,8297.txt
30,23,7,18,5,11,1,0,6,0,3,11,8299.txt
30,30,7,18,19,5,1,10,27,8,14,16,8301.txt
27,25,7,18,5,11,1,10,6,0,3,12,8303.txt
27,25,7,5,5,11,1,10,6,0,3,10,8304.txt
12,27,16,5,5,5,1,10,6,0,3,11,8306.txt
1,2,16,5,7,5,1,10,6,0,3,10,8308.txt
30,27,7,18,5,11,8,10,6,0,3,11,8310.txt
30,23,7,5,5,11,1,10,6,0,3,11,8313.txt
27,29,7,18,8,5,1,10,6,0,3,12,8315.txt
27,25,7,5,5,5,1,10,6,0,3,10,8317.txt
27,25,7,5,5,11,1,10,6,0,3,10,8319.txt
30,27,7,20,5,5,1,10,6,0,3,11,8321.txt
30,27,7,7,5,5,1,10,6,0,3,11,8323.txt
27,25,16,5,5,5,1,10,6,0,3,10,8325.txt
27,25,7,5,5,5,1,10,6,0,3,10,8327.txt
27,30,16,5,5,11,1,11,6,0,3,16,8329.txt
30,23,7,5,5,11,1,0,6,0,3,11,8330.txt
30,22,7,5,5,11,1,10,6,0,3,10,8332.txt
27,25,7,5,5,5,1,10,6,0,3,10,8334.txt
30,27,7,5,5,11,1,10,6,0,3,11,8336.txt
27,28,7,5,5,5,11,10,6,0,3,12,8338.txt
1,2,7,5,5,11,1,10,6,0,3,12,8341.txt
27,28,10,5,5,5,1,10,6,0,3,12,8342.txt
27,30,7,7,5,5,8,0,6,0,3,12,8345.txt
27,25,16,5,5,5,1,10,6,0,3,10,8347.txt
27,25,7,7,10,5,8,10,6,0,3,18,8349.txt
27,25,7,5,5,11,1,10,6,0,3,10,8351.txt
30,23,27,2,27,15,16,20,1,1,1,2,8352.txt
27,25,7,5,5,11,1,10,6,0,3,10,8354.txt
30,23,7,5,5,5,1,10,6,0,3,10,8356.txt
30,21,7,18,5,15,8,10,6,0,3,11,8358.txt
30,27,16,5,5,11,1,10,6,0,3,11,8360.txt
27,25,7,26,5,5,1,10,6,0,3,10,8362.txt
30,27,16,5,5,5,1,10,6,0,3,11,8364.txt
27,29,7,5,8,5,19,10,6,0,3,12,8366.txt
12,21,16,18,5,11,1,10,6,0,3,11,8369.txt
22,21,7,5,5,7,1,0,6,0,3,14,8371.txt
30,27,7,5,5,5,1,10,6,0,3,11,8372.txt
30,23,7,5,5,5,1,10,6,0,3,10,8376.txt
30,27,16,5,5,11,1,10,6,0,3,14,8378.txt
27,25,7,5,5,5,1,10,6,0,3,10,8380.txt
27,25,7,5,5,5,1,10,6,0,3,10,8381.txt
30,25,16,18,7,3,0,10,6,0,3,11,8383.txt
30,23,16,5,5,5,1,10,6,0,3,11,8386.txt
27,25,7,5,5,5,1,10,6,0,3,10,8388.txt
30,23,16,5,5,5,1,10,6,0,3,10,8390.txt
27,25,7,5,5,11,1,10,6,0,3,10,8392.txt
30,23,7,5,5,5,1,10,6,0,3,11,8394.txt
30,27,7,18,5,5,1,10,6,0,3,11,8396.txt
27,28,7,5,5,5,1,10,6,0,3,12,8397.txt
30,27,16,7,12,5,8,10,6,0,3,11,8401.txt
30,27,16,5,5,5,1,10,6,0,3,11,8403.txt
30,27,7,5,5,5,1,10,6,0,3,11,8405.txt
30,27,7,9,5,5,1,10,6,0,3,11,8407.txt
27,25,7,5,5,5,1,10,6,0,3,18,8409.txt
27,25,7,5,5,5,1,10,6,0,3,10,8411.txt
27,25,7,5,5,11,1,10,6,0,3,10,8413.txt
30,23,7,5,5,5,1,10,6,0,3,10,8414.txt
27,25,7,23,5,15,1,10,6,0,3,10,8416.txt
27,25,7,5,5,5,1,10,6,0,3,10,8418.txt
27,25,16,5,5,5,1,10,6,0,3,10,8422.txt
30,23,7,5,5,5,1,10,6,0,3,11,8426.txt
27,25,7,5,5,5,1,10,6,0,3,10,8428.txt
27,25,16,5,5,5,1,10,6,0,3,10,8430.txt
30,27,16,18,5,5,1,10,6,0,3,11,8432.txt
27,28,7,5,5,5,1,10,6,0,3,12,8433.txt
27,22,7,5,5,5,1,10,6,0,3,10,8435.txt
27,17,5,7,7,5,11,10,6,0,3,12,8437.txt
27,22,16,5,5,5,1,10,6,0,3,10,8440.txt
27,25,16,5,5,3,0,10,6,0,3,10,8442.txt
27,25,16,5,5,5,1,10,6,0,3,10,8444.txt
27,25,7,5,5,5,1,10,6,0,3,10,8446.txt
27,25,7,18,5,5,1,10,6,0,3,10,8447.txt
30,25,7,27,5,11,8,10,6,0,3,10,8449.txt
30,23,7,18,5,5,1,10,6,0,3,11,8452.txt
27,25,7,5,5,5,1,10,6,0,3,12,8453.txt
30,23,16,5,5,11,1,10,6,0,3,10,8455.txt
30,23,7,18,5,11,1,0,6,0,3,10,8457.txt
30,27,7,7,13,15,8,0,6,0,3,11,8459.txt
27,25,21,5,5,5,1,10,6,0,3,10,8461.txt
27,25,7,5,5,5,1,10,6,0,3,18,8463.txt
27,28,10,5,8,5,1,10,6,0,3,12,8465.txt
27,25,7,5,5,5,1,10,6,0,3,10,8467.txt
30,22,7,24,5,15,8,10,6,0,3,10,8469.txt
30,23,7,5,5,11,1,10,6,0,3,11,8471.txt
30,27,7,5,5,5,8,10,6,0,3,11,8473.txt
30,27,7,5,5,5,1,0,6,0,3,11,8475.txt
27,28,7,5,8,5,1,10,6,0,3,12,8477.txt
27,25,7,5,5,5,1,0,6,0,3,10,8479.txt
30,27,7,5,5,5,1,0,6,0,3,11,8481.txt
22,21,7,18,5,5,1,10,6,0,3,14,8483.txt
27,28,7,7,12,5,11,0,6,0,3,12,8485.txt
30,23,7,5,5,5,1,10,6,0,3,10,8487.txt
27,25,10,5,5,5,1,10,6,0,3,10,8489.txt
27,25,7,5,5,5,1,10,6,0,3,10,8491.txt
30,27,7,18,5,5,1,10,6,0,3,11,8492.txt
27,25,7,5,5,5,1,10,6,0,3,10,8495.txt
27,25,7,5,5,5,1,0,6,0,3,10,8497.txt
30,23,7,5,5,5,1,10,6,0,3,10,8500.txt
30,22,16,5,5,5,1,10,6,0,3,10,8501.txt
27,25,7,5,5,3,0,10,6,0,3,10,8503.txt
30,25,7,7,5,15,8,10,6,0,3,10,8505.txt
27,28,7,5,5,5,1,10,6,0,3,12,8508.txt
30,23,7,5,5,11,1,10,6,0,3,10,8510.txt
27,25,21,5,5,5,8,10,6,0,3,10,8511.txt
12,21,16,18,5,7,1,10,6,0,3,11,8513.txt
30,23,7,5,5,5,1,10,6,0,3,10,8515.txt
30,23,7,18,5,15,1,10,6,0,3,11,8517.txt
22,26,5,18,7,5,1,0,16,0,3,3,8519.txt
30,23,7,5,5,5,1,10,6,0,3,10,8521.txt
30,22,7,5,5,5,1,10,6,0,3,10,8523.txt
22,26,5,8,19,5,1,10,7,13,3,3,8526.txt
30,23,7,5,5,5,1,10,6,0,3,10,8528.txt
27,25,7,5,5,5,8,10,6,0,3,10,8530.txt
30,23,7,5,5,5,1,10,6,0,3,10,8532.txt
27,28,7,5,7,5,1,10,6,0,3,12,8534.txt
30,22,7,5,5,5,1,10,6,0,3,10,8537.txt
30,23,16,5,5,5,8,10,6,0,3,10,8539.txt
30,22,7,5,5,5,8,10,6,0,3,11,8541.txt
30,23,7,18,5,11,1,10,6,0,3,10,8543.txt
27,25,7,5,5,11,1,10,6,0,3,10,8544.txt
30,23,7,5,5,5,1,10,6,0,3,10,8546.txt
30,23,7,5,5,5,1,10,6,0,3,11,8549.txt
27,25,10,5,5,5,1,10,6,0,3,10,8550.txt
30,27,7,5,5,11,1,10,6,0,3,11,8553.txt
27,25,16,5,5,5,1,10,6,0,3,10,8555.txt
27,28,7,5,5,5,1,0,6,0,3,12,8557.txt
30,27,7,5,5,5,1,10,6,0,3,11,8559.txt
27,25,7,5,5,5,1,10,6,0,3,10,8560.txt
27,25,7,5,5,5,1,10,6,0,3,10,8563.txt
30,23,7,5,5,5,1,10,6,0,3,11,8565.txt
30,23,16,5,5,5,8,10,6,0,3,11,8567.txt
27,29,7,5,7,5,1,10,17,0,3,12,8568.txt
27,25,7,5,5,5,1,10,6,0,3,10,8570.txt
27,25,7,5,5,11,1,10,6,0,3,10,8572.txt
30,23,16,5,5,11,1,10,6,0,3,10,8574.txt
30,23,7,5,5,5,1,10,6,0,3,10,8576.txt
12,21,7,5,5,17,7,5,5,5,3,11,8578.txt
27,28,7,5,7,5,11,0,6,0,3,12,8580.txt
30,27,16,5,5,5,1,10,6,0,3,11,8583.txt
30,27,7,5,5,11,1,10,6,0,3,11,8585.txt
27,28,7,18,8,5,1,0,6,0,3,12,8587.txt
30,27,16,18,5,3,0,10,6,0,3,11,8588.txt
27,25,7,5,5,11,1,10,6,0,3,16,8590.txt
30,27,7,5,5,5,1,10,6,0,3,11,8592.txt
14,25,16,5,5,5,1,10,6,0,14,16,8597.txt
27,25,7,5,5,5,1,10,6,0,3,10,8598.txt
30,27,7,5,5,11,1,10,6,0,3,11,8600.txt
27,25,10,5,5,5,1,10,6,0,3,12,8602.txt
30,23,7,5,5,5,1,10,6,0,3,10,8604.txt
27,25,7,9,5,15,1,0,6,0,3,10,8607.txt
30,23,7,5,5,11,1,10,6,0,3,11,8610.txt
27,29,7,5,7,5,11,10,17,0,3,12,8612.txt
27,25,7,5,5,5,1,10,6,0,3,10,8614.txt
27,25,7,18,5,11,1,10,6,0,3,10,8616.txt
30,23,7,18,5,5,1,10,6,0,3,11,8618.txt
30,27,7,5,5,11,1,10,6,0,3,11,8620.txt
22,26,17,18,7,5,1,8,0,6,3,3,8621.txt
27,25,10,5,5,5,1,10,6,0,3,12,8624.txt
30,23,7,5,5,5,1,10,6,0,3,10,8627.txt
27,25,7,5,5,11,1,10,6,0,3,10,8629.txt
27,16,5,5,7,5,1,10,16,0,3,15,8631.txt
22,28,7,18,8,5,1,10,6,0,3,12,8633.txt
30,23,7,18,5,5,1,10,6,0,3,11,8635.txt
30,27,7,5,5,5,1,10,6,0,3,11,8637.txt
30,23,7,16,5,5,8,10,6,0,3,11,8638.txt
30,23,7,5,5,11,1,10,6,0,3,11,8640.txt
27,25,16,5,5,11,1,10,6,0,3,10,8643.txt
30,23,16,5,5,5,1,10,6,0,3,10,8645.txt
30,23,16,5,5,11,1,10,6,0,3,11,8646.txt
30,23,7,18,5,5,1,0,6,0,3,11,8649.txt
27,28,7,7,5,5,11,10,6,0,3,12,8650.txt
30,27,16,5,5,11,1,10,6,0,3,11,8652.txt
27,25,7,5,5,5,1,10,6,0,3,10,8654.txt
