0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,filename
0,19,16,19,19,28,18,25,24,23,17,10,9,6,26,30,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16742.txt
0,19,17,23,23,30,19,26,14,14,17,15,26,9,26,9,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,11,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,16743.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16745.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,8,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,11,27,27,27,26,27,16747.txt
0,19,16,19,19,28,18,25,24,23,17,10,9,6,28,30,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,20,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16749.txt
0,11,16,3,2,7,9,2,2,2,4,9,1,1,11,1,1,1,1,1,16,16,16,16,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,26,8,26,27,29,1,30,30,1,29,1,1,1,1,1,1,16751.txt
0,19,16,19,19,25,27,22,24,23,14,24,9,10,26,27,23,29,24,28,24,24,20,21,23,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16754.txt
29,26,30,22,22,28,18,25,22,21,25,24,30,20,30,19,20,21,20,28,30,23,24,24,24,22,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,26,30,29,28,24,29,27,29,30,27,29,29,26,16757.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,12,27,9,29,11,28,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,30,27,27,27,26,27,16758.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,12,9,25,9,7,8,13,12,12,13,13,14,13,14,13,13,10,11,17,17,17,17,17,17,17,17,18,16,27,18,21,23,22,22,28,24,23,30,27,27,27,26,21,16759.txt
0,19,16,19,19,25,27,22,14,14,14,15,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16762.txt
0,0,16,19,19,28,18,25,24,23,17,24,9,6,26,30,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16765.txt
0,19,17,11,23,30,19,26,24,23,17,24,9,6,26,30,25,29,23,28,26,26,27,26,27,5,7,7,7,7,6,9,9,5,9,9,9,9,9,9,8,9,8,28,9,9,9,9,9,9,9,9,9,9,9,27,16766.txt
29,29,19,24,24,28,18,25,20,20,27,21,26,20,12,19,20,29,11,28,23,23,24,24,24,22,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,28,30,29,28,24,29,27,30,27,27,27,26,26,16769.txt
12,28,2,8,8,14,16,5,30,30,23,7,22,30,28,7,8,30,23,25,25,25,20,21,23,19,20,19,20,14,18,24,26,25,30,30,30,30,30,30,23,30,23,30,27,28,27,27,28,30,28,30,27,29,29,30,16771.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16773.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16774.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16777.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16778.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,9,8,8,8,8,8,8,30,27,27,27,26,9,16780.txt
0,19,16,19,19,25,27,22,24,23,14,19,9,29,26,30,22,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16783.txt
0,19,17,23,23,30,19,26,11,11,17,13,10,9,26,9,25,29,11,28,26,26,27,26,27,23,26,24,24,25,6,9,9,5,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,16785.txt
0,0,17,23,23,30,19,26,20,20,17,21,26,9,9,9,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,11,9,9,9,9,9,9,29,9,29,21,9,9,9,9,9,9,9,9,9,9,9,21,16786.txt
0,19,16,19,19,28,18,25,24,23,14,24,9,6,28,30,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16789.txt
29,29,11,6,5,13,15,8,20,20,27,21,26,9,11,9,5,5,5,26,5,5,5,5,5,8,5,5,5,5,10,6,6,5,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,26,16790.txt
0,0,16,19,19,25,27,22,20,20,17,21,26,6,26,30,9,7,8,13,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,30,27,27,27,26,27,16792.txt
0,19,16,19,19,28,18,25,7,7,17,5,6,6,26,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,25,27,27,27,26,27,16795.txt
0,19,17,23,23,30,19,26,20,20,17,21,26,6,26,30,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,5,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,16798.txt
0,19,16,10,9,28,18,25,20,20,17,21,26,10,5,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,21,8,8,8,8,8,8,30,27,27,27,26,21,16799.txt
0,8,14,8,8,14,16,17,18,19,23,24,22,6,26,20,22,30,11,25,25,25,25,25,25,18,19,18,19,21,26,24,26,24,30,30,30,30,30,30,24,29,24,30,28,28,27,27,28,30,28,30,27,29,29,30,16801.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16803.txt
0,19,16,19,19,28,18,25,20,20,14,21,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16805.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,26,30,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,17,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16807.txt
0,23,28,19,19,25,27,5,24,23,14,7,23,29,7,7,8,30,24,28,24,24,20,21,23,18,19,18,19,14,18,28,28,25,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16810.txt
0,19,16,19,19,28,18,30,20,20,14,7,26,6,28,7,8,29,11,28,24,24,25,25,25,18,19,18,19,14,18,28,28,24,29,29,29,29,29,28,24,20,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16811.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16813.txt
0,27,10,25,28,5,13,7,6,4,3,8,8,8,10,3,3,3,6,22,4,4,4,4,30,2,2,2,2,27,4,4,4,2,7,13,7,13,7,4,25,29,25,27,4,21,17,7,17,4,7,20,7,20,4,4,16816.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,11,30,9,28,28,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,6,28,30,29,29,30,28,30,27,27,27,26,30,16817.txt
0,19,16,10,9,28,18,25,10,10,17,24,9,10,26,27,9,11,11,27,12,12,25,25,25,13,14,13,13,10,11,17,17,24,17,17,17,17,17,18,16,27,18,21,23,22,22,28,24,23,30,27,27,27,26,21,16820.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,24,9,10,9,7,8,27,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,21,8,8,8,8,8,8,30,27,27,27,26,21,16821.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,5,30,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16824.txt
8,28,14,8,8,14,16,29,30,30,23,19,30,20,24,19,20,28,28,25,25,25,29,30,29,28,25,30,30,26,28,24,26,23,30,30,30,30,30,30,28,30,28,30,30,28,27,27,28,30,30,27,27,27,26,30,16825.txt
29,29,19,24,24,28,18,25,22,21,25,24,9,28,11,27,20,30,11,28,24,24,24,24,24,22,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,26,30,29,28,29,29,27,30,27,27,27,26,26,16827.txt
0,23,28,19,19,25,27,22,24,23,14,19,23,10,26,25,22,7,22,13,28,28,20,21,23,18,19,18,19,21,26,28,28,28,29,29,29,29,29,28,24,25,24,28,28,30,29,24,30,28,28,30,27,29,29,27,16829.txt
0,19,16,19,19,28,18,25,24,23,17,19,9,6,26,30,9,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16831.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16833.txt
0,19,16,19,19,25,27,22,24,23,28,19,9,29,26,20,22,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16836.txt
8,28,14,27,30,14,16,5,30,30,23,7,27,20,8,7,8,28,28,25,25,25,29,30,29,28,25,30,30,14,18,24,26,19,30,30,30,30,30,30,28,7,28,15,30,28,27,27,28,30,11,30,27,29,29,30,16838.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,10,9,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,21,8,8,8,8,8,8,30,27,27,27,26,21,16840.txt
29,0,19,22,22,20,22,13,14,14,14,15,14,10,26,25,14,13,13,28,12,12,24,24,24,22,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,9,30,29,28,28,29,27,14,13,13,13,13,9,16842.txt
0,19,16,19,19,28,18,25,24,23,14,24,9,12,26,23,9,29,23,28,22,22,23,23,20,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,11,27,27,27,26,27,16843.txt
0,19,16,19,19,25,27,22,24,23,14,24,23,10,26,27,22,29,23,28,24,24,20,21,23,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16845.txt
29,29,19,24,24,26,28,22,22,21,26,24,9,20,30,19,20,29,11,28,23,23,24,24,24,22,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,26,30,29,28,24,29,27,30,27,27,27,26,26,16848.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,10,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,6,28,30,29,29,30,28,30,27,27,27,26,27,16849.txt
0,12,12,4,25,11,13,28,26,27,4,4,4,4,16,4,4,4,3,4,16,16,28,29,28,3,4,3,3,3,4,4,4,8,3,3,3,3,3,4,1,1,1,1,3,3,3,3,3,4,3,3,3,3,4,4,16853.txt
29,29,19,24,24,28,18,25,12,12,27,12,11,20,30,19,20,29,11,28,23,23,24,24,24,22,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,26,30,29,28,24,29,27,30,27,27,27,26,26,16856.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,2,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,2,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16858.txt
0,23,16,19,19,25,27,21,24,23,14,19,9,10,26,27,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16860.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,5,30,9,21,20,28,24,24,25,25,25,18,19,18,19,21,26,28,28,17,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16861.txt
0,19,16,10,9,28,18,25,14,14,14,15,26,6,10,30,9,11,11,27,12,12,13,13,14,13,14,13,13,10,11,17,17,8,17,17,17,17,17,18,16,27,18,21,23,22,22,28,24,23,30,27,27,27,26,21,16863.txt
0,19,16,19,19,25,27,22,24,23,14,19,9,6,26,30,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16866.txt
29,29,19,24,24,28,18,25,20,20,27,13,26,20,30,19,20,22,21,26,23,23,24,24,24,22,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,28,30,29,28,24,29,27,30,27,27,27,26,26,16868.txt
29,28,14,8,8,14,16,29,30,30,23,24,23,22,24,27,20,30,24,25,25,25,29,30,29,28,25,30,30,26,28,24,26,23,30,30,30,30,30,30,28,30,28,30,30,28,27,27,28,30,28,30,27,29,29,30,16870.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,26,30,9,30,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16872.txt
29,30,17,23,23,13,15,8,22,21,25,24,9,20,19,19,11,27,27,28,8,8,8,8,8,23,26,24,24,25,6,9,9,5,9,9,9,9,9,9,29,9,29,26,9,9,9,9,9,9,9,9,9,9,9,24,16873.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16875.txt
0,23,28,19,19,25,27,22,24,23,14,19,22,29,26,20,22,29,24,28,24,24,25,25,25,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16878.txt
0,19,16,19,19,28,18,25,20,20,14,26,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16879.txt
0,28,14,8,8,14,16,5,30,30,23,7,9,6,28,7,8,30,11,25,25,25,25,25,25,19,20,19,20,14,18,24,26,24,30,30,30,30,30,30,23,30,23,30,27,28,27,27,28,30,28,30,27,29,29,30,16882.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,30,27,27,27,26,27,16885.txt
29,11,19,3,25,7,9,28,26,27,4,4,4,4,4,4,4,4,3,4,16,16,28,29,28,3,4,3,3,3,3,3,3,23,3,3,3,3,3,7,30,4,30,27,3,3,3,3,3,7,3,3,3,3,7,7,16886.txt
29,8,14,8,8,14,16,30,18,19,23,7,9,20,28,7,8,30,11,25,25,25,29,30,29,28,25,30,30,14,18,24,26,23,30,30,30,30,30,30,28,30,28,30,30,28,27,27,28,30,28,30,27,29,29,30,16888.txt
0,19,16,19,19,28,18,25,24,23,17,19,9,6,5,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,6,28,30,29,29,30,28,30,27,27,27,26,27,16890.txt
0,19,16,19,19,25,27,22,24,23,14,19,23,29,26,20,22,29,23,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16892.txt
0,0,16,10,9,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,21,8,8,8,8,8,8,30,27,27,27,26,21,16895.txt
0,19,16,19,19,28,18,25,24,23,17,24,9,6,5,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16896.txt
0,19,16,19,19,25,27,22,20,20,17,26,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16898.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,28,30,27,29,29,27,16900.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,30,27,27,27,26,27,16903.txt
29,26,30,21,21,29,28,27,24,23,14,24,9,20,26,19,20,29,11,28,28,28,29,30,29,28,25,30,30,26,28,27,27,23,28,28,28,28,28,27,28,28,28,28,30,29,28,24,29,27,28,30,27,29,29,26,16904.txt
0,19,16,19,19,28,18,25,20,20,17,23,26,10,26,25,9,7,8,13,23,23,25,25,25,18,19,18,19,21,26,28,28,17,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,30,27,27,27,26,27,16906.txt
0,19,16,19,19,28,18,25,24,23,14,10,19,6,7,30,9,28,28,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,30,16909.txt
0,19,16,19,19,28,18,25,20,20,14,21,21,10,5,25,9,7,8,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16911.txt
17,19,16,19,19,28,18,25,24,23,17,19,9,19,26,18,19,29,23,28,23,23,17,19,21,17,18,17,18,19,24,28,28,23,29,29,29,29,29,28,22,29,22,28,26,30,29,24,30,28,30,27,27,27,26,27,16913.txt
0,0,25,17,17,20,22,11,20,20,14,21,14,10,26,10,12,29,11,28,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,10,8,8,8,8,8,8,14,13,13,13,13,8,16916.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,10,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16918.txt
0,12,4,4,7,11,13,9,9,9,15,8,8,8,16,8,7,9,4,6,11,11,11,11,11,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,26,1,26,27,4,4,4,4,4,4,4,4,4,4,4,4,16921.txt
0,19,16,19,19,28,18,25,20,20,17,21,21,6,7,30,9,29,23,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16923.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16926.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,28,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16929.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16930.txt
0,19,16,19,19,25,27,22,11,11,17,13,10,10,26,27,9,29,11,13,28,28,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,28,30,27,29,29,27,16934.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16936.txt
0,19,25,17,17,20,22,11,20,20,14,21,14,10,26,27,12,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,8,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,14,13,13,13,13,27,16938.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16939.txt
0,19,16,19,19,28,18,25,24,23,14,19,22,6,26,30,9,29,23,15,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,28,30,27,29,29,27,16942.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,17,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16944.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,5,30,9,7,8,28,23,23,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,24,30,28,30,27,27,27,26,27,16946.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16948.txt
29,27,10,28,2,11,13,2,2,2,4,4,4,4,4,4,4,4,4,4,16,16,16,16,2,2,2,2,2,27,4,4,4,2,4,4,4,4,4,4,26,4,26,27,22,4,4,4,4,4,4,4,4,4,4,4,16949.txt
0,19,16,19,19,28,18,25,24,23,17,10,25,6,26,30,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16951.txt
0,19,17,23,23,30,19,26,20,20,17,21,26,27,26,30,25,5,5,13,26,26,27,26,27,23,26,24,24,25,6,9,9,11,9,9,9,9,9,9,29,9,29,28,9,9,9,9,9,9,9,9,9,9,9,27,16953.txt
0,19,16,19,19,28,18,25,24,23,17,24,25,6,26,30,9,7,8,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16955.txt
27,30,29,29,12,28,18,25,20,20,27,21,26,23,30,25,20,22,21,26,12,12,24,24,24,30,25,25,25,26,28,27,27,23,28,28,28,28,28,27,28,28,28,26,30,29,28,24,29,27,30,27,27,27,26,26,16958.txt
0,19,11,6,5,30,19,26,7,7,17,5,6,9,10,9,25,5,5,13,26,26,27,26,27,23,5,5,5,5,6,6,10,11,6,6,6,6,6,6,9,10,9,28,10,5,10,10,10,10,6,10,10,10,10,27,16959.txt
0,19,16,19,19,28,18,25,20,20,14,21,26,10,26,27,9,29,11,28,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16963.txt
0,0,0,0,0,1,3,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16965.txt
0,8,14,27,30,14,16,17,18,19,17,19,9,10,24,25,9,7,8,13,25,25,25,25,25,19,20,19,20,24,27,24,26,24,30,30,30,30,30,30,23,30,23,9,27,28,27,27,28,30,28,30,27,29,29,8,16966.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,5,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16968.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,6,26,30,9,7,8,13,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,28,8,8,8,8,8,8,30,27,27,27,26,27,16972.txt
0,19,16,19,19,25,27,22,20,20,14,21,26,10,26,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,10,28,30,29,29,30,28,28,30,27,29,29,29,16974.txt
29,11,3,3,25,7,9,28,26,27,4,9,1,1,2,1,30,1,1,1,16,16,28,29,28,24,27,26,27,29,1,1,1,23,1,1,1,1,1,1,26,2,26,27,29,1,30,30,1,29,1,1,1,1,1,1,16976.txt
0,23,28,19,19,25,27,22,24,23,14,24,23,29,24,20,22,7,22,28,24,24,20,21,23,18,19,18,19,21,26,28,28,25,29,29,29,29,29,28,24,30,24,28,28,30,29,29,30,28,28,30,27,29,29,30,16978.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16980.txt
29,0,0,0,0,1,3,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16982.txt
0,19,16,19,19,28,18,25,20,20,17,21,26,10,5,25,9,7,8,13,24,24,25,25,25,18,19,18,19,21,26,28,28,24,29,29,29,29,29,28,24,29,24,28,28,30,29,29,30,28,30,27,27,27,26,27,16984.txt
0,10,6,7,6,8,10,10,17,18,17,24,9,6,26,30,9,29,11,23,6,6,6,6,6,6,6,6,6,6,8,8,8,10,8,8,8,8,8,8,7,8,7,22,8,8,8,8,8,8,25,27,27,27,26,24,16986.txt
