0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,filename
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1025.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1027.txt
28,14,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,4,9,9,22,13,14,17,14,24,23,22,22,22,19,5,5,5,23,24,1030.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1036.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1041.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,6,6,6,7,19,5,5,5,3,5,1043.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,25,28,29,30,6,15,30,25,25,24,1,27,25,25,28,14,1045.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1046.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,2,2,2,2,2,20,20,20,20,3,2,1048.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,28,28,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1051.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,27,26,26,1,27,25,25,28,14,1054.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1057.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,1059.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1060.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1064.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,28,28,6,6,6,6,6,15,27,27,26,26,1,27,25,25,28,14,1069.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,10,9,9,9,30,2,2,2,2,2,13,1071.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1073.txt
28,14,15,26,24,25,4,11,5,26,12,30,13,28,29,18,30,4,8,8,28,25,25,26,29,24,23,22,22,22,1,27,25,25,28,24,1075.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1076.txt
1,0,9,26,24,25,29,22,27,26,12,11,13,29,30,18,16,26,24,24,16,26,26,11,25,15,27,25,26,24,1,27,25,25,28,14,1078.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1080.txt
1,0,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,6,10,10,10,11,1,27,25,25,28,10,1082.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1084.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1086.txt
28,0,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,4,9,9,1,1,1,1,1,24,23,22,22,22,19,5,5,5,23,24,1088.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1090.txt
1,0,9,26,24,25,29,22,27,26,12,11,13,13,14,18,16,17,24,24,16,16,16,11,16,15,27,25,26,24,4,4,4,4,5,14,1093.txt
1,1,9,26,24,25,1,1,8,26,12,30,13,28,29,18,20,19,24,24,20,22,21,19,20,15,30,25,25,24,1,27,25,25,28,14,1094.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,12,5,5,5,23,24,1096.txt
1,1,26,26,24,25,1,1,8,26,28,26,25,26,25,25,20,19,24,24,20,22,21,19,20,21,27,25,26,24,2,2,2,2,2,14,1101.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1105.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1106.txt
28,9,9,26,24,25,6,9,10,26,12,30,13,28,29,18,30,13,9,9,8,9,9,8,9,5,5,5,5,4,1,27,25,25,28,4,1108.txt
1,1,9,26,24,25,1,1,8,26,12,30,13,28,29,18,20,19,24,24,20,22,21,19,20,15,30,25,25,24,2,2,2,2,2,14,1109.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,1114.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,12,5,5,5,3,24,1117.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1118.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1121.txt
1,12,9,26,24,25,1,1,8,26,12,30,13,28,29,18,20,19,3,3,16,5,5,12,5,15,30,25,25,24,12,5,5,5,3,14,1122.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1124.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1126.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,2,2,2,2,2,1,27,25,25,28,2,1128.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1130.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1135.txt
1,24,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,3,25,15,27,25,26,24,1,27,25,25,28,14,1136.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,1137.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1139.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1141.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1143.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,28,25,27,1,27,25,25,28,14,1147.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1149.txt
1,14,9,26,24,25,29,30,28,13,12,30,13,28,29,8,30,25,24,24,25,28,29,30,6,24,23,22,22,22,1,27,25,25,28,24,1151.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1152.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,1156.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1158.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1161.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1166.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,1168.txt
12,0,3,24,9,13,29,30,28,15,20,21,27,18,27,11,3,25,11,11,16,19,18,11,18,8,6,6,6,7,1,27,25,25,28,5,1169.txt
1,0,9,26,24,25,29,30,28,13,12,30,13,28,29,7,3,25,3,3,16,26,26,11,25,24,23,22,22,22,0,0,0,0,0,24,1171.txt
1,1,24,16,17,5,8,25,19,28,23,27,4,17,0,18,20,19,24,24,20,22,21,19,20,15,30,25,25,24,3,3,3,3,4,14,1175.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,1177.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1179.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1183.txt
26,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,6,6,6,7,1,27,25,25,28,5,1184.txt
26,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,8,6,6,6,7,1,27,25,25,28,5,1190.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,23,14,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1192.txt
1,0,9,26,24,25,29,30,28,26,28,26,25,26,25,25,25,27,24,24,6,6,6,6,6,21,30,25,25,24,1,27,25,25,28,14,1194.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,12,5,5,5,3,14,1196.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1197.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,4,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1199.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1201.txt
1,1,9,26,24,25,29,30,28,26,22,22,21,23,22,27,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1203.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,8,24,24,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,1205.txt
30,0,15,26,28,11,0,0,0,13,13,12,14,14,15,7,27,3,8,8,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1207.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,2,2,2,2,2,1,27,25,25,28,2,1211.txt
1,1,24,16,15,5,8,25,19,28,23,14,4,17,5,18,22,2,24,24,6,6,6,6,6,4,25,29,4,28,15,26,30,30,21,8,1214.txt
1,14,24,16,15,5,8,25,19,28,23,14,4,17,5,5,11,2,24,24,20,22,21,19,20,22,25,29,4,28,15,19,19,19,21,26,1216.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1217.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1219.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,12,26,13,1,1,1,1,1,14,1221.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,1225.txt
1,0,9,16,0,5,29,30,28,28,23,14,4,17,7,18,30,25,24,24,25,28,29,30,6,15,30,25,25,24,1,27,25,25,28,14,1228.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1230.txt
1,24,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,25,28,29,30,6,15,6,6,6,7,1,27,25,25,28,5,1234.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,1237.txt
1,1,26,0,15,6,1,1,8,6,15,14,0,7,4,0,20,19,24,24,20,22,21,19,20,15,30,25,25,24,2,2,2,2,2,14,1239.txt
28,0,15,26,24,11,6,9,10,13,13,12,14,14,15,8,30,3,8,8,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1241.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,2,2,2,2,2,1,27,25,25,28,2,1243.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1245.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,27,26,26,1,27,25,25,28,14,1249.txt
1,0,9,26,24,25,8,25,19,26,12,30,13,28,29,18,20,19,24,24,6,6,6,6,6,15,30,25,25,24,2,2,2,2,2,14,1251.txt
28,24,15,26,24,25,6,9,3,26,12,30,13,28,29,18,30,4,7,7,1,1,1,1,1,15,6,6,6,7,1,27,25,25,28,5,1254.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,12,5,5,5,3,14,1255.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,3,25,15,30,27,25,26,19,21,11,11,23,14,1267.txt
26,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,6,6,6,7,1,27,25,25,28,5,1271.txt
1,14,3,24,9,13,29,30,28,15,20,21,26,18,27,1,9,25,24,24,16,26,26,11,25,15,30,25,25,24,12,21,11,11,23,14,1274.txt
1,12,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,3,25,12,30,25,25,24,12,21,21,21,20,14,1276.txt
28,0,15,26,24,25,6,9,10,26,12,30,13,28,29,18,30,3,9,9,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1278.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,1280.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,6,6,6,7,1,27,25,25,28,5,1283.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1285.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,16,16,11,16,15,27,25,26,24,1,27,25,25,28,14,1287.txt
28,14,15,26,24,25,6,9,10,26,12,30,13,28,29,18,30,3,9,9,25,28,29,30,6,15,30,27,25,26,1,27,25,25,28,14,1288.txt
28,0,16,26,24,11,6,9,3,26,3,19,16,20,18,18,30,13,9,9,8,9,9,8,9,15,30,25,25,24,1,27,25,25,28,14,1290.txt
28,0,9,26,24,25,6,9,10,26,12,30,13,28,29,18,30,13,9,9,28,25,25,26,29,9,10,10,10,11,1,27,25,25,28,10,1292.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1295.txt
25,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,16,16,3,26,15,6,6,6,9,1,27,25,25,28,5,1297.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1300.txt
28,0,15,26,24,25,6,9,10,26,12,30,13,28,29,18,30,4,0,0,29,13,14,28,14,15,6,6,6,9,19,5,5,5,5,5,1302.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1303.txt
1,0,9,26,24,25,29,22,27,26,12,11,13,13,14,18,16,17,24,24,16,16,16,3,16,15,27,12,26,13,1,1,1,1,1,14,1305.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,12,30,25,25,24,1,27,25,25,28,14,1307.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,27,25,26,12,5,5,5,26,14,1309.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1311.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,3,3,3,3,4,14,1314.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1315.txt
1,1,9,26,24,25,29,30,28,26,28,26,25,26,25,25,25,27,24,24,6,6,6,6,6,21,30,25,25,24,1,27,25,25,28,14,1317.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1318.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,6,6,6,7,1,27,25,25,28,5,1320.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,6,6,6,7,1,27,25,25,28,5,1323.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1325.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1327.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,11,5,5,5,26,24,1329.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,6,10,10,10,11,1,27,25,25,28,10,1331.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1332.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1335.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,12,5,5,5,5,14,1337.txt
1,0,9,26,24,30,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1339.txt
1,1,9,26,24,25,8,25,19,26,12,30,13,28,29,18,20,19,24,24,20,22,21,19,20,15,27,25,26,24,1,27,25,25,28,14,1341.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1344.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,12,25,13,1,27,25,25,28,14,1346.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,1,1,1,1,14,1348.txt
12,1,9,29,24,25,29,30,28,19,22,8,21,23,22,27,12,25,24,24,16,26,26,11,25,2,2,2,2,2,1,27,25,25,28,2,1351.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,27,25,25,28,14,1352.txt
28,0,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,3,0,0,6,6,6,6,6,15,6,6,6,7,1,27,25,25,28,5,1354.txt
1,24,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1356.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,25,26,24,1,1,1,1,1,14,1358.txt
1,0,15,26,24,25,0,0,0,26,12,30,13,28,29,18,30,3,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1360.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1362.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1364.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1367.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,24,23,22,22,22,12,5,5,5,23,24,1368.txt
1,13,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1371.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1372.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1375.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,27,27,11,26,15,30,25,25,24,1,27,25,25,28,14,1377.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1379.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,16,15,16,26,26,11,25,15,30,25,25,24,12,5,5,5,3,14,1380.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,1,1,1,1,14,1383.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,27,25,26,1,27,25,25,28,14,1389.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1390.txt
1,0,9,26,24,25,29,30,28,26,28,26,25,26,25,25,25,27,24,24,6,6,6,6,6,21,30,25,25,24,1,27,25,25,28,14,1392.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1395.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,12,25,12,24,1,27,25,25,28,14,1396.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,24,23,22,22,22,1,27,25,25,28,24,1398.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1400.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1402.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1405.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1407.txt
1,1,9,26,24,25,29,30,28,26,28,26,25,26,25,25,25,27,24,24,6,6,6,6,6,21,30,27,25,26,1,27,25,25,28,14,1409.txt
28,8,15,26,24,11,6,9,10,13,3,19,16,20,18,17,30,13,9,9,28,25,25,26,29,24,23,22,22,22,19,21,11,11,26,24,1412.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1416.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1418.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,27,25,26,1,27,25,25,28,14,1421.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,30,25,25,24,1,27,25,25,28,14,1422.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,13,27,25,26,24,2,2,2,2,2,14,1425.txt
1,1,9,26,24,20,26,28,6,2,12,30,13,28,29,2,15,1,24,24,6,6,6,6,6,0,0,0,0,0,1,1,1,1,1,12,1427.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,15,27,27,26,26,1,27,25,25,28,14,1429.txt
1,1,9,19,19,5,29,30,28,28,5,14,0,8,5,0,30,25,24,24,16,26,26,11,25,24,23,22,22,22,12,5,5,5,20,24,1431.txt
1,0,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1433.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1434.txt
1,14,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,24,23,22,22,22,1,27,25,25,28,24,1436.txt
28,0,15,26,24,25,0,0,0,13,12,30,13,28,29,8,30,4,9,9,22,13,14,21,14,24,23,22,22,22,19,5,5,5,23,24,1439.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,6,6,6,6,6,12,11,11,11,7,1,27,25,25,28,11,1441.txt
1,1,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,24,24,16,26,26,11,25,15,30,25,25,24,1,27,25,25,28,14,1442.txt
1,12,9,26,24,25,29,30,28,26,12,30,13,28,29,18,30,25,3,3,16,26,26,11,25,15,30,25,25,24,12,11,11,11,23,14,1444.txt
