0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,filename
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,3,0,0,0,0,1,12,6,0,0,7,15,6,6,7,12,0,0,0,0,4,3,30,0,12172.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,0,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12174.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,12177.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,12180.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12182.txt
17,0,3,2,4,10,0,0,0,4,14,0,13,28,26,25,6,22,6,6,7,6,8,17,19,14,27,22,24,28,0,15,3,15,3,6,4,9,10,8,10,18,10,12,17,13,9,0,6,10,21,12,9,15,12184.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,19,2,2,2,0,0,12,6,0,0,7,15,6,6,16,12,0,0,0,0,8,8,30,0,12186.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,18,19,21,23,11,1,12,6,3,3,7,15,6,6,16,4,11,12,13,12,8,14,22,25,12188.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,4,1,1,1,12189.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,3,8,9,8,0,12,12,6,3,3,7,15,6,6,16,12,11,9,10,19,8,3,30,0,12191.txt
23,0,3,20,0,4,6,6,7,0,14,0,13,0,0,20,0,20,0,25,0,6,29,10,29,25,15,6,22,25,7,9,10,18,12,12,12,4,2,2,7,0,6,6,0,12,10,2,2,28,8,3,3,19,12194.txt
23,3,2,14,18,2,3,9,27,2,7,2,4,7,9,2,20,12,11,14,4,4,15,11,4,9,25,27,27,26,1,1,1,1,1,9,1,1,1,1,14,12,13,14,26,13,3,18,14,3,1,30,18,15,12197.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12198.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,5,0,0,0,0,2,12,6,0,0,7,15,6,6,16,12,0,0,0,0,1,8,30,0,12200.txt
26,15,1,1,3,14,4,13,18,6,21,30,9,18,21,17,16,13,14,11,26,22,17,22,25,6,6,7,6,6,21,22,28,29,15,18,25,17,3,3,30,27,24,29,30,18,29,12,13,23,14,28,13,23,12202.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12205.txt
23,26,3,20,0,21,11,8,12,0,27,24,3,10,4,20,0,20,0,25,0,6,2,2,2,18,2,2,14,14,25,16,14,14,20,29,14,23,28,25,11,11,11,13,13,6,20,16,16,28,14,29,24,8,12206.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,2,2,2,14,22,23,25,22,24,10,6,6,7,30,12,6,3,3,3,9,3,3,3,26,30,12,13,24,13,3,30,24,12208.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12211.txt
15,3,12,19,18,26,22,9,14,20,2,4,4,7,2,6,26,29,13,14,15,24,2,2,2,9,1,1,1,1,15,4,4,4,4,2,7,19,2,2,14,6,13,14,27,15,3,3,3,3,1,21,15,9,12212.txt
23,0,3,2,5,4,0,0,0,5,14,0,13,28,26,25,6,22,6,6,7,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,12214.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12217.txt
23,3,3,2,0,10,3,23,3,22,14,4,4,7,2,2,2,2,2,2,3,3,29,10,29,9,25,27,27,26,1,1,1,1,1,2,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,12219.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,4,1,1,1,12221.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,14,8,7,7,7,1,12,23,2,2,7,15,6,6,0,18,15,5,5,14,4,17,12,22,12222.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,0,8,9,8,7,1,12,23,3,3,7,15,6,6,0,14,4,17,21,4,21,14,15,16,12225.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,0,0,6,29,10,29,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,7,15,6,6,0,12,0,0,0,0,0,3,6,0,12227.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12229.txt
23,0,3,2,24,4,0,0,0,0,14,0,13,30,29,25,0,22,0,25,0,6,22,24,23,14,27,22,24,28,14,8,9,8,6,10,6,11,4,4,7,8,6,6,7,12,5,18,21,5,9,6,16,12,12230.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,19,0,0,0,0,1,9,21,4,4,4,3,4,4,4,12,4,16,20,7,3,14,9,0,12232.txt
15,3,24,30,3,2,19,4,25,2,7,2,2,2,9,23,22,18,25,17,20,20,1,1,1,14,1,1,1,1,7,8,9,8,6,20,20,28,4,4,30,5,25,20,29,13,30,5,5,24,4,14,13,15,12235.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,5,8,9,8,7,1,12,6,26,9,7,15,6,6,7,12,4,9,10,7,13,8,30,0,12237.txt
23,0,3,20,0,4,0,0,0,0,14,0,13,0,0,20,0,20,0,25,0,6,29,10,29,6,6,6,6,6,3,4,4,4,4,2,12,6,28,19,7,15,6,6,16,12,3,3,3,3,1,8,30,19,12239.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,1,1,1,1,1,2,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12240.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12243.txt
26,0,3,2,0,4,4,19,23,0,14,0,13,28,26,25,0,22,0,25,0,6,17,20,13,18,20,19,14,14,30,22,29,30,15,15,6,11,28,25,7,15,6,6,0,26,4,11,12,4,13,28,29,30,12245.txt
23,0,3,2,0,4,0,0,0,0,14,11,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12247.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,0,1,1,1,12249.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,17,19,23,23,21,3,12,6,4,4,4,3,4,4,4,5,17,4,4,12,2,4,16,7,12251.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12255.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12257.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,12260.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,5,0,0,0,0,2,12,6,0,0,7,15,6,6,16,12,0,0,0,0,1,8,6,0,12262.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12264.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12266.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,2,2,2,14,27,22,24,28,9,8,9,8,7,19,12,23,21,22,7,15,6,6,16,6,18,12,13,12,22,21,15,8,12268.txt
15,3,2,10,3,2,3,23,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,12269.txt
23,0,3,2,0,4,6,6,7,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,0,8,9,8,6,1,3,3,3,3,7,17,6,6,0,12,30,9,10,24,28,3,30,0,12271.txt
21,3,14,1,3,2,3,5,3,2,7,8,2,2,7,2,2,2,2,2,3,3,1,1,1,14,25,27,27,26,1,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,1,1,12274.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12276.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12278.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,12280.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12282.txt
23,0,3,2,26,4,0,0,0,0,14,0,13,30,29,25,0,22,0,0,0,27,29,10,29,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,7,15,6,6,0,12,0,0,0,0,9,12,9,0,12285.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,0,8,9,8,0,1,3,3,3,3,25,15,14,15,0,13,4,17,21,4,9,14,15,15,12287.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,0,17,15,29,0,0,12,6,0,0,7,15,6,6,0,12,0,0,0,0,9,3,30,0,12290.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,0,15,3,3,0,1,12,6,3,3,7,15,6,6,0,13,4,5,5,4,4,14,15,15,12292.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,0,0,0,0,0,1,12,6,0,0,7,15,6,6,0,12,0,0,0,0,4,3,30,3,12293.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,4,1,1,1,12296.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,0,0,4,0,0,0,8,9,8,7,1,12,6,3,3,7,15,6,6,0,12,4,5,5,4,4,3,30,0,12299.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,17,10,4,13,13,29,13,28,18,14,12,4,9,2,2,4,3,4,4,4,28,28,2,2,22,8,2,2,4,12301.txt
23,0,3,2,4,4,0,0,0,4,14,0,13,28,26,25,6,22,6,6,7,6,2,2,2,14,27,22,24,28,19,15,12,15,11,0,12,6,23,20,3,18,3,3,18,5,14,8,9,18,8,27,18,7,12302.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,10,30,13,0,0,9,0,0,0,0,0,0,28,14,12,23,6,10,7,15,6,6,0,13,4,6,7,4,0,12,0,15,12304.txt
15,3,1,1,3,2,4,4,13,14,16,2,2,2,7,5,4,13,5,5,20,26,1,1,1,14,27,22,24,28,0,0,0,0,7,1,23,28,0,0,6,5,25,19,29,13,0,0,0,0,4,3,8,15,12308.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,7,15,6,6,6,12,4,5,5,7,4,3,30,0,12310.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,7,15,6,6,16,5,0,0,0,0,1,8,30,7,12312.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,6,22,6,6,8,6,1,1,1,14,27,22,24,28,10,8,9,8,17,1,4,9,3,3,4,3,4,4,4,12,5,5,5,5,4,4,16,12,12314.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,12315.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,6,6,19,6,6,3,8,9,8,7,12,12,6,28,22,7,15,6,6,5,12,4,9,10,7,11,8,30,0,12317.txt
23,3,3,2,3,10,0,0,0,2,2,2,2,2,2,23,22,6,10,17,20,20,1,1,1,14,27,22,24,28,3,19,21,21,21,1,20,25,4,4,27,5,25,20,29,12,8,5,5,9,4,8,3,0,12319.txt
23,11,19,27,3,1,0,0,0,1,8,23,9,1,18,5,4,15,5,10,10,8,29,10,29,0,0,12,0,0,0,6,6,6,7,12,2,2,11,11,12,26,22,20,11,12,23,6,7,19,0,11,21,0,12321.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,4,1,1,1,12323.txt
23,0,3,2,0,4,6,6,7,0,14,0,13,28,26,25,0,22,0,25,0,6,9,21,27,18,26,19,14,14,0,22,29,30,15,19,12,23,22,25,7,15,6,6,0,13,4,12,13,4,22,12,15,15,12325.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,9,8,9,8,6,1,12,6,3,3,7,15,6,6,16,6,5,11,12,5,14,8,30,8,12327.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12329.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,4,1,1,1,12332.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,0,0,0,0,0,1,12,6,3,3,4,3,4,4,4,12,4,5,5,4,4,3,30,0,12334.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,7,16,6,6,0,12,4,9,10,4,3,3,30,0,12338.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12340.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,7,15,6,6,0,13,0,0,0,0,0,3,6,15,12342.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,6,22,6,6,7,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,12344.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,14,22,20,18,23,2,1,1,1,0,0,0,0,0,0,8,9,8,0,1,12,6,0,0,7,15,6,6,0,12,0,0,0,0,9,3,30,0,12348.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,0,0,0,0,12,0,12,6,0,0,7,15,6,6,0,12,0,0,0,0,9,3,6,0,12349.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,0,0,0,0,0,1,12,6,0,0,7,15,6,6,0,12,0,0,0,0,4,3,30,0,12352.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,0,22,13,18,0,0,12,6,0,0,3,18,3,3,17,12,0,0,0,0,9,3,30,0,12354.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,5,0,0,0,0,0,12,6,0,0,7,15,6,6,16,12,0,0,0,0,22,8,30,0,12356.txt
23,0,3,20,0,4,6,6,7,0,14,0,13,0,0,20,0,20,0,25,0,6,29,10,29,11,9,19,9,9,0,13,29,29,14,12,12,6,12,25,7,15,6,6,0,12,5,9,10,5,3,3,30,0,12358.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,29,15,4,18,19,7,8,9,8,7,1,12,6,3,3,7,15,6,6,0,12,27,5,5,21,4,3,8,19,12361.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,19,15,12,15,7,12,12,6,21,20,7,15,6,6,16,12,2,9,10,12,6,8,30,0,12363.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,0,13,13,17,14,0,13,4,0,0,7,0,6,6,0,12,0,0,0,0,0,3,30,0,12364.txt
23,0,3,20,0,4,6,6,7,0,14,0,13,0,0,20,0,20,0,25,0,6,22,24,3,3,3,0,3,3,0,5,5,5,5,0,3,3,0,0,25,15,14,15,0,9,0,0,0,0,9,2,2,13,12366.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,12368.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,5,0,0,0,0,3,12,6,11,11,7,15,6,6,7,12,4,6,7,7,0,8,30,0,12372.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,3,0,0,0,7,1,12,6,26,9,7,15,6,6,6,12,4,5,5,7,4,3,30,0,12375.txt
15,3,3,2,3,18,1,23,1,2,2,2,2,2,2,5,4,13,5,1,16,14,1,1,1,14,27,22,24,28,0,8,9,8,0,1,2,2,3,3,2,5,2,2,11,25,7,5,5,4,4,15,0,6,12377.txt
23,0,3,20,0,4,0,0,0,0,14,0,13,0,0,20,0,20,0,25,0,6,29,10,29,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,7,15,6,6,0,12,0,0,0,0,9,3,30,0,12381.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,5,0,0,0,0,1,12,6,0,0,7,15,6,6,16,12,0,0,0,0,3,8,30,0,12384.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,6,22,6,6,7,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,12386.txt
26,4,17,10,10,14,23,4,13,7,1,1,1,1,1,1,1,1,1,19,22,17,5,5,5,0,0,5,0,0,0,0,0,0,0,6,30,2,0,0,2,1,2,2,23,13,0,0,0,0,22,12,9,15,12388.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,4,1,1,1,12389.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,3,16,14,14,21,1,12,6,3,3,7,15,6,6,7,12,8,5,5,9,4,8,30,0,12391.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,5,5,5,2,17,0,2,2,0,3,3,3,0,0,12,23,0,0,7,15,6,6,0,13,0,0,0,0,0,16,0,15,12394.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12396.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,10,8,9,8,7,1,12,6,3,3,7,15,6,6,0,12,28,5,5,22,4,3,30,4,12399.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,19,15,12,15,4,2,12,4,0,0,7,15,6,6,16,12,0,0,0,0,1,8,30,0,12402.txt
15,3,15,30,3,2,3,24,18,2,2,8,2,2,2,2,22,6,12,29,18,20,4,4,9,14,25,27,27,26,10,26,16,21,24,3,19,24,25,25,30,27,25,20,26,28,11,16,16,20,14,27,16,0,12404.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,7,15,6,6,0,12,0,0,0,0,0,12,0,0,12405.txt
17,0,0,2,4,4,0,0,0,4,0,16,14,28,26,25,6,22,6,6,7,0,1,1,1,14,8,15,17,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,12407.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,27,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,12409.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,14,27,22,24,28,17,4,4,4,4,2,12,6,2,2,7,15,6,6,16,12,3,3,3,3,1,29,21,0,12411.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,9,21,27,0,0,0,0,0,0,0,0,0,0,0,12,4,3,3,7,15,6,6,0,13,4,12,13,4,21,12,9,15,12413.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,5,8,9,8,7,1,12,6,3,3,7,15,6,6,7,12,4,2,2,7,9,3,30,0,12415.txt
23,0,3,2,0,10,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,4,1,1,1,12418.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,19,19,23,23,21,1,3,3,28,20,7,0,6,6,16,5,15,18,21,12,8,27,16,7,12420.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,6,22,6,6,7,6,1,1,1,14,27,22,24,28,19,28,23,23,0,1,12,6,0,0,4,3,4,4,4,5,0,0,0,0,3,27,4,7,12422.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,0,0,0,0,15,0,12,6,0,0,3,18,3,3,17,9,0,0,0,0,9,27,7,0,12424.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,1,1,1,12426.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,2,9,0,10,2,19,3,3,3,0,0,12,6,0,0,7,15,6,6,16,12,0,0,0,0,0,8,30,0,12428.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12431.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,1,1,1,14,27,22,24,28,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,15,2,10,11,12,25,10,30,9,12434.txt
23,0,3,2,0,4,0,0,0,0,14,0,13,28,26,25,0,22,0,25,0,6,29,10,29,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,7,15,6,6,0,12,0,0,0,0,9,3,30,0,12436.txt
