0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,filename
6,30,25,29,2,20,7,23,6,25,14,12,30,27,11,17,3,20,29,3,20,27,18,17,19,18,29,4,25,27,30,27,16,28,24,26,1,1,24,1,5,28,5,3,20,1,1,1,1,1,2,1,30,1,30,1,1,10,19,28,1,27,1,1,19,8,11,24,15161.txt
12,2,3,29,2,8,24,8,17,13,6,29,8,30,17,18,24,15,18,19,15,17,18,19,8,13,11,20,21,23,27,4,16,19,24,1,6,6,1,13,3,3,3,3,7,5,5,5,5,5,27,5,4,25,4,16,9,4,4,11,14,10,12,25,28,18,23,15,15163.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,10,27,7,28,29,26,23,26,20,9,7,8,8,0,6,6,6,6,6,1,7,0,0,27,23,30,0,0,4,5,29,5,5,4,17,0,0,15165.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,10,19,23,19,25,19,4,13,29,30,4,30,6,3,25,29,0,18,0,7,3,17,14,4,15166.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,7,6,6,6,6,6,17,7,0,23,4,24,17,0,0,8,27,11,25,25,4,7,14,4,15169.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,27,3,27,15,3,9,7,8,8,0,15,13,15,15,3,6,3,2,4,2,24,21,27,27,18,11,17,15,20,0,7,14,6,15170.txt
0,0,0,0,0,4,9,7,0,0,27,0,0,0,0,2,2,2,2,2,0,0,30,30,23,4,26,12,16,28,8,2,2,2,2,18,18,19,20,29,2,2,2,2,28,17,16,19,19,29,17,13,29,5,28,14,28,18,10,13,27,27,25,7,23,6,22,9,15172.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,10,27,7,28,27,12,27,3,23,0,0,0,0,0,15,13,15,15,3,5,3,2,10,2,14,27,27,27,13,11,17,21,13,0,7,14,4,15175.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,4,22,27,18,28,2,2,2,11,10,16,20,30,18,10,12,10,14,14,3,6,3,2,17,2,23,30,10,13,28,11,17,21,13,20,6,0,0,15176.txt
0,2,3,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,13,14,13,13,9,17,21,15,19,8,30,28,24,19,18,0,27,24,27,21,3,3,3,3,7,3,3,3,3,8,14,8,9,7,25,6,3,28,2,16,30,11,19,20,17,27,28,8,15180.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,7,17,27,19,25,19,17,13,3,17,4,30,6,3,29,9,0,21,0,6,3,17,14,6,15181.txt
0,0,0,0,3,0,9,29,8,0,27,0,0,0,0,7,7,6,5,11,10,9,8,8,10,9,26,12,12,28,11,12,8,9,9,29,26,23,26,20,9,7,8,8,3,6,6,6,6,6,13,7,0,15,14,6,10,0,0,16,5,11,5,5,0,7,27,26,15183.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,2,2,2,2,2,0,0,30,30,23,29,26,12,29,28,8,2,2,2,2,18,29,20,11,25,2,2,2,2,3,6,6,6,6,6,17,7,0,11,27,17,15,0,0,15,5,2,5,5,3,17,7,26,15188.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,29,26,23,26,20,9,7,8,8,7,19,15,19,17,19,17,13,3,17,4,2,30,3,9,3,27,11,25,7,3,17,0,0,15192.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,12,0,0,30,30,23,29,26,8,29,28,4,10,27,7,28,7,29,8,11,2,0,0,0,0,0,15,13,15,15,21,6,27,8,0,9,23,30,27,27,6,19,17,15,13,0,7,0,0,15193.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,4,6,7,6,6,7,17,7,0,25,4,29,17,24,0,18,8,18,8,10,5,17,14,10,15196.txt
0,0,0,6,3,0,9,29,8,2,24,4,4,4,4,7,26,8,10,11,4,3,3,3,3,9,4,29,9,18,11,22,6,18,7,0,27,24,27,21,9,7,8,8,0,6,7,6,6,7,6,0,0,0,4,30,3,26,0,13,25,11,28,8,0,7,27,4,15197.txt
0,0,0,0,3,0,9,29,0,27,27,25,0,23,0,8,0,0,0,11,0,0,30,30,23,29,8,0,29,13,0,10,27,7,28,29,26,23,26,20,9,7,8,8,10,2,2,2,2,2,17,2,11,2,4,2,2,12,29,0,2,0,2,2,4,17,14,4,15199.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,6,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,2,1,10,1,11,1,1,20,13,0,1,12,1,1,23,7,4,3,15202.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,15,22,27,18,28,29,26,23,26,20,9,7,8,8,7,5,5,5,5,5,17,5,4,7,4,23,30,4,4,4,0,11,0,7,3,17,0,0,15204.txt
0,0,0,0,0,0,4,9,3,0,2,2,21,2,27,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,0,27,24,27,21,9,7,8,8,10,17,4,19,4,19,17,13,3,30,4,23,30,12,3,13,0,11,0,8,3,6,0,0,15207.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,7,17,8,11,27,9,7,8,8,10,18,27,19,25,29,17,13,13,21,6,10,14,14,29,4,5,6,5,5,8,7,4,9,15208.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,0,0,0,0,7,15,13,15,15,3,17,3,2,17,2,24,27,27,27,24,11,12,3,13,0,7,14,9,15210.txt
0,0,0,0,3,0,9,29,0,0,27,0,0,0,0,8,0,0,0,11,0,0,30,30,23,29,26,0,29,28,15,10,27,7,28,29,26,23,26,20,9,7,8,8,0,6,7,6,6,7,6,7,0,14,4,9,6,25,0,3,0,0,0,6,5,3,14,26,15212.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15214.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,0,27,24,27,21,9,7,8,8,7,2,2,2,2,2,17,2,24,2,7,2,2,27,27,4,2,11,2,2,0,7,0,0,15215.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,0,29,28,11,0,27,0,28,4,4,4,4,10,9,7,8,8,0,6,6,6,6,6,1,7,0,0,3,23,30,0,0,4,5,6,5,5,0,7,0,0,15217.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,5,29,5,14,27,9,7,8,8,10,17,16,19,19,29,14,13,27,15,28,6,6,14,10,4,5,21,5,5,5,17,5,10,15219.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,2,1,6,1,7,1,1,27,27,4,1,11,1,1,0,7,0,0,15222.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,4,1,28,1,1,4,4,4,1,12,1,1,3,17,4,3,15223.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,2,2,2,2,2,17,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,15227.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,29,26,23,26,20,9,7,8,8,7,2,2,2,2,2,17,2,3,2,4,2,2,3,9,3,2,11,2,2,3,17,14,4,15230.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,0,0,0,0,7,6,7,6,6,7,17,6,14,10,0,8,17,15,20,4,27,9,25,8,0,7,14,4,15231.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,0,0,0,0,7,15,13,15,15,8,2,8,10,5,11,8,14,27,27,16,30,11,19,13,0,7,4,9,15235.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,10,18,4,19,4,29,14,13,3,30,4,8,28,3,3,16,0,11,0,7,3,7,14,3,15236.txt
1,15,3,29,1,12,25,11,14,8,15,12,16,21,17,1,1,1,14,1,22,18,16,13,20,13,16,11,15,17,16,1,11,29,6,2,2,2,2,16,1,16,14,28,4,6,14,6,6,16,17,7,0,0,13,23,30,24,0,3,5,11,5,5,11,11,0,2,15238.txt
0,17,3,0,0,0,9,7,0,0,27,0,20,0,8,0,0,0,4,7,6,5,10,10,15,17,12,15,19,8,5,4,18,19,19,1,1,1,1,1,3,3,3,3,23,10,9,10,10,25,17,9,7,14,8,28,7,7,7,13,10,11,11,12,15,26,19,23,15241.txt
0,0,0,6,3,0,9,29,0,20,24,9,10,18,20,7,0,0,0,11,4,6,3,3,3,29,4,29,29,18,11,22,27,18,28,13,23,9,12,27,9,7,8,8,10,18,4,19,4,19,14,13,11,30,28,30,6,12,3,16,25,11,28,7,4,17,14,6,15243.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,4,1,4,1,1,4,4,0,1,11,1,1,3,17,0,0,15244.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,5,5,5,5,5,17,5,4,15,4,6,6,4,4,3,25,11,28,7,3,17,14,4,15246.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,7,6,5,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,7,16,8,11,10,9,7,8,8,0,6,6,6,6,6,18,7,0,4,28,23,30,0,0,13,27,11,25,8,0,7,0,0,15250.txt
0,2,1,6,0,0,9,7,0,2,24,4,4,4,4,7,0,0,0,11,24,24,1,1,1,1,25,29,1,1,26,1,23,29,10,29,26,23,26,20,1,16,26,17,0,6,6,6,6,6,6,7,0,0,3,23,30,0,0,3,5,0,5,5,4,11,0,14,15252.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,14,21,21,18,13,17,15,24,30,24,30,6,7,7,16,30,11,19,13,3,17,14,6,15254.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,8,6,7,6,6,7,6,7,0,0,4,23,30,0,0,28,5,11,5,5,11,17,0,0,15257.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,8,12,27,9,28,17,18,19,19,14,9,7,8,8,10,19,18,19,21,19,25,13,11,27,27,29,28,14,12,28,27,11,25,25,10,17,22,6,15258.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,0,27,24,27,21,9,7,8,8,0,6,6,6,6,6,1,7,0,0,4,23,30,0,0,3,5,11,5,5,3,17,0,0,15260.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,0,27,0,28,2,2,2,2,10,9,7,8,8,0,6,7,6,6,7,6,7,0,30,6,23,30,25,0,3,0,11,0,8,3,17,0,0,15262.txt
26,2,3,15,1,12,2,2,13,23,6,29,24,30,16,1,1,1,14,1,24,24,1,1,1,28,25,9,1,12,26,1,23,29,1,29,26,23,26,20,4,1,1,17,0,15,13,15,15,21,6,27,8,28,9,17,9,27,27,7,19,11,15,13,14,11,14,14,15265.txt
0,2,3,29,1,14,24,11,13,29,6,29,1,30,26,29,11,9,19,16,22,18,16,13,20,20,25,9,15,23,26,7,23,30,18,5,16,5,16,10,20,16,12,17,19,18,23,18,25,4,6,20,13,7,13,23,30,14,29,4,21,8,4,4,12,13,28,17,15268.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,18,15,19,2,7,9,7,8,8,10,19,16,19,19,29,17,13,13,13,6,24,27,18,10,4,27,21,25,7,10,17,5,0,15269.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,10,2,2,2,2,2,17,2,11,2,4,24,2,3,3,23,2,21,2,2,17,17,16,6,15270.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15272.txt
0,15,5,0,22,0,4,9,3,0,19,28,21,2,27,7,7,6,5,11,24,24,1,1,1,28,10,8,1,12,20,30,17,11,23,29,26,23,26,20,17,26,19,22,4,6,14,6,6,16,14,7,0,8,4,9,8,25,0,27,24,11,27,6,4,27,14,30,15274.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,7,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,2,2,2,11,10,9,7,8,8,0,6,6,6,6,6,6,7,0,7,14,24,14,0,0,4,5,2,5,5,5,17,5,3,15277.txt
0,0,5,0,0,0,9,7,0,0,27,0,0,0,0,14,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,23,18,20,20,26,9,7,8,8,15,13,29,23,28,15,17,17,23,18,25,13,11,7,7,28,30,11,19,13,5,17,7,6,15279.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,0,6,6,6,6,6,6,7,0,4,28,23,30,0,0,4,5,11,5,5,4,17,0,0,15281.txt
0,0,0,3,0,0,9,7,0,20,24,14,18,28,24,7,0,0,0,11,7,6,7,7,5,29,22,14,29,18,10,10,27,7,28,5,29,5,11,10,0,0,0,0,0,15,13,15,15,3,6,3,2,7,2,23,30,27,27,4,3,7,15,13,0,7,0,0,15283.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,11,9,0,6,0,29,26,23,26,20,0,0,0,0,10,17,4,19,4,19,17,13,13,0,13,23,30,14,3,4,6,17,6,8,8,6,0,0,15284.txt
0,0,0,3,0,0,9,7,28,20,24,9,10,18,20,0,10,8,10,11,7,6,7,7,5,9,22,14,11,19,8,0,7,0,8,22,20,18,15,23,0,0,0,0,3,27,29,13,13,14,13,23,28,30,11,30,22,30,16,13,30,13,17,28,23,14,14,22,15286.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,6,6,6,6,6,17,7,0,15,28,6,6,0,0,3,0,11,0,7,3,17,22,4,15288.txt
0,0,0,0,0,0,9,7,8,0,27,0,0,0,0,7,7,6,5,7,11,10,9,9,11,10,26,8,9,28,11,22,6,18,7,1,1,1,1,1,9,7,8,8,8,15,13,15,15,8,4,8,6,0,7,7,3,27,27,9,12,14,16,14,8,6,6,3,15290.txt
0,0,0,0,28,0,9,29,0,0,27,0,0,0,0,15,0,0,0,12,0,0,30,30,23,29,26,15,29,28,25,22,25,18,26,7,8,8,7,7,0,0,0,0,0,2,2,2,2,2,17,2,21,2,20,24,2,27,27,18,2,17,2,2,17,7,28,6,15292.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,6,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15294.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,24,8,5,7,9,9,7,8,8,10,2,2,2,2,2,14,2,27,2,28,2,2,18,3,16,2,6,2,2,4,17,4,6,15296.txt
0,0,0,0,0,0,9,7,0,27,27,25,0,23,0,0,0,0,0,7,0,0,30,30,23,29,8,15,29,13,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15298.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,2,2,2,2,10,9,7,8,8,10,16,15,19,17,19,17,13,13,17,28,23,30,14,9,3,27,11,25,0,2,17,0,0,15300.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,27,3,27,15,3,0,0,0,0,10,2,2,2,2,2,17,2,3,2,22,2,2,3,3,18,2,13,2,2,26,7,14,6,15302.txt
0,0,0,0,0,0,9,7,8,3,24,14,17,9,24,0,7,6,5,11,10,9,8,8,10,9,26,12,10,28,11,0,7,0,8,2,2,2,2,10,9,7,8,8,0,15,13,15,15,8,6,8,25,0,7,23,30,27,27,4,30,11,19,14,23,7,0,0,15305.txt
0,0,0,0,0,0,9,7,0,27,27,25,0,23,0,24,0,0,0,7,0,0,30,30,23,29,8,15,29,13,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,11,11,12,12,8,4,8,10,7,11,6,6,8,8,7,12,0,16,13,4,17,4,26,15308.txt
0,0,0,0,0,0,9,7,8,0,27,0,0,0,0,7,7,6,5,11,11,10,9,9,28,10,26,12,9,28,11,0,6,0,7,17,16,19,25,26,9,7,8,8,21,17,16,18,19,29,29,20,27,23,6,24,20,12,10,6,27,21,25,25,17,17,4,11,15310.txt
0,2,27,0,0,0,9,7,0,0,27,0,0,0,0,14,0,0,0,7,13,14,12,12,9,11,12,15,13,14,18,14,15,5,12,22,3,13,15,3,3,12,3,3,7,2,2,2,2,2,17,2,14,2,22,28,2,15,20,13,2,11,2,2,18,18,23,15,15311.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,12,29,28,15,22,27,18,28,29,26,23,26,20,9,7,8,8,0,6,7,6,6,7,17,7,0,8,14,6,6,24,0,4,5,11,5,5,3,17,14,10,15316.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,10,15,13,15,15,8,6,8,24,30,7,30,6,27,27,8,12,11,16,13,3,17,14,4,15317.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15320.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,11,0,0,30,30,23,29,26,0,29,28,11,10,27,7,28,29,26,23,26,20,9,7,8,8,0,6,6,6,6,6,6,7,0,0,4,23,30,0,0,4,5,11,5,5,3,17,0,0,15321.txt
10,30,25,29,4,14,19,21,18,7,14,30,6,25,22,19,25,20,29,13,25,15,4,4,17,18,21,17,25,27,20,29,17,28,24,25,25,26,29,4,28,22,25,27,16,26,26,29,30,22,22,28,30,12,19,16,16,17,30,5,19,23,15,18,28,8,23,24,15322.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,0,27,0,28,0,0,0,0,0,9,7,8,8,0,6,7,6,6,7,6,7,0,0,4,23,30,0,0,3,5,11,5,5,3,17,0,0,15326.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,15,22,27,18,28,7,29,8,11,10,0,0,0,0,0,6,7,6,6,7,6,19,14,25,27,24,14,15,26,24,5,29,5,5,23,7,4,0,15328.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,7,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,0,27,24,27,21,9,7,8,8,4,6,6,6,6,6,13,7,0,15,4,6,6,0,0,13,8,11,8,10,4,17,14,3,15332.txt
12,2,1,15,2,12,22,18,13,8,6,29,7,30,16,21,3,14,1,3,15,17,16,13,8,12,25,9,3,4,26,4,23,23,10,1,1,1,1,1,3,3,3,3,8,5,5,5,5,5,27,5,4,5,28,10,9,4,4,4,5,12,5,5,13,11,17,14,15334.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,12,27,9,28,12,12,13,3,23,0,0,0,0,0,6,6,6,6,6,4,19,14,8,3,30,22,15,5,4,5,0,5,5,0,7,14,10,15335.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,12,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,0,6,6,6,6,6,2,7,0,5,4,8,5,0,0,0,5,11,5,5,3,22,14,4,15337.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,11,0,27,0,28,7,18,8,11,7,9,7,8,8,3,6,7,6,6,7,5,7,0,27,27,29,28,25,0,19,0,29,0,7,4,17,4,10,15338.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,6,6,6,6,6,13,7,0,15,28,6,6,0,0,16,0,12,0,7,3,7,4,9,15340.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,11,0,0,30,30,23,29,26,12,29,28,8,22,27,18,28,29,26,23,26,20,9,7,8,8,4,6,7,6,6,7,13,7,0,8,4,30,6,25,0,3,0,11,0,7,4,17,14,4,15342.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,0,1,4,1,1,0,0,0,1,11,1,1,13,17,16,0,15345.txt
0,0,0,6,0,0,9,7,0,5,24,9,10,18,20,23,4,22,22,6,7,23,7,7,30,29,22,15,29,6,11,2,2,2,11,1,1,1,1,1,12,2,13,2,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15349.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,7,0,0,0,21,0,0,30,30,23,29,26,15,29,28,8,22,27,18,28,22,12,18,15,23,0,0,0,0,15,6,6,6,6,6,10,6,14,23,27,14,27,15,26,2,13,13,25,7,7,7,9,26,15351.txt
0,0,0,6,0,0,9,7,0,5,24,9,10,18,20,0,0,0,0,7,7,8,7,7,16,29,22,15,29,6,8,22,27,18,28,1,1,1,1,1,0,0,0,0,29,21,21,21,18,3,17,3,2,18,2,13,15,7,7,8,11,27,3,13,7,4,4,4,15353.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15355.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,29,26,23,26,20,9,7,8,8,4,6,7,6,6,7,17,7,0,11,4,14,28,24,23,13,27,3,25,7,3,17,14,10,15357.txt
12,2,3,0,0,0,3,3,1,0,27,0,0,0,0,0,0,0,0,7,6,5,10,10,7,11,25,1,13,14,26,21,23,14,12,1,1,1,1,1,3,3,3,3,7,2,2,2,2,2,27,2,4,2,4,2,2,4,4,23,2,11,2,2,17,2,16,8,15359.txt
0,0,0,0,0,0,9,7,0,27,27,25,0,23,0,0,0,0,0,7,0,0,30,30,23,29,8,15,29,13,0,22,27,18,28,29,26,23,26,20,9,7,8,8,7,26,26,29,30,3,23,3,1,5,1,14,11,1,1,1,11,1,3,3,1,1,1,1,15361.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,9,7,8,8,7,6,6,6,6,6,13,7,0,15,28,6,22,0,0,13,0,11,0,7,0,7,14,4,15363.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15365.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,11,22,27,18,28,1,1,1,1,1,0,0,0,0,7,21,21,14,14,3,17,3,2,5,2,14,15,22,15,13,11,17,3,13,3,7,14,4,15367.txt
0,0,0,0,0,0,9,7,0,0,27,0,0,0,0,0,0,0,0,7,0,0,30,30,23,29,26,15,29,28,0,22,27,18,28,1,1,1,1,1,9,7,8,8,7,10,9,10,10,13,2,9,7,15,8,6,6,9,15,3,10,11,11,12,3,17,14,5,15369.txt
