0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,filename
26,14,23,15,28,24,22,28,29,28,27,16,29,30,28,28,30,26,27,30,25,27,27,27,14179.txt
25,23,17,15,28,24,22,30,27,21,20,16,26,23,28,27,25,25,27,24,24,25,28,21,14180.txt
7,14,17,15,29,24,22,30,28,26,20,26,27,30,28,28,23,26,27,24,25,28,27,21,14182.txt
7,14,23,15,29,24,22,30,28,26,30,21,27,25,28,28,23,26,27,30,25,28,27,26,14185.txt
7,14,23,23,29,24,22,30,29,26,26,26,27,25,28,28,23,26,27,30,25,25,27,28,14188.txt
7,14,17,15,29,24,22,28,22,26,20,26,27,30,28,28,29,26,27,24,25,28,26,21,14189.txt
7,14,17,15,28,24,22,30,28,26,20,16,29,30,28,28,23,26,27,24,25,25,27,21,14191.txt
6,6,9,8,12,1,1,28,18,17,29,21,27,14,28,28,26,26,27,28,25,28,27,25,14194.txt
7,23,17,15,28,24,22,28,29,21,20,16,26,14,28,27,23,26,27,24,25,25,27,25,14195.txt
7,14,17,15,29,24,22,30,28,29,25,30,27,25,28,30,28,26,27,24,25,25,27,25,14197.txt
7,23,17,15,28,24,22,28,22,21,26,16,26,25,28,27,23,26,27,24,25,28,27,25,14199.txt
7,14,17,15,28,24,22,30,28,21,20,16,26,27,28,27,23,26,27,24,25,25,28,21,14202.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,28,23,26,27,24,22,25,27,21,14203.txt
7,23,17,15,28,24,22,28,29,21,25,16,26,27,28,27,30,21,25,24,26,25,26,27,14207.txt
7,14,23,23,29,24,22,28,27,30,27,21,27,14,28,29,30,26,25,28,25,27,26,25,14208.txt
7,23,17,15,28,24,22,28,30,21,27,16,26,23,28,27,29,26,25,24,25,28,26,25,14211.txt
7,14,23,15,29,24,22,30,29,30,26,21,27,25,28,28,30,26,25,18,25,21,20,21,14213.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14214.txt
7,14,17,23,28,24,22,28,29,28,30,23,29,25,28,27,23,26,27,24,25,25,27,26,14216.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,27,28,29,23,26,27,24,25,25,27,21,14218.txt
7,23,17,27,1,24,12,11,11,11,11,8,7,9,18,13,12,16,16,15,1,1,1,1,14221.txt
26,14,17,15,28,24,22,28,29,28,27,16,29,25,28,29,29,26,27,24,25,27,26,25,14223.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,28,30,26,27,24,25,25,28,21,14225.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14227.txt
25,23,21,23,28,24,22,28,27,21,26,16,23,14,28,27,29,25,25,29,29,27,27,25,14229.txt
7,14,17,15,29,24,22,30,28,26,20,21,27,30,28,28,23,26,27,24,25,28,27,21,14231.txt
7,14,23,15,28,24,22,30,28,30,26,26,27,25,28,28,30,26,27,30,25,29,26,25,14233.txt
25,23,17,15,28,24,22,30,27,21,20,16,26,23,28,27,23,25,27,24,24,28,27,21,14234.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,28,28,27,30,26,27,24,25,27,26,21,14236.txt
7,14,17,15,28,24,22,30,22,21,27,16,26,23,28,27,30,26,27,24,25,27,27,21,14238.txt
7,14,17,15,29,24,22,28,28,30,25,30,27,30,28,29,28,26,25,27,25,29,26,21,14241.txt
7,23,17,15,27,24,22,30,30,30,25,30,27,25,28,28,28,26,27,27,25,29,26,21,14243.txt
7,14,17,15,28,24,22,28,29,28,27,25,29,25,28,27,23,26,27,24,25,25,27,25,14245.txt
7,14,17,15,29,24,22,28,28,26,20,21,27,30,28,28,23,26,27,30,25,28,27,25,14246.txt
7,14,17,15,28,24,22,30,28,21,20,24,26,28,28,27,23,26,27,24,25,25,27,25,14248.txt
7,14,17,15,28,24,22,28,29,28,20,26,27,30,28,29,23,26,27,24,25,28,27,21,14251.txt
2,5,23,15,28,3,11,6,6,6,6,5,26,25,28,27,23,26,27,28,22,28,27,7,14252.txt
7,23,17,15,28,24,22,28,22,21,20,16,26,24,28,27,23,26,27,24,22,25,27,25,14255.txt
7,14,23,23,28,24,22,28,29,21,26,16,26,14,28,27,30,26,27,29,25,28,27,25,14257.txt
7,23,17,15,28,24,22,30,29,21,20,16,26,23,28,27,23,25,27,24,24,25,27,21,14259.txt
7,14,17,15,30,24,22,28,22,28,20,26,27,30,28,30,30,26,27,24,25,25,27,21,14261.txt
26,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,29,26,27,24,25,25,27,21,14263.txt
7,14,23,15,28,24,22,28,29,21,20,16,26,28,28,27,30,26,27,28,22,27,26,25,14265.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,28,28,27,23,26,27,24,25,25,27,21,14267.txt
25,14,17,15,28,24,22,28,29,21,26,16,26,23,28,27,23,26,27,24,25,28,27,21,14270.txt
7,6,9,8,12,17,18,26,18,17,22,19,18,14,30,21,26,26,21,23,25,23,22,23,14272.txt
25,14,17,15,28,24,22,30,27,21,20,16,26,23,28,27,29,21,27,24,24,28,26,21,14274.txt
29,14,17,15,28,24,22,28,22,30,20,16,29,30,28,28,29,26,25,24,25,30,26,21,14276.txt
7,23,17,15,26,10,14,16,13,13,13,10,9,11,21,10,10,10,10,10,10,16,14,14,14277.txt
7,14,17,15,28,24,22,28,22,26,20,26,27,30,28,28,23,26,27,24,25,25,27,21,14280.txt
25,14,17,15,28,24,22,30,29,21,30,16,26,23,28,27,23,26,27,24,25,28,27,21,14282.txt
7,14,17,15,28,24,22,28,28,28,20,16,29,30,28,28,30,26,27,24,25,27,26,21,14284.txt
25,14,17,15,28,24,22,28,22,21,20,16,24,23,28,27,23,26,27,24,24,28,27,25,14286.txt
7,14,23,15,28,24,22,28,22,26,27,16,29,25,28,28,23,26,27,30,25,25,28,25,14288.txt
7,14,17,15,28,24,22,30,28,26,20,16,29,30,28,28,23,26,27,24,25,28,27,21,14290.txt
7,14,17,15,28,24,22,30,27,21,20,16,26,28,28,27,23,26,27,24,22,25,28,25,14292.txt
7,14,23,15,30,24,22,28,29,26,26,21,27,25,28,28,23,26,27,30,25,25,27,25,14294.txt
25,14,17,15,28,24,22,28,22,21,20,16,26,23,28,29,23,26,27,24,25,28,26,21,14296.txt
7,14,17,15,30,24,22,28,22,26,20,26,27,30,28,28,23,26,27,24,25,25,28,21,14297.txt
26,14,17,15,28,24,22,28,27,21,20,16,26,30,28,27,29,26,27,24,25,30,26,21,14299.txt
7,14,17,15,28,24,22,28,29,21,27,22,26,28,28,27,23,26,27,24,25,25,27,26,14301.txt
25,14,17,15,28,24,22,28,27,21,20,16,26,23,28,27,23,26,27,24,25,25,28,21,14304.txt
26,14,17,23,28,24,22,28,29,28,26,22,29,25,28,28,30,26,25,24,25,27,27,25,14306.txt
10,11,3,27,1,7,12,11,11,11,11,8,7,9,18,13,12,16,16,15,14,12,16,15,14307.txt
7,14,23,15,29,24,22,28,27,26,27,21,27,14,28,28,30,26,27,30,25,25,27,25,14310.txt
7,14,17,15,29,24,22,28,28,29,25,30,27,30,28,29,28,26,27,26,25,28,27,21,14312.txt
7,14,17,15,28,24,22,28,29,28,20,16,29,30,28,28,23,26,27,24,25,25,27,25,14313.txt
7,23,17,15,24,24,22,30,28,30,25,30,27,25,28,29,28,26,25,26,25,30,26,25,14316.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14318.txt
7,23,17,15,22,24,22,28,27,28,25,30,29,30,28,26,25,25,27,26,26,25,27,21,14320.txt
27,23,25,22,25,30,22,28,22,21,20,16,22,23,28,27,30,25,27,24,29,27,28,21,14322.txt
7,14,17,15,28,24,22,30,29,28,20,16,29,30,28,28,23,26,27,24,22,25,27,28,14324.txt
7,14,23,15,28,24,22,28,28,21,20,22,26,23,28,29,23,26,27,30,25,25,27,26,14326.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,30,28,29,23,26,27,24,25,28,27,21,14328.txt
7,14,17,15,28,24,22,28,28,21,27,16,26,25,28,27,30,26,27,24,25,25,27,25,14329.txt
7,14,17,15,28,24,22,30,29,21,20,16,26,23,28,27,23,26,27,24,25,27,27,21,14331.txt
7,14,17,15,30,24,22,30,28,26,20,21,27,30,28,28,23,26,27,24,22,25,28,21,14333.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14335.txt
26,14,17,15,28,24,22,30,28,21,20,16,26,28,28,27,29,26,27,24,29,29,26,21,14337.txt
26,14,17,15,28,24,22,28,28,21,20,16,26,14,28,27,30,26,27,24,25,25,27,25,14339.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,24,28,27,23,26,27,24,22,25,27,21,14341.txt
7,14,17,15,28,24,22,28,27,21,20,16,26,23,28,27,23,26,27,24,25,28,28,21,14343.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,28,28,29,30,26,27,24,25,25,27,25,14345.txt
7,14,17,15,28,24,22,28,28,28,20,16,29,30,28,28,23,26,27,24,25,25,27,21,14347.txt
25,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,25,28,27,21,14349.txt
26,14,17,15,28,24,22,30,27,28,20,16,29,30,28,28,29,26,25,24,25,27,26,21,14352.txt
25,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,28,28,21,14353.txt
7,14,17,15,28,24,22,30,28,28,25,16,29,30,28,27,30,26,27,24,25,29,27,21,14356.txt
25,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,21,27,24,24,25,27,21,14360.txt
7,14,23,15,28,24,22,30,28,28,20,16,29,14,28,28,29,26,27,29,22,29,26,25,14362.txt
7,23,17,15,28,24,22,28,29,21,27,16,26,25,28,27,29,26,27,24,25,25,27,21,14364.txt
24,23,25,29,22,30,22,30,28,21,27,16,20,23,28,27,25,28,27,24,24,25,27,25,14366.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,28,28,27,30,26,27,24,25,25,27,21,14368.txt
26,6,9,8,12,17,18,30,18,17,27,16,29,14,28,28,29,26,27,28,25,27,27,25,14370.txt
7,14,17,15,28,24,22,30,27,30,20,21,27,30,28,28,30,26,27,24,22,27,26,21,14372.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,29,23,26,27,24,25,25,27,21,14373.txt
7,14,17,15,28,24,22,28,29,30,20,16,29,30,28,28,30,26,27,24,25,25,27,26,14375.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,30,26,27,24,25,25,27,21,14377.txt
7,14,23,15,28,24,22,28,28,21,20,16,26,23,28,27,23,26,27,30,25,28,28,25,14379.txt
7,14,17,15,30,24,22,28,22,26,20,21,27,30,28,28,30,26,27,24,25,28,27,21,14382.txt
29,14,17,15,28,24,22,28,27,21,20,16,26,28,28,27,29,26,27,24,25,25,27,21,14385.txt
25,14,25,15,28,24,22,28,22,21,20,16,23,23,28,27,23,21,27,24,24,25,27,21,14387.txt
7,14,17,15,28,24,22,30,29,21,20,16,26,23,28,29,23,26,27,24,25,28,27,21,14389.txt
26,14,17,15,28,24,22,28,28,28,20,16,29,30,28,29,29,26,29,24,25,29,26,21,14391.txt
26,14,17,15,26,24,22,28,28,26,25,30,27,30,28,29,28,26,27,24,25,29,26,21,14393.txt
7,14,17,23,28,24,22,30,27,21,26,16,26,25,28,27,23,26,27,24,25,25,27,21,14396.txt
7,14,17,15,29,24,22,28,22,30,20,21,27,30,28,28,30,26,25,24,25,27,26,21,14397.txt
25,14,29,15,28,24,22,28,29,21,26,16,23,23,28,27,23,26,27,30,24,28,27,25,14399.txt
7,14,17,15,28,24,22,30,22,21,20,16,26,23,28,27,23,26,27,24,25,25,28,21,14401.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,28,28,29,23,26,27,24,25,25,28,21,14403.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,28,28,27,23,26,27,24,25,25,28,21,14406.txt
25,23,17,15,28,24,22,28,22,21,20,16,26,15,28,27,23,26,27,24,24,25,28,25,14407.txt
25,14,17,15,28,24,22,30,28,21,20,16,26,23,28,27,30,26,27,24,25,28,26,21,14409.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,29,26,27,24,22,25,28,21,14411.txt
7,14,17,15,30,24,22,28,27,26,20,21,27,30,28,29,23,26,27,24,25,28,27,21,14413.txt
26,23,17,15,29,24,22,28,27,27,25,30,27,30,28,26,27,26,25,26,29,30,26,21,14416.txt
7,14,17,15,28,24,22,28,29,21,27,16,26,23,28,27,23,26,25,30,22,25,27,21,14418.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,27,28,27,30,26,27,24,25,27,27,21,14420.txt
25,14,17,15,28,24,22,28,27,21,20,16,26,23,28,27,23,26,27,24,22,28,27,21,14422.txt
7,14,17,15,29,24,22,30,29,26,20,26,27,30,28,28,23,26,27,24,25,25,26,21,14423.txt
7,14,23,23,28,24,22,30,29,21,26,22,26,14,28,27,26,26,27,28,25,25,27,25,14426.txt
7,14,17,15,28,24,22,28,29,21,26,16,26,25,28,27,23,26,27,24,25,25,27,25,14428.txt
7,14,23,15,28,24,22,28,29,21,26,16,26,23,28,27,23,26,27,29,25,25,27,25,14430.txt
7,14,23,15,28,24,22,30,28,28,20,16,29,30,28,28,29,26,25,29,22,29,26,21,14432.txt
29,14,17,15,28,24,22,30,30,28,26,16,29,25,28,28,29,26,25,24,25,28,26,29,14434.txt
7,14,17,15,30,24,22,30,22,30,27,26,27,25,28,28,30,26,27,24,22,27,27,21,14436.txt
25,23,23,15,28,24,22,28,22,21,26,16,26,23,28,29,30,26,27,29,24,25,28,25,14438.txt
7,14,17,15,28,24,22,30,22,21,20,16,26,28,28,27,23,26,27,24,25,25,28,21,14439.txt
7,23,23,23,28,24,22,28,28,21,26,16,26,23,28,27,23,26,27,30,25,25,27,25,14441.txt
7,14,23,15,28,24,22,30,22,21,27,16,26,23,28,27,30,26,27,29,25,25,27,25,14445.txt
7,23,17,15,28,24,22,28,28,21,20,16,26,23,28,29,30,26,27,24,25,29,27,21,14447.txt
7,14,17,15,28,24,22,28,29,21,27,16,26,23,28,27,23,26,27,30,25,25,27,25,14449.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,29,23,26,27,24,25,25,27,21,14450.txt
25,23,25,15,28,24,22,28,30,21,20,16,23,23,28,29,23,25,27,24,24,28,26,21,14453.txt
7,23,17,15,22,24,22,30,28,21,25,30,26,24,28,27,25,28,27,26,24,25,26,25,14454.txt
7,14,17,15,28,24,22,30,28,28,20,16,29,30,28,28,23,26,27,24,22,25,28,21,14456.txt
7,14,17,15,29,24,22,28,27,26,20,26,27,30,28,28,23,26,27,24,25,28,27,21,14458.txt
28,25,17,26,19,27,25,21,25,24,18,14,16,30,24,15,15,13,30,12,27,10,10,9,14461.txt
7,14,17,15,28,24,22,30,22,21,20,16,26,23,28,29,29,26,27,24,25,27,28,21,14462.txt
26,14,23,15,29,24,22,30,28,30,27,21,27,25,28,28,29,26,27,30,22,29,26,28,14464.txt
7,14,23,15,28,24,22,28,22,28,20,16,29,14,28,29,23,26,27,30,25,25,27,25,14466.txt
7,14,17,15,28,24,22,28,22,28,20,16,28,30,28,27,23,26,27,24,25,25,28,21,14469.txt
25,14,17,15,28,24,22,30,22,21,20,16,26,23,28,27,29,26,25,24,25,27,26,21,14471.txt
7,23,23,23,28,24,22,28,29,28,26,22,29,14,28,28,30,26,27,29,25,25,27,25,14472.txt
7,14,17,15,28,24,22,28,27,21,20,16,26,23,28,27,29,26,27,24,25,28,26,21,14475.txt
7,14,17,15,28,24,22,30,27,28,20,16,29,30,28,28,29,26,25,24,25,27,28,25,14477.txt
7,14,23,15,28,24,22,28,22,21,27,16,26,14,28,27,23,26,27,29,25,28,27,25,14478.txt
25,23,23,15,28,24,22,28,29,21,27,16,23,23,28,27,23,25,27,30,24,25,27,25,14481.txt
7,6,9,8,12,17,18,30,18,17,26,26,27,14,28,27,26,26,27,28,25,25,27,25,14483.txt
7,6,9,8,12,17,18,28,18,17,20,16,26,15,28,27,23,26,27,30,23,28,27,25,14484.txt
7,14,23,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,29,22,25,27,25,14487.txt
7,23,17,15,28,24,22,28,28,21,20,16,26,23,28,29,30,26,27,24,24,25,27,21,14490.txt
7,23,17,15,28,24,22,30,30,28,20,16,29,30,28,28,23,26,27,24,25,25,27,21,14492.txt
7,14,17,15,28,24,22,28,22,26,20,16,29,30,28,28,23,26,27,24,25,25,28,21,14494.txt
7,14,17,15,28,24,22,28,29,28,27,16,29,25,28,29,23,26,27,30,25,25,27,25,14496.txt
7,14,17,15,29,24,22,28,22,26,20,21,27,30,28,29,23,26,27,24,25,28,28,25,14498.txt
17,14,17,15,28,24,22,28,22,21,20,16,26,28,28,27,23,26,27,24,25,28,28,21,14500.txt
7,14,17,15,28,24,22,28,22,26,20,26,27,30,28,28,23,26,27,24,25,25,27,21,14502.txt
7,14,17,15,28,24,22,30,22,26,20,21,27,30,28,28,23,26,27,24,22,28,28,21,14504.txt
7,14,17,15,28,24,22,28,28,26,27,16,29,30,28,28,23,26,27,24,25,28,27,21,14506.txt
7,14,23,23,30,24,22,30,30,30,26,26,27,14,28,28,26,26,25,28,25,25,26,25,14508.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,30,26,27,24,25,27,28,25,14509.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,29,23,26,27,24,25,25,27,21,14511.txt
7,14,17,15,30,24,22,30,28,26,26,26,27,25,28,28,23,26,27,30,22,28,27,25,14514.txt
7,14,17,15,28,24,22,28,29,26,20,26,27,30,28,28,23,26,27,24,25,25,27,27,14515.txt
7,14,17,15,28,24,22,28,29,21,27,16,26,25,28,27,29,26,27,24,25,27,27,25,14517.txt
7,14,17,15,28,24,22,28,28,28,20,16,29,30,28,28,30,26,27,24,25,27,26,25,14519.txt
7,14,17,15,28,24,22,30,28,28,26,22,29,25,28,28,23,26,27,24,25,25,27,26,14521.txt
26,14,17,15,28,24,22,30,27,21,20,16,26,30,28,27,29,26,25,24,25,27,26,21,14523.txt
26,14,17,15,28,24,22,28,22,28,26,16,29,25,28,28,30,26,25,24,25,27,26,25,14525.txt
7,14,17,15,29,24,22,28,22,30,20,26,27,30,28,29,29,26,25,24,25,30,26,21,14527.txt
26,14,17,15,28,24,22,30,29,21,20,22,26,28,28,27,29,26,25,24,25,30,26,25,14529.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,27,28,27,30,26,27,24,25,28,27,21,14531.txt
7,14,17,15,28,24,22,28,28,21,26,16,26,25,28,29,23,26,27,30,25,28,27,25,14534.txt
7,14,17,15,28,24,22,28,27,21,20,16,26,23,28,27,30,26,27,24,25,25,27,21,14536.txt
7,14,17,15,28,24,22,30,29,28,26,22,29,25,28,27,30,26,27,24,25,27,27,26,14538.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,28,28,27,23,26,27,24,25,25,28,21,14540.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,30,28,27,23,26,27,24,25,28,27,21,14542.txt
7,14,17,15,29,24,22,28,22,30,20,21,27,30,28,28,29,26,27,24,25,27,26,21,14544.txt
7,14,17,15,28,24,22,28,29,28,27,16,29,25,28,27,23,26,27,24,25,28,27,25,14547.txt
25,14,17,15,28,24,22,28,29,21,20,22,23,23,28,27,30,21,27,24,24,27,26,26,14548.txt
7,14,17,15,28,24,22,30,28,26,20,16,29,30,28,28,23,26,27,24,25,28,27,21,14550.txt
7,23,17,15,28,24,22,30,29,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14552.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14554.txt
7,23,17,23,28,24,22,28,22,21,26,16,26,23,28,27,23,26,27,24,25,25,28,25,14556.txt
25,14,17,15,28,24,22,30,28,21,20,16,26,23,28,27,30,26,27,24,24,29,27,21,14557.txt
13,23,17,27,1,24,12,11,11,11,11,8,7,9,18,13,12,16,16,15,14,12,16,15,14559.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,28,21,14563.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,27,28,27,30,26,27,24,25,25,27,21,14567.txt
7,23,17,15,28,24,22,28,29,21,20,16,26,27,28,29,29,26,25,24,25,30,26,21,14569.txt
7,23,17,15,28,24,22,30,28,21,26,16,26,14,28,29,23,26,27,24,25,25,27,25,14571.txt
7,14,17,15,30,24,22,28,29,30,26,21,27,25,28,29,30,26,27,24,25,27,27,25,14572.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,30,28,27,29,26,27,24,25,25,28,21,14574.txt
26,6,9,8,12,17,18,16,18,17,22,21,18,14,30,21,29,26,21,23,25,16,22,24,14577.txt
7,23,17,15,28,24,22,28,28,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14578.txt
7,14,23,15,28,24,22,28,27,28,26,16,29,25,28,27,23,26,27,30,25,25,27,25,14580.txt
7,14,17,15,28,24,22,28,22,28,20,16,26,30,28,28,30,26,27,24,25,25,28,21,14582.txt
26,14,17,15,28,24,22,28,27,21,20,16,26,23,28,27,30,26,27,24,25,27,27,25,14584.txt
26,14,17,15,28,24,22,30,22,21,20,16,26,28,28,27,29,26,25,30,25,30,26,25,14586.txt
29,14,17,15,28,24,22,28,22,21,20,16,26,28,28,27,29,26,27,24,25,28,27,21,14588.txt
26,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,29,26,25,24,25,30,26,21,14590.txt
26,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,29,26,25,24,25,30,26,21,14592.txt
25,14,17,15,28,24,22,28,27,21,20,16,26,23,28,27,30,26,27,24,28,28,28,21,14594.txt
7,14,17,15,28,24,22,30,28,21,20,16,26,30,28,27,23,26,27,24,25,25,27,21,14596.txt
28,25,23,26,19,27,25,21,25,24,18,14,16,25,24,15,15,13,30,12,12,10,10,9,14598.txt
7,23,23,15,28,24,22,28,22,28,27,16,29,30,28,29,30,26,27,30,25,27,27,25,14600.txt
26,23,17,15,28,24,22,28,22,28,20,16,29,30,28,29,29,26,27,30,25,27,26,25,14602.txt
7,14,23,15,30,24,22,28,29,26,27,21,27,15,28,28,23,26,27,30,25,28,27,25,14605.txt
7,14,17,15,28,24,22,30,28,21,20,16,26,24,28,27,30,26,27,24,22,25,27,21,14607.txt
7,23,17,15,28,24,22,28,28,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14609.txt
7,14,23,15,28,24,22,30,28,28,30,16,29,25,28,27,23,26,27,28,25,28,28,21,14611.txt
7,14,17,15,28,24,22,30,29,28,20,16,29,30,28,28,23,26,27,24,25,25,28,25,14612.txt
7,14,17,15,30,24,22,28,29,30,20,26,27,30,28,29,30,26,27,24,25,27,26,21,14615.txt
7,14,17,15,29,24,22,28,22,26,20,21,27,30,28,28,30,26,27,24,25,28,27,21,14617.txt
13,14,17,15,29,14,22,30,28,30,27,21,6,5,6,5,5,5,5,5,5,5,5,25,14618.txt
26,14,17,15,28,24,22,28,28,30,20,21,27,14,28,29,29,26,27,24,25,30,26,25,14622.txt
25,14,17,15,28,24,22,28,29,21,20,16,24,23,28,27,23,21,27,24,24,25,27,21,14624.txt
7,14,17,15,28,24,22,28,28,26,20,21,27,30,28,29,23,26,27,24,25,28,28,21,14625.txt
7,6,9,8,12,17,18,28,18,17,29,16,26,14,28,27,26,26,27,24,25,25,27,25,14627.txt
7,23,17,15,28,24,22,28,22,21,20,16,26,24,28,27,23,26,27,24,25,25,28,21,14629.txt
7,14,17,15,28,24,22,28,22,21,27,16,26,25,28,29,23,26,27,24,25,25,27,29,14632.txt
25,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,23,26,27,24,22,25,27,21,14634.txt
7,14,17,15,28,24,22,28,28,21,20,16,26,28,28,29,29,26,25,24,25,29,26,21,14637.txt
7,14,17,15,28,24,22,28,29,21,27,22,26,23,28,29,23,26,27,24,25,25,27,25,14639.txt
7,14,17,15,29,24,22,30,28,26,20,21,27,30,28,28,30,26,27,24,25,25,27,21,14641.txt
7,14,17,15,28,24,22,28,29,28,20,16,29,30,28,29,23,26,27,24,25,28,27,21,14643.txt
7,6,9,8,12,17,18,28,18,17,26,16,29,14,28,28,26,26,27,28,25,25,27,25,14644.txt
7,14,17,15,29,24,22,28,28,26,20,21,27,30,28,29,23,26,27,24,25,28,27,21,14647.txt
7,14,17,15,28,24,22,28,28,28,20,16,29,30,28,28,23,26,27,24,25,28,27,21,14648.txt
7,14,17,15,28,24,22,28,22,26,27,16,29,30,28,28,23,26,27,24,25,25,27,21,14650.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,23,28,27,23,26,27,24,25,25,28,21,14652.txt
13,6,3,2,3,18,10,3,3,3,3,3,3,3,13,3,3,3,3,3,3,3,3,3,14654.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,28,28,27,23,26,27,24,25,25,28,21,14657.txt
7,14,17,15,28,24,22,28,22,28,20,16,29,30,28,28,23,26,27,30,25,25,27,21,14659.txt
7,14,23,15,28,24,22,28,22,21,27,16,26,23,28,27,23,26,27,30,25,28,27,25,14661.txt
26,14,23,15,28,24,22,28,29,21,20,16,26,23,28,27,30,26,25,29,25,30,26,21,14662.txt
7,14,17,15,28,24,22,30,29,21,27,16,26,23,28,27,30,26,27,24,22,25,27,25,14664.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,27,28,27,29,26,27,24,25,25,28,21,14666.txt
2,5,23,23,29,3,11,6,6,6,6,5,27,25,28,28,30,26,27,30,25,27,27,7,14668.txt
25,14,17,15,28,24,22,28,29,21,20,16,26,23,28,27,29,26,27,24,25,30,26,21,14670.txt
25,23,17,15,28,24,30,28,28,21,26,22,26,23,28,29,23,21,27,24,24,25,27,26,14673.txt
25,23,17,15,28,24,22,28,22,21,27,16,26,23,28,29,23,26,27,24,25,28,27,25,14676.txt
7,14,17,15,29,24,22,30,22,26,20,26,27,30,28,28,30,26,27,24,25,28,28,25,14678.txt
7,23,17,15,28,24,22,28,28,28,20,16,29,14,28,28,23,26,27,24,25,25,28,25,14680.txt
7,23,17,15,28,24,22,28,27,21,20,16,26,29,28,27,23,26,27,24,25,27,27,29,14682.txt
7,14,17,15,29,24,22,28,28,30,20,21,27,30,28,29,30,26,27,24,25,25,26,21,14685.txt
7,14,17,15,28,24,22,30,30,21,20,16,26,23,28,27,23,26,27,24,25,25,27,21,14687.txt
7,14,17,15,29,24,22,28,29,26,20,26,27,30,28,28,23,26,27,24,25,25,27,26,14688.txt
7,23,23,23,28,24,22,28,29,21,26,16,26,14,28,27,23,26,27,28,25,25,27,25,14690.txt
2,28,23,15,28,4,11,6,6,6,6,5,26,27,28,27,30,26,27,28,22,27,28,7,14692.txt
7,14,17,15,28,24,22,28,22,21,20,16,26,28,28,29,23,26,27,24,25,25,28,25,14695.txt
13,14,17,15,28,24,22,28,22,21,20,16,26,23,28,29,30,26,25,24,25,30,26,25,14698.txt
28,25,17,26,19,27,25,21,25,24,18,14,16,25,24,15,15,13,30,12,12,10,10,9,14700.txt
26,14,17,15,28,24,22,28,28,21,20,16,26,30,28,29,29,26,25,24,25,29,26,25,14702.txt
7,14,17,15,30,24,22,30,22,26,20,21,27,30,28,28,30,26,27,24,22,28,26,21,14704.txt
7,14,17,15,28,24,22,28,29,21,20,16,26,24,28,27,23,26,27,24,25,25,27,21,14706.txt
7,14,17,15,29,24,22,28,28,30,25,30,27,25,28,29,28,26,27,27,25,29,27,21,14708.txt
26,23,17,15,28,24,22,28,27,21,27,16,26,23,28,27,29,26,27,24,25,28,27,21,14710.txt
