0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,filename
5,11,0,1,6,6,0,0,3,0,0,2,2,9,1,1,7,4,0,11,0,0,0,2,1,7,3,0,5,0,0,4,1,2,0,4,0,0,0,6,4,17,5,14,4,12,0,0,0,0,0,0,2,3,0,0,14,0,0,5,7,1,0,4,0,4,5,4410.txt
5,11,3,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,3,0,2,1,6,3,0,0,13,0,4,1,2,0,7,1,0,0,14,4,17,4,14,15,12,0,0,0,0,0,0,2,3,0,0,10,0,0,5,0,1,0,0,0,0,5,4412.txt
5,12,0,1,6,6,0,0,3,17,3,2,2,9,1,10,7,4,0,5,0,0,0,2,1,9,20,5,5,6,1,4,1,2,0,20,1,0,0,1,1,17,5,5,4,12,0,0,0,0,0,0,2,3,5,6,1,0,0,5,5,1,0,4,0,10,3,4414.txt
5,13,0,0,6,6,0,1,0,0,0,0,2,1,0,1,19,4,0,5,0,0,0,2,0,6,3,3,12,0,0,4,1,2,0,4,0,0,0,0,4,17,4,14,0,8,0,0,0,5,0,0,2,3,0,0,0,0,0,18,4,1,0,0,0,3,9,4416.txt
5,11,0,1,6,6,0,0,3,0,29,2,2,9,0,1,12,4,0,5,0,13,0,2,1,19,3,0,0,0,0,4,1,2,0,4,0,0,0,0,4,17,4,0,0,12,0,0,0,6,0,0,2,3,0,0,0,0,0,5,6,1,0,4,0,4,5,4418.txt
5,11,3,1,6,6,0,11,3,2,17,2,15,9,1,4,7,4,0,17,0,28,0,2,1,13,7,4,18,5,0,4,1,2,0,3,0,6,5,14,3,6,4,14,6,12,0,0,0,2,0,1,2,1,0,0,10,0,0,7,1,1,0,7,0,10,5,4420.txt
5,11,0,1,6,6,0,1,0,19,0,0,13,9,0,1,12,1,0,24,0,0,0,2,1,13,7,0,8,0,0,4,1,2,0,3,0,6,2,2,2,25,9,14,3,12,0,0,0,0,0,0,2,0,0,0,19,0,0,25,1,1,0,11,0,0,4,4421.txt
5,11,3,1,6,6,0,0,0,2,29,0,2,9,0,1,7,4,0,9,0,28,0,2,1,30,4,0,0,0,0,4,1,2,0,0,0,0,0,2,0,21,9,9,3,12,0,0,0,0,0,0,5,3,0,0,12,0,0,5,0,1,0,14,0,0,5,4423.txt
5,12,0,1,6,6,0,0,0,0,0,0,26,9,0,1,7,4,1,23,0,0,0,2,1,6,3,0,23,2,19,4,1,2,0,20,1,4,3,1,1,17,4,5,21,13,0,0,0,0,0,1,5,1,5,9,0,3,0,10,11,1,0,6,0,10,2,4426.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,28,0,2,1,6,3,0,0,0,0,4,1,2,0,4,0,0,0,0,4,17,4,0,0,12,0,0,0,2,0,0,2,3,0,0,0,2,0,5,0,1,0,0,0,4,5,4428.txt
9,12,6,1,6,6,0,3,3,2,30,2,2,9,2,12,7,4,0,8,0,0,0,2,1,29,4,0,0,6,0,4,5,2,0,9,1,2,3,1,1,29,8,5,21,12,0,0,0,0,0,1,0,1,3,1,17,0,0,3,4,0,0,14,0,10,4,4431.txt
5,11,3,1,6,6,0,0,3,0,0,0,2,9,0,1,7,4,0,5,0,3,0,2,1,6,3,0,0,0,0,4,1,2,0,0,0,0,0,0,4,17,4,14,0,12,0,0,0,2,0,0,2,3,0,0,0,0,0,5,0,1,0,0,0,4,5,4433.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,1,5,0,0,0,2,1,6,3,0,25,0,1,4,1,2,0,0,1,0,0,2,4,17,9,14,3,12,0,0,0,0,0,0,2,3,0,9,0,0,0,10,4,1,0,0,0,1,5,4435.txt
5,11,0,1,6,8,0,0,3,2,29,2,2,9,1,9,7,4,0,11,0,17,0,2,2,6,20,14,5,27,0,4,1,2,0,6,2,4,0,0,4,22,4,9,7,12,0,0,0,9,0,0,5,3,0,0,18,0,0,5,0,1,0,10,0,10,5,4437.txt
4,11,1,2,1,7,4,4,3,12,26,2,2,7,3,1,7,4,0,9,0,24,0,2,23,7,4,0,5,6,0,4,8,2,0,0,1,13,0,14,9,21,8,2,0,12,0,5,0,7,0,0,5,3,0,1,26,0,4,5,10,1,0,10,8,10,3,4439.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,22,4,0,11,0,0,0,2,1,6,3,0,5,5,0,4,1,2,0,0,0,0,0,0,4,17,4,14,0,12,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,1,0,6,3,7,5,4442.txt
5,12,0,1,6,6,0,0,0,0,26,2,2,30,0,1,7,4,0,3,0,30,0,2,1,6,3,0,0,2,0,4,1,2,0,20,1,4,3,1,1,17,4,5,2,12,0,5,0,2,0,9,2,1,5,1,1,0,2,21,9,1,0,4,0,10,2,4444.txt
5,11,3,1,6,6,0,7,3,0,0,2,2,9,1,9,7,4,0,11,0,3,0,2,2,6,13,0,5,0,0,4,1,2,0,0,0,0,0,13,4,22,5,18,0,12,0,0,0,6,0,0,2,3,0,0,0,0,0,5,0,1,0,4,0,4,5,4447.txt
5,11,0,1,6,6,0,0,3,0,0,2,2,1,0,1,12,4,0,5,0,0,0,2,1,7,3,0,0,5,0,4,1,2,0,4,0,0,0,14,4,17,4,14,0,12,0,0,0,5,0,0,5,3,0,0,10,0,0,5,5,1,0,10,0,4,4,4449.txt
10,11,3,1,6,5,0,1,5,30,14,0,13,15,0,12,1,3,9,15,0,3,1,3,1,29,17,0,20,15,2,4,7,1,0,5,1,2,1,13,2,0,5,14,1,12,0,0,0,5,9,2,1,1,0,0,0,1,1,6,2,0,0,5,3,2,5,4451.txt
5,11,6,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,9,0,0,0,2,1,6,20,0,0,0,0,4,1,2,0,4,0,0,0,14,0,21,4,6,0,12,0,0,0,0,0,0,2,3,0,0,18,0,0,5,0,1,0,3,0,0,5,4453.txt
5,12,0,1,6,6,0,7,0,2,29,0,2,9,1,9,17,4,1,5,0,0,0,2,1,22,3,22,23,6,1,3,1,2,2,20,2,0,13,1,1,18,4,5,21,16,0,0,1,7,0,0,2,3,5,9,2,0,0,10,4,1,0,0,2,5,5,4455.txt
5,11,4,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,18,0,0,0,2,1,6,8,0,15,5,1,4,1,2,0,0,1,4,0,14,4,21,4,6,0,12,0,0,0,0,0,0,2,5,0,1,30,0,0,18,11,1,0,3,0,10,5,4458.txt
5,12,4,1,6,6,0,9,3,0,26,0,2,9,1,1,6,4,1,0,0,29,0,2,15,29,3,0,19,2,7,4,1,2,0,17,1,2,3,1,1,28,4,5,25,13,0,4,0,7,0,13,0,1,5,8,17,0,4,19,4,1,0,0,0,10,2,4459.txt
5,11,6,1,6,6,0,0,0,0,0,2,2,9,0,1,12,4,0,9,0,0,0,2,2,6,3,0,0,0,0,4,1,2,0,4,0,4,0,0,4,21,4,10,0,12,0,0,0,0,0,0,5,3,0,0,0,0,0,5,7,1,0,10,3,4,5,4462.txt
5,11,0,1,6,6,0,1,0,0,0,0,15,9,0,1,12,4,0,0,0,1,0,2,1,13,7,0,18,0,0,4,1,2,0,3,0,6,5,0,2,6,4,14,0,12,0,0,0,0,0,1,2,1,0,0,0,0,0,8,1,1,0,6,2,15,4,4463.txt
5,11,3,1,6,6,0,0,0,2,29,0,2,9,0,1,7,4,0,11,0,3,0,2,1,7,3,0,0,0,0,4,1,2,0,4,0,8,0,2,4,17,9,14,3,12,0,0,0,2,0,0,2,3,0,0,14,0,0,5,0,1,0,6,0,4,5,4467.txt
3,6,2,2,2,3,3,6,7,3,6,2,23,4,3,1,5,4,4,0,7,18,0,2,4,29,3,22,22,17,7,4,1,2,1,18,1,18,11,1,1,17,8,5,21,13,0,0,1,1,0,1,0,4,5,5,3,3,0,19,9,1,0,8,2,5,2,4469.txt
9,11,0,1,6,6,0,1,3,0,0,0,13,9,0,1,7,4,0,4,0,1,0,2,1,23,21,0,18,4,0,4,1,2,0,3,0,6,2,0,3,12,8,14,0,12,0,0,0,5,0,0,2,0,0,0,7,0,0,15,1,1,0,0,2,17,4,4471.txt
5,13,0,0,6,6,0,1,3,18,26,0,2,1,0,1,4,4,0,11,0,1,0,2,0,0,20,0,0,3,0,5,1,0,0,6,0,4,0,14,4,17,0,6,7,3,0,0,0,5,0,0,2,3,0,0,17,0,0,5,6,1,0,6,7,17,3,4474.txt
5,11,0,1,6,6,0,1,3,0,0,2,15,3,1,1,13,4,0,0,0,0,0,0,15,3,7,0,4,0,0,4,1,2,0,3,1,2,5,0,12,5,4,14,0,12,0,0,0,5,9,1,2,1,5,1,0,1,0,3,2,1,0,6,3,2,8,4477.txt
5,12,3,1,6,6,0,9,3,2,30,0,2,9,1,1,7,4,0,15,0,3,0,2,1,3,3,0,0,6,0,4,1,2,0,17,1,2,0,1,1,28,5,5,29,12,0,3,0,7,0,13,0,1,5,1,17,0,4,3,4,1,0,0,0,10,3,4478.txt
5,5,3,0,6,6,0,0,3,0,0,2,2,1,2,1,4,4,0,21,0,3,0,2,0,0,3,0,5,3,0,5,1,0,0,0,0,0,0,13,4,21,8,13,0,2,0,0,0,2,0,0,5,3,0,0,5,0,0,5,0,1,0,4,0,4,0,4480.txt
5,13,0,0,6,6,0,1,3,0,0,2,15,1,1,1,19,4,0,23,0,19,0,2,0,13,7,3,18,0,0,4,1,2,0,3,0,6,5,0,3,6,4,0,0,8,0,0,0,5,0,0,2,0,0,0,0,0,0,24,1,1,0,7,2,3,8,4483.txt
5,13,0,0,6,6,0,0,3,0,0,2,2,1,1,1,19,4,0,11,0,0,0,2,0,6,3,0,5,0,0,4,1,2,0,4,0,0,0,0,4,17,4,14,0,8,0,0,0,0,0,0,2,3,0,0,0,0,0,5,7,1,0,4,0,4,5,4486.txt
5,12,3,1,6,6,0,0,0,7,26,0,2,30,0,9,7,4,0,3,0,3,0,2,6,30,19,0,0,6,0,4,8,2,0,19,2,4,0,1,1,21,9,5,3,12,0,5,0,9,0,9,2,2,5,3,26,0,2,5,14,1,0,13,0,10,3,4488.txt
5,11,3,1,6,6,0,0,0,13,0,0,2,9,0,1,7,4,0,9,0,28,0,2,1,6,4,0,0,0,0,4,5,2,0,0,0,4,0,10,4,21,5,4,4,12,0,0,0,2,0,0,2,3,0,0,18,0,0,5,0,1,0,3,0,4,5,4490.txt
5,5,0,1,6,6,0,0,0,0,0,0,2,1,0,1,19,4,0,5,0,1,0,2,0,6,3,0,0,0,0,4,1,2,0,4,0,0,0,0,4,17,4,0,0,10,0,0,0,7,0,0,5,3,0,0,0,2,0,5,7,1,0,0,2,6,5,4492.txt
5,11,0,1,6,6,0,0,0,0,26,0,2,9,0,1,7,4,0,4,0,0,0,2,1,7,3,0,0,6,0,4,1,2,0,4,1,3,0,0,4,17,4,14,0,12,0,0,0,5,0,0,5,5,0,0,1,0,0,18,3,1,0,5,2,17,7,4494.txt
5,13,6,0,6,6,0,0,0,0,0,0,2,1,0,1,19,4,0,9,0,0,0,2,0,6,13,0,0,0,0,4,1,2,0,0,0,4,0,0,0,21,4,14,0,7,0,0,0,2,0,0,2,3,0,0,8,0,0,5,6,1,0,3,0,4,5,4496.txt
10,13,0,1,6,5,0,1,5,30,14,0,13,3,0,1,1,3,0,0,0,0,0,3,0,20,17,0,2,18,0,4,0,2,0,5,0,6,1,0,3,2,4,14,1,11,0,0,0,5,8,2,1,1,0,0,21,1,1,3,1,1,0,5,0,4,7,4498.txt
11,13,3,1,6,6,0,1,0,2,30,0,9,28,0,1,20,4,0,5,0,1,0,2,1,7,3,26,26,5,0,4,1,2,0,4,0,0,8,0,4,17,8,14,7,12,0,0,4,5,0,0,5,3,0,0,10,0,0,18,1,1,0,0,2,14,4,4502.txt
5,13,4,0,6,6,0,1,0,0,26,0,2,1,0,1,18,4,0,11,0,10,0,2,0,0,3,0,0,3,0,5,1,2,0,4,0,0,0,14,4,17,0,14,0,15,0,0,0,5,0,0,2,3,0,0,1,0,0,5,5,1,0,0,0,0,7,4506.txt
5,11,4,1,6,6,0,0,3,0,0,2,2,9,1,1,7,4,0,11,0,0,0,2,10,6,20,0,5,0,0,4,1,2,0,0,1,0,0,0,4,17,4,14,0,12,0,0,0,0,0,0,2,3,0,0,19,2,0,5,0,1,0,4,0,4,5,4509.txt
5,13,4,0,6,6,0,1,0,0,0,0,15,3,0,1,18,4,0,18,0,0,0,2,0,0,7,0,8,0,0,5,1,2,0,3,0,6,5,27,3,21,0,11,0,15,0,0,0,5,0,1,2,0,0,0,14,0,0,11,1,1,0,5,3,4,4,4510.txt
5,11,3,1,6,6,0,7,3,2,29,2,2,9,1,9,7,4,0,10,0,3,0,2,2,6,20,0,5,0,0,4,1,2,0,0,0,4,0,2,4,22,9,14,3,12,0,0,0,8,0,0,5,3,0,0,19,0,0,5,0,1,0,10,0,4,5,4513.txt
5,5,0,0,6,6,0,0,0,0,0,0,2,1,0,1,18,4,0,10,0,28,0,2,0,6,3,0,0,0,0,5,1,2,0,0,0,19,0,14,0,21,4,14,0,7,0,0,0,2,0,0,2,3,0,0,0,0,0,5,0,1,0,6,0,4,5,4515.txt
10,11,0,1,6,5,0,1,5,30,14,0,19,13,0,0,21,11,9,15,0,0,1,3,1,29,17,2,20,15,2,4,7,1,0,29,1,6,10,13,10,0,6,14,1,14,0,0,0,5,9,2,7,1,0,0,0,1,1,6,2,0,0,5,0,2,4,4516.txt
5,11,0,1,6,6,0,0,0,2,29,0,2,9,0,9,7,4,0,5,0,28,0,2,2,6,3,0,5,0,0,4,1,2,0,0,0,0,0,0,4,22,4,14,0,12,0,0,0,9,0,0,2,3,0,0,0,2,0,5,0,1,0,0,0,4,5,4519.txt
5,11,4,1,6,6,0,1,0,0,26,0,13,3,0,1,8,4,0,0,0,0,0,2,1,13,7,0,6,3,0,4,1,2,0,3,0,6,5,0,3,6,4,14,0,12,0,0,0,0,0,1,2,1,0,0,1,0,0,8,1,1,0,5,2,6,3,4522.txt
5,13,0,0,6,6,0,0,0,9,0,0,2,1,0,1,19,4,0,10,0,0,0,2,0,2,4,0,0,5,0,4,1,2,0,4,0,4,0,2,0,17,9,7,3,7,0,0,0,0,0,0,2,3,0,0,9,0,0,5,3,1,0,14,0,0,5,4524.txt
5,12,0,1,6,6,0,3,3,0,26,2,5,9,9,1,7,4,0,0,0,0,0,2,4,29,3,0,5,2,0,4,1,2,0,17,1,11,7,1,1,28,8,5,29,12,0,3,0,0,0,1,0,1,5,1,1,3,0,3,12,1,0,8,2,10,2,4527.txt
5,11,4,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,10,0,0,0,2,1,6,3,0,0,4,0,4,1,2,0,0,0,0,0,0,0,17,4,14,0,12,0,0,0,1,0,0,2,3,0,0,25,0,0,5,6,1,0,0,0,4,5,4529.txt
5,13,0,0,6,6,0,1,0,0,0,0,15,3,0,1,16,4,0,7,0,0,0,0,0,0,7,0,18,10,0,5,1,2,0,3,0,6,5,3,3,5,0,14,4,5,0,0,0,0,4,1,3,1,0,0,0,1,0,4,1,1,0,0,0,4,4,4531.txt
5,11,3,1,6,6,0,1,0,0,0,0,2,9,0,1,7,4,0,21,0,3,0,2,1,6,3,0,0,6,0,4,1,2,0,0,0,4,0,0,4,21,4,18,0,12,0,0,0,5,0,0,2,3,0,0,16,0,0,18,3,1,0,15,0,4,4,4533.txt
5,11,0,1,6,6,0,0,3,0,3,2,2,9,0,1,7,4,0,5,0,0,0,2,1,11,3,10,0,6,0,4,1,2,0,4,1,0,0,1,1,17,4,5,7,12,0,0,0,7,0,0,2,3,5,1,17,0,0,5,5,1,0,4,2,10,3,4536.txt
5,12,3,1,6,6,0,3,3,0,26,0,2,9,2,1,7,4,1,14,0,18,0,2,1,28,20,0,14,2,11,4,1,2,0,17,1,2,3,1,1,15,8,5,21,12,0,0,0,0,0,1,2,1,5,9,21,0,0,19,4,1,0,6,7,10,2,4537.txt
5,11,0,1,6,6,0,1,3,0,0,0,15,3,0,1,8,4,0,0,0,5,0,2,1,3,7,0,8,0,0,4,1,2,0,3,1,2,5,1,12,6,4,5,11,12,0,0,0,2,0,1,2,1,5,6,0,0,0,3,2,1,0,5,2,10,4,4539.txt
5,11,3,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,3,0,2,1,19,3,0,0,0,0,4,1,2,0,0,1,0,0,21,4,17,9,14,3,12,0,0,0,6,0,0,2,3,0,0,0,0,0,5,0,1,0,0,0,0,5,4542.txt
5,11,0,1,6,6,0,0,0,0,13,0,2,9,0,4,12,4,0,5,0,0,0,2,1,6,3,5,0,0,0,4,1,2,0,4,0,0,0,0,4,17,4,14,7,12,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,1,0,0,0,4,5,4544.txt
9,10,5,1,6,6,0,3,0,8,13,0,2,9,0,1,7,4,1,6,0,27,0,2,1,2,4,3,15,0,4,4,8,2,0,17,1,2,3,1,1,15,8,5,21,12,0,0,0,1,0,1,2,2,5,9,18,0,0,19,4,1,0,14,0,10,4,4545.txt
9,12,3,1,6,10,0,0,3,23,28,2,2,9,27,4,7,13,1,23,0,3,0,2,4,7,20,24,16,6,5,4,1,2,0,20,1,12,0,1,1,17,8,5,6,12,0,0,0,1,0,1,2,2,5,9,17,0,0,10,10,1,0,4,7,10,8,4548.txt
9,12,4,1,6,6,0,7,3,23,29,2,2,9,9,9,17,4,1,9,0,27,0,2,4,30,4,1,27,20,14,3,5,2,0,20,2,4,13,1,1,21,8,5,21,16,0,0,3,0,0,0,5,3,5,2,3,0,0,10,13,1,0,10,0,5,2,4549.txt
9,11,4,1,6,6,0,0,3,13,26,2,2,25,13,1,7,13,0,6,0,10,0,2,10,28,4,0,5,6,0,4,5,2,0,0,1,13,0,1,1,21,8,5,3,12,0,6,0,0,0,13,2,2,5,6,26,0,2,22,10,1,0,4,0,10,3,4551.txt
5,11,0,1,6,6,0,1,0,0,0,0,2,9,0,1,12,4,0,4,0,0,0,2,1,6,3,23,12,0,0,4,1,2,0,4,0,6,0,0,4,17,4,14,0,12,0,0,0,5,0,0,2,5,0,0,0,0,0,18,11,1,0,6,0,18,4,4555.txt
5,11,0,1,6,6,0,0,3,0,13,2,2,9,0,1,7,4,1,5,0,0,0,2,1,6,3,9,16,0,1,4,1,2,0,4,1,0,0,0,4,17,4,14,7,12,0,0,0,7,0,0,2,3,0,2,0,0,0,10,0,1,0,4,0,10,5,4556.txt
5,12,3,1,6,6,0,0,3,2,29,2,2,9,1,9,5,4,0,11,0,20,0,2,1,2,4,1,27,6,1,4,8,2,0,20,2,0,4,1,1,19,9,5,21,13,0,0,1,1,0,0,2,3,5,4,17,0,0,21,11,1,0,4,4,5,5,4558.txt
5,12,6,1,7,6,4,3,0,7,0,0,2,9,0,1,5,4,1,6,0,27,0,2,1,2,4,3,16,0,4,4,4,2,0,20,1,2,4,1,1,21,8,5,21,13,0,0,0,0,0,1,0,2,5,8,18,0,0,19,4,1,0,14,0,10,4,4560.txt
5,11,0,1,6,6,0,1,0,0,0,0,2,9,0,1,7,4,0,4,0,0,0,2,2,23,21,0,18,5,0,4,1,2,0,4,1,2,5,2,4,12,9,14,3,12,0,0,0,0,0,1,2,1,0,0,9,0,0,15,2,1,0,6,0,10,5,4564.txt
5,11,0,1,6,6,0,0,0,16,26,0,2,9,0,10,7,4,0,5,0,14,0,2,10,7,20,4,5,6,0,4,1,2,0,8,1,3,0,1,1,17,8,5,26,12,0,5,0,7,0,10,5,1,5,4,17,0,0,5,10,1,0,5,7,10,3,4565.txt
5,11,3,1,6,6,0,0,3,2,29,2,2,9,0,1,7,4,0,10,0,3,0,2,1,6,16,0,0,0,0,4,1,2,0,0,0,0,0,7,0,17,5,14,4,12,0,0,0,7,0,0,5,3,0,0,0,0,0,5,0,1,0,0,0,4,5,4567.txt
5,11,3,1,6,6,0,0,0,0,26,0,2,9,0,1,7,4,0,5,0,3,0,2,1,6,3,0,0,6,0,4,1,2,0,4,1,13,0,0,0,17,4,14,0,12,0,0,0,2,0,0,5,3,0,0,17,0,0,5,3,1,0,11,0,0,7,4569.txt
5,11,0,1,6,6,0,1,0,0,0,0,2,9,0,1,7,4,0,29,0,0,0,2,1,28,3,0,13,5,1,4,1,2,0,0,1,2,0,1,1,12,4,14,0,12,0,0,0,0,0,1,2,1,5,1,9,0,0,16,4,1,0,0,3,10,5,4572.txt
5,12,0,1,6,6,0,9,3,0,26,0,2,9,1,1,6,4,0,0,0,1,0,2,15,3,3,0,16,2,8,4,1,2,0,20,1,11,0,1,1,15,4,5,29,13,0,3,0,7,0,9,0,1,5,1,1,2,4,3,4,1,0,0,2,10,2,4574.txt
5,5,0,0,6,6,0,0,3,18,26,6,2,1,1,1,14,4,0,11,0,12,0,2,0,0,20,7,5,3,0,5,1,2,0,4,0,0,0,9,4,17,0,4,4,5,0,0,0,1,0,0,2,3,0,0,17,0,0,5,7,1,0,4,0,4,7,4575.txt
5,11,0,1,6,6,0,0,0,13,13,2,2,9,0,1,7,4,0,10,0,10,0,2,1,6,4,9,0,0,0,4,5,2,0,6,1,0,0,24,4,21,5,4,30,12,0,0,0,0,0,0,2,3,0,0,18,0,0,5,0,1,0,4,0,10,5,4577.txt
5,11,0,1,6,6,0,0,0,0,26,0,2,9,0,1,12,4,0,5,0,10,0,2,1,6,3,0,0,3,0,4,1,2,0,4,0,3,0,0,4,17,4,14,7,12,0,0,0,7,0,0,2,3,0,0,17,0,0,5,3,1,0,5,0,4,3,4579.txt
5,11,0,1,6,6,0,1,0,0,26,0,2,9,0,1,7,4,0,19,0,0,0,2,1,23,21,0,6,6,0,4,1,2,0,3,0,6,5,0,0,21,4,14,0,12,0,0,0,0,0,0,3,0,0,0,1,0,0,14,1,1,0,5,0,0,7,4581.txt
5,11,0,1,6,6,0,0,0,0,26,0,2,9,0,3,7,4,0,5,0,0,0,2,1,6,3,0,0,6,0,4,1,2,0,4,0,0,0,0,4,19,4,14,15,12,0,0,0,0,0,0,2,3,0,0,1,0,0,5,0,1,0,0,3,4,7,4583.txt
5,11,3,1,6,6,0,1,0,2,15,0,15,3,0,1,13,4,0,17,0,3,0,0,1,13,7,0,7,6,0,4,1,2,0,3,0,6,5,14,3,21,4,13,0,12,0,0,0,5,9,1,3,1,0,0,16,1,0,3,1,1,0,0,0,4,6,4585.txt
5,11,0,1,6,6,0,1,0,0,0,0,13,3,0,1,13,4,0,0,0,0,0,2,1,13,7,0,18,0,0,4,1,2,0,3,0,6,5,0,3,5,4,14,0,12,0,0,0,0,8,1,2,1,0,0,0,1,0,4,1,1,0,6,0,4,4,4589.txt
5,13,0,0,6,6,0,11,0,20,13,0,15,3,0,4,13,4,0,8,0,0,0,2,0,0,29,4,18,0,0,5,1,0,0,3,0,6,5,12,3,24,0,14,6,2,0,0,0,0,2,1,2,0,0,0,14,1,0,7,1,1,0,6,0,4,4,4591.txt
5,11,3,1,6,10,0,1,0,0,0,1,2,9,0,1,12,4,0,5,0,3,0,2,1,11,3,23,0,0,0,4,1,2,0,4,0,0,0,0,0,17,4,14,0,12,0,0,0,5,0,0,2,3,0,0,0,0,0,5,5,1,0,4,0,18,9,4593.txt
7,11,3,1,6,6,0,1,0,0,13,0,15,3,0,1,1,4,0,16,0,3,0,0,1,3,7,8,8,18,0,4,1,2,0,3,0,6,5,14,3,3,6,14,7,12,0,0,0,5,9,1,2,1,0,0,0,1,0,3,1,1,0,5,0,4,4,4595.txt
5,11,0,1,6,6,0,0,0,19,13,0,2,9,0,1,12,4,0,11,0,0,0,2,1,7,20,9,0,0,0,4,1,2,0,4,0,0,0,21,0,17,9,7,3,12,0,0,0,2,0,0,2,3,0,0,19,0,0,5,5,1,0,0,0,0,6,4597.txt
5,13,3,0,6,6,0,1,0,0,26,2,15,1,0,1,3,4,0,29,0,3,0,2,0,0,0,9,6,3,0,5,1,0,0,3,0,6,2,14,3,6,0,14,7,2,0,7,0,5,0,0,5,0,0,0,17,0,4,13,1,1,0,9,0,4,3,4599.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,0,0,2,1,6,3,0,0,5,0,4,1,2,0,4,0,4,0,0,0,17,4,14,0,12,0,0,0,0,0,0,5,3,0,0,9,0,0,5,0,1,0,6,0,0,5,4600.txt
10,11,0,1,6,6,0,1,3,0,0,0,13,3,1,1,1,3,0,17,0,0,0,0,1,3,7,0,2,15,0,4,7,2,0,3,0,6,5,15,2,3,4,18,0,12,0,0,0,5,9,1,11,1,0,0,14,1,1,3,1,1,0,0,7,17,4,4604.txt
5,11,3,1,6,6,0,1,0,0,26,0,13,3,0,1,29,4,0,0,0,3,0,0,1,13,7,0,6,15,0,4,1,2,0,3,0,6,5,0,3,5,4,14,13,12,0,3,0,5,8,3,2,1,0,0,21,1,0,3,1,1,0,5,0,0,7,4606.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,0,0,2,1,6,3,0,0,0,0,4,1,2,0,0,0,4,0,14,0,17,4,14,0,12,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,1,0,12,0,0,5,4607.txt
5,13,3,0,6,6,0,0,0,0,0,0,2,1,0,1,18,4,0,5,0,20,0,2,0,0,3,0,0,0,0,5,1,2,0,15,0,4,0,0,4,17,0,14,0,5,0,0,0,5,0,0,2,3,0,0,0,0,0,5,5,1,0,6,2,17,4,4609.txt
5,11,0,1,6,6,0,0,0,0,13,0,2,9,0,1,7,4,0,5,0,0,0,2,1,6,3,8,0,0,0,4,1,2,0,4,0,0,0,14,0,17,4,14,7,12,0,0,0,0,0,0,2,3,0,0,14,0,0,5,0,1,0,0,0,10,5,4611.txt
11,5,0,0,6,6,0,0,3,2,29,0,9,1,0,1,4,4,0,5,0,1,0,2,0,0,3,16,0,3,0,5,1,0,0,4,0,3,0,27,4,17,8,14,7,3,0,0,4,2,0,4,2,3,0,0,1,0,0,5,3,1,0,5,2,14,3,4615.txt
11,11,3,1,6,6,0,0,0,23,29,0,2,5,2,9,7,4,0,5,0,1,0,2,4,19,3,0,5,6,0,4,1,2,0,4,2,12,0,1,9,19,8,5,0,12,0,6,0,7,0,4,5,3,5,1,17,2,4,5,10,1,0,11,2,10,3,4617.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,5,0,0,0,2,1,6,3,0,0,5,0,4,1,2,0,16,0,4,0,0,0,17,4,14,0,12,0,0,0,0,0,0,5,3,0,0,9,0,0,5,0,1,0,5,0,0,5,4618.txt
5,11,3,1,6,6,0,0,0,0,0,0,2,9,0,1,7,4,0,11,0,3,0,2,1,6,3,0,0,0,0,4,1,2,0,4,0,0,0,14,4,17,4,18,0,12,0,0,0,7,0,0,2,3,0,0,14,0,0,5,5,1,0,0,7,6,4,4620.txt
5,11,0,1,6,6,0,0,0,0,0,0,2,9,2,9,7,4,0,5,0,0,0,2,2,6,3,0,0,4,0,4,1,2,0,0,0,0,0,21,4,22,5,14,20,12,0,0,0,0,0,0,2,3,0,0,7,2,0,5,0,1,0,0,0,4,5,4623.txt
5,11,3,1,6,6,0,0,0,0,13,0,2,9,0,1,12,4,0,5,0,28,0,2,1,6,3,9,0,5,0,4,1,2,0,4,0,4,0,0,0,17,4,14,7,12,0,0,0,2,0,0,2,3,0,0,9,0,0,5,0,1,0,6,0,0,5,4626.txt
11,13,3,0,6,10,0,1,0,2,30,0,9,14,0,1,3,4,0,5,0,1,0,2,0,0,3,9,0,3,0,5,1,0,0,4,0,4,0,0,0,17,8,14,7,2,0,0,4,5,0,4,2,3,0,0,6,0,0,5,5,1,0,6,2,13,4,4627.txt
