0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,filename
0,0,0,0,9,0,4,5,5,7,17,8,8,13,7,10,7,19,6,3,2,2,2,6,20,4,3,3,3,22,6,2,30,2,25,7,4,28,3,7,17,2,26,19,28,7,3,6,7,5,30,27,3,13,21,2,2,7,2,9,9176.txt
0,0,0,0,9,0,4,5,5,7,17,8,6,0,4,10,7,19,6,1,0,0,0,0,12,4,8,5,8,0,13,6,6,17,1,9,1,9,23,16,0,2,19,19,20,16,29,30,1,9,0,0,0,30,0,10,18,20,18,13,9178.txt
0,0,0,0,9,0,14,9,0,0,0,0,8,13,7,12,29,29,0,27,6,5,5,6,21,0,3,24,17,22,6,11,13,13,26,2,2,30,4,25,2,10,2,29,2,24,7,15,30,29,30,27,3,11,29,4,4,6,23,9,9180.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,9,8,9,25,7,4,28,3,7,3,2,3,19,3,7,3,6,7,5,0,0,0,8,0,2,2,6,2,9,9182.txt
29,0,1,29,4,11,20,13,30,4,11,18,6,24,20,3,21,12,26,8,29,13,12,14,19,10,18,25,22,12,25,14,17,30,18,21,21,23,17,22,9,6,10,16,11,18,27,30,13,24,23,5,17,16,19,6,6,30,4,10,9184.txt
0,0,0,0,9,0,4,5,5,7,15,20,0,4,0,10,3,20,27,3,29,13,17,23,20,4,0,0,0,8,6,9,8,9,2,7,4,28,3,0,0,2,19,19,20,29,15,19,24,4,22,19,13,25,16,29,21,30,9,22,9187.txt
0,0,0,0,9,0,4,5,5,7,17,8,8,16,7,10,7,29,6,3,14,2,9,24,20,4,0,0,0,22,7,2,2,2,0,19,2,17,3,0,3,10,3,19,3,7,0,6,7,0,3,18,3,25,3,0,0,0,0,0,9188.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,13,0,0,0,0,0,0,9190.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,1,4,0,0,0,0,30,9,8,9,22,9,1,9,8,16,0,2,19,19,20,16,20,22,16,9,0,0,0,12,0,8,18,11,18,29,9192.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,9,8,9,25,7,4,28,3,7,14,2,26,19,26,7,3,6,7,5,0,0,0,8,0,5,5,7,24,7,9194.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,8,2,7,3,0,0,10,19,19,20,7,0,6,7,5,26,2,2,25,2,0,0,0,0,0,9196.txt
0,0,16,20,9,2,21,20,17,21,17,8,8,13,28,19,7,29,6,3,6,5,5,6,20,4,12,23,16,26,6,15,11,15,25,7,2,28,3,7,6,17,4,9,4,24,7,15,30,29,25,26,21,9,30,5,5,6,24,8,9198.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9200.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9202.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,30,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9204.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,8,28,3,0,0,10,19,19,20,7,0,6,7,5,2,10,18,25,2,0,0,0,0,0,9206.txt
0,0,0,0,9,0,4,5,5,7,17,8,6,16,4,10,7,26,6,1,15,17,10,9,30,4,11,5,8,2,13,30,9,17,1,10,1,10,23,16,3,14,3,19,3,13,29,29,18,26,30,24,3,8,26,12,18,29,18,25,9208.txt
0,0,0,0,19,0,4,5,5,7,17,8,8,13,7,10,7,19,6,3,13,10,5,6,5,4,3,3,3,20,6,11,13,13,25,8,2,7,3,25,17,10,26,30,30,24,3,15,30,28,18,10,18,11,7,2,2,7,2,8,9210.txt
0,0,0,0,9,0,4,5,5,0,0,0,0,0,0,10,7,19,6,3,0,0,0,0,20,0,0,0,0,0,6,19,19,20,0,7,2,28,3,0,13,10,26,19,24,24,0,15,30,29,0,0,0,13,0,0,0,0,0,0,9212.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9214.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,8,4,7,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9216.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9218.txt
0,0,0,0,9,0,4,5,5,25,0,0,8,8,7,10,29,19,0,3,21,2,27,8,21,0,0,0,0,22,6,2,29,2,0,7,8,28,4,0,6,10,4,29,4,7,0,6,7,5,28,18,25,26,21,0,0,0,0,0,9221.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,9,8,9,25,7,4,28,3,7,11,2,13,19,7,7,3,6,7,5,0,0,0,8,0,2,2,7,2,9,9223.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,21,21,10,25,7,4,28,3,7,13,3,27,19,25,3,3,3,3,2,0,0,0,8,0,5,5,4,24,5,9225.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9227.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9229.txt
0,0,0,0,9,0,4,5,5,7,17,8,8,2,7,10,7,19,6,3,6,5,5,2,20,4,3,3,3,22,6,11,13,13,25,7,2,28,3,7,12,10,13,19,13,24,18,15,30,2,30,27,3,8,21,2,2,7,2,9,9231.txt
29,9,1,29,3,24,1,13,25,11,1,1,30,24,20,26,4,7,22,8,5,4,4,5,12,1,26,13,13,10,26,1,1,30,28,21,21,23,17,13,30,29,20,8,17,6,25,5,6,10,7,7,13,16,16,18,28,3,25,30,9233.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9236.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,8,0,0,0,0,0,0,9237.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,12,0,0,0,0,0,0,9240.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9242.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9244.txt
0,0,0,0,9,0,4,5,5,7,17,8,6,0,4,10,7,19,6,29,0,0,0,0,7,1,8,5,8,0,17,6,6,21,2,21,21,23,17,8,0,2,19,20,20,21,15,19,23,4,0,0,0,25,0,10,15,20,9,25,9248.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,2,7,4,28,3,0,0,2,19,19,20,21,15,19,23,22,0,0,0,8,0,10,12,20,6,25,9250.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9252.txt
0,0,0,0,9,0,4,5,5,7,17,8,8,13,7,10,7,19,6,3,6,5,5,6,20,4,0,0,0,22,6,2,30,2,0,7,2,28,3,0,3,15,3,19,3,7,0,6,7,5,30,18,3,25,27,0,0,0,0,0,9255.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,2,10,18,25,2,0,0,0,0,0,9257.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,9,8,9,25,7,4,28,3,7,0,2,19,19,20,7,5,6,7,5,0,0,0,25,0,24,5,6,28,8,9259.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9260.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,13,0,0,0,0,0,0,9262.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,9,5,1,6,20,20,10,25,7,4,28,3,7,0,12,19,2,20,3,3,3,3,2,1,1,10,8,16,2,2,4,2,5,9264.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,8,0,0,0,0,0,0,9268.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,25,7,4,28,3,7,0,2,19,19,20,7,0,6,7,5,0,0,0,8,0,5,5,5,24,9,9270.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9272.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9274.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9277.txt
0,0,0,0,9,9,4,5,5,4,1,1,28,4,20,10,3,20,26,11,29,13,17,23,12,1,11,19,24,1,21,6,6,28,2,1,1,1,23,16,0,2,19,7,20,17,15,19,8,4,1,1,10,25,25,3,3,13,9,3,9280.txt
0,0,0,0,9,0,4,5,5,7,17,8,8,13,7,10,7,26,6,3,6,5,5,6,12,9,0,0,0,22,27,30,9,30,12,9,20,9,8,21,15,15,28,24,26,21,15,7,23,26,30,18,3,29,21,10,16,20,9,28,9282.txt
0,0,0,0,9,0,4,5,5,7,17,8,6,0,4,10,7,26,6,29,0,0,0,0,7,4,8,5,8,0,17,18,7,21,2,21,21,23,17,8,27,11,26,19,26,21,15,19,23,26,0,0,0,24,0,10,12,20,14,29,9283.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,23,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,1,1,1,25,1,0,0,0,0,0,9286.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9288.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9289.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9292.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9294.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,6,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,29,2,22,6,21,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9296.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,2,28,3,0,0,10,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9298.txt
0,0,0,0,9,0,14,9,0,27,27,20,17,4,13,0,14,15,29,3,10,22,12,15,21,0,3,9,5,1,6,2,2,2,25,7,2,28,2,15,17,21,27,0,25,23,3,17,29,2,1,1,6,28,9,5,5,7,24,2,9300.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,2,28,3,0,0,10,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9302.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,13,0,0,0,0,0,0,9305.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,4,0,2,19,19,20,7,0,6,7,5,0,0,0,8,0,0,0,0,0,0,9306.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9309.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,21,21,19,0,7,4,28,3,0,6,3,4,19,4,24,0,15,30,29,0,0,0,9,0,0,0,0,0,0,9311.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,7,6,9,8,9,25,7,4,28,3,7,0,2,19,19,20,7,7,6,7,5,22,5,13,25,16,2,2,6,2,9,9313.txt
0,0,0,0,9,0,4,5,5,7,17,8,8,2,7,10,7,0,6,3,2,2,2,2,20,4,0,0,0,29,6,2,2,2,0,7,2,28,3,0,15,10,15,19,14,7,0,6,7,5,3,18,3,25,27,0,0,0,0,0,9315.txt
0,0,16,20,9,2,21,2,17,2,17,8,0,0,0,23,7,19,6,3,0,0,25,28,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,10,20,24,0,15,30,29,0,0,0,8,0,0,0,0,0,0,9317.txt
0,0,0,0,9,0,4,5,5,7,17,8,8,16,7,10,7,19,6,3,15,2,10,13,20,4,0,0,0,22,6,2,2,2,0,7,4,28,3,0,15,2,15,19,14,7,0,6,7,5,30,18,3,25,3,0,0,0,0,0,9318.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9322.txt
0,0,0,0,9,0,4,5,5,7,1,1,6,4,4,10,17,16,4,13,10,22,22,21,7,4,8,5,8,1,30,9,8,9,22,21,21,23,10,8,0,2,19,19,20,16,22,27,16,15,1,28,4,30,4,13,11,11,6,24,9324.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,29,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,8,2,7,3,0,0,10,19,19,20,7,0,6,7,5,0,0,0,24,0,0,0,0,0,0,9326.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,9,8,9,25,7,4,28,3,7,3,2,3,19,3,7,3,6,7,5,0,0,0,8,0,5,5,4,24,2,9329.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9331.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,8,28,3,0,0,17,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9334.txt
0,0,0,0,9,0,4,5,5,7,1,1,0,4,0,10,14,16,26,3,29,13,17,23,20,4,0,0,0,1,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,1,1,10,25,16,0,0,0,0,0,9336.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,3,2,3,19,3,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9338.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9340.txt
0,0,0,0,13,11,4,5,5,29,6,20,8,25,11,10,21,16,4,3,10,20,12,14,20,4,3,3,3,1,2,2,30,2,22,3,2,3,3,5,6,17,4,19,4,20,27,30,1,19,1,28,10,13,9,23,3,13,18,16,9342.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,4,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,1,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,1,1,4,13,4,0,0,0,0,0,9344.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,16,10,18,8,7,0,0,0,0,0,9346.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,29,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,2,28,3,0,0,17,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9348.txt
29,9,1,29,3,9,7,14,25,1,1,1,20,4,20,7,3,4,26,1,23,13,17,10,7,30,19,19,18,23,23,6,6,4,29,13,24,13,23,10,22,19,20,25,17,2,4,13,24,22,1,1,15,23,13,23,21,30,18,16,9349.txt
0,0,0,0,9,0,4,5,5,7,17,8,13,0,15,10,7,19,6,29,0,0,0,0,7,1,21,26,23,0,17,6,6,21,2,21,21,23,18,8,0,2,19,5,20,21,15,19,23,4,0,0,0,25,0,23,22,13,9,20,9351.txt
0,0,0,0,9,0,4,5,5,23,0,0,0,0,0,10,29,19,0,3,0,0,0,0,20,0,0,0,0,0,6,9,8,9,0,8,4,7,3,0,0,2,19,29,20,7,0,6,7,5,0,0,0,13,0,0,0,0,0,0,9354.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9356.txt
0,0,0,0,9,0,4,5,5,7,1,1,0,4,0,10,3,20,26,3,29,13,17,23,20,4,0,0,0,8,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,22,20,1,25,1,0,0,0,0,0,9358.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9360.txt
29,0,1,29,3,9,1,14,11,4,11,6,6,1,4,11,3,20,26,14,29,13,17,23,7,1,8,4,6,23,5,1,1,4,6,27,24,29,23,18,22,4,6,4,8,17,15,19,8,1,22,19,1,23,1,1,1,1,1,1,9362.txt
29,0,13,10,4,0,7,17,28,6,16,12,10,4,22,25,24,24,16,30,10,23,12,15,10,30,24,6,9,7,22,23,23,16,19,28,18,24,15,27,19,28,20,21,17,9,22,30,13,10,19,5,11,9,19,11,14,21,9,28,9364.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9366.txt
0,0,13,29,4,5,7,1,28,9,1,1,6,4,20,11,17,16,26,11,29,13,17,23,12,4,11,19,19,8,6,9,8,9,22,13,20,13,23,22,0,2,19,19,20,16,22,30,16,15,1,30,13,20,16,23,21,13,9,22,9368.txt
0,0,0,0,9,0,4,5,5,7,9,7,6,4,27,10,3,20,26,30,29,13,3,23,10,4,24,5,8,6,22,30,9,16,2,14,23,14,10,21,0,21,19,19,20,21,15,19,23,4,6,6,4,25,4,10,11,20,9,24,9370.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,10,4,3,3,3,0,22,6,6,16,8,1,1,1,1,16,3,2,3,19,3,16,8,8,18,15,0,0,0,3,0,13,18,29,18,29,9372.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,19,19,19,8,7,8,28,3,7,3,17,3,19,3,13,8,8,25,26,0,0,0,3,0,13,8,28,9,12,9376.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9377.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,8,28,3,0,6,17,4,19,4,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9380.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,20,20,19,8,7,4,28,3,7,3,2,3,19,3,16,8,8,26,15,0,0,0,3,0,13,11,28,9,24,9382.txt
0,0,0,0,9,0,4,5,5,7,27,20,8,4,7,10,3,20,26,3,29,14,3,23,20,4,0,0,0,1,6,11,13,13,0,7,8,28,3,0,15,17,15,19,14,7,0,6,7,5,1,1,10,25,9,0,0,0,0,0,9384.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9387.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,8,0,0,0,0,0,0,9389.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,22,15,0,6,9,8,9,25,7,4,28,3,7,0,2,19,19,20,7,3,6,7,5,0,0,0,25,0,2,2,6,2,9,9391.txt
0,0,0,0,9,0,4,5,5,7,17,8,8,16,7,10,7,26,6,3,15,17,10,24,30,4,0,0,0,22,21,5,5,28,22,1,1,1,8,16,13,21,26,19,24,13,22,30,16,26,30,27,3,13,21,13,8,22,8,12,9392.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9394.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,2,28,3,0,0,10,19,19,20,7,0,6,7,5,0,0,0,12,0,0,0,0,0,0,9396.txt
0,0,0,0,19,0,18,9,0,25,0,0,0,0,0,12,30,26,0,0,0,0,0,0,7,18,0,0,21,0,17,29,9,21,2,9,23,9,17,8,0,11,12,0,12,21,15,19,23,6,0,0,0,26,0,6,6,10,4,10,9398.txt
0,0,0,0,9,0,4,5,5,7,1,1,8,4,7,10,6,6,26,3,29,13,1,15,20,4,0,0,0,1,6,13,13,14,0,7,4,28,3,0,11,2,13,19,7,7,0,6,7,5,1,1,10,25,8,0,0,0,0,0,9400.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,13,0,0,0,0,0,0,9402.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,3,3,3,0,6,9,8,9,25,7,4,28,3,7,3,2,3,19,3,7,18,6,7,5,0,0,0,3,0,2,2,4,2,2,9405.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,7,4,0,0,0,0,17,6,6,21,2,9,23,9,8,8,0,2,19,19,20,21,15,19,23,4,0,0,0,25,0,10,8,20,1,12,9407.txt
0,0,0,0,9,0,4,5,5,7,17,8,0,0,0,10,7,19,6,3,0,0,0,0,20,4,0,0,0,0,6,9,8,9,0,7,4,28,3,0,0,2,19,19,20,7,0,6,7,5,0,0,0,25,0,0,0,0,0,0,9408.txt
